material1,material2,material3,material4
dataset5604,dataset9113,dataset7043,dataset6878
dataset4748,dataset1844,dataset7776,dataset3876
dataset7955,dataset9994,dataset2734,dataset5671
dataset9346,dataset4534,dataset6434,dataset9862
dataset4298,dataset2207,dataset3389,dataset4230
dataset8444,dataset1609,dataset4821,dataset5584
dataset2406,dataset7021,dataset6710,dataset4289
dataset3350,dataset3909,dataset8427,dataset9286
dataset1468,dataset4417,dataset9382,dataset2484
dataset2803,dataset7637,dataset96,dataset6567
dataset9893,dataset4274,dataset283,dataset5707
dataset8370,dataset7755,dataset200,dataset8359
dataset1388,dataset7628,dataset1606,dataset2
dataset642,dataset6625,dataset9523,dataset7102
dataset218,dataset1632,dataset9483,dataset1315
dataset4156,dataset6440,dataset214,dataset9675
dataset9591,dataset8633,dataset7136,dataset9541
dataset4743,dataset8316,dataset7939,dataset5966
dataset8140,dataset5583,dataset4502,dataset4888
dataset5816,dataset1108,dataset5409,dataset313
dataset7884,dataset4943,dataset2039,dataset8023
dataset9149,dataset3666,dataset3367,dataset1968
dataset5087,dataset3882,dataset7973,dataset5500
dataset63,dataset9409,dataset8563,dataset4461
dataset5370,dataset9770,dataset9333,dataset9525
dataset9760,dataset1306,dataset2564,dataset6006
dataset9182,dataset5083,dataset991,dataset9511
dataset3080,dataset1954,dataset7122,dataset3058
dataset8038,dataset4642,dataset6030,dataset8221
dataset5419,dataset2919,dataset7469,dataset8548
dataset3668,dataset6922,dataset6917,dataset6459
dataset8906,dataset4431,dataset9911,dataset5194
dataset9614,dataset2344,dataset8974,dataset4883
dataset4910,dataset2551,dataset966,dataset3195
dataset3401,dataset3513,dataset2018,dataset6057
dataset2098,dataset466,dataset2132,dataset7531
dataset8945,dataset8946,dataset5250,dataset7387
dataset1280,dataset3765,dataset8236,dataset2686
dataset5483,dataset9744,dataset2857,dataset3957
dataset4857,dataset9839,dataset7360,dataset7549
dataset6729,dataset4136,dataset6807,dataset7361
dataset8970,dataset2642,dataset7008,dataset3969
dataset9426,dataset3500,dataset4529,dataset4957
dataset7448,dataset7943,dataset3849,dataset446
dataset1678,dataset1819,dataset9417,dataset8626
dataset9954,dataset1455,dataset8943,dataset8492
dataset374,dataset7542,dataset4936,dataset2562
dataset7913,dataset6237,dataset305,dataset6466
dataset4613,dataset7259,dataset1199,dataset8913
dataset7867,dataset1011,dataset7757,dataset5125
dataset5693,dataset2108,dataset9350,dataset190
dataset12,dataset7678,dataset355,dataset8526
dataset6482,dataset5144,dataset3003,dataset1880
dataset715,dataset3975,dataset6331,dataset3290
dataset1551,dataset352,dataset8504,dataset7407
dataset7952,dataset4724,dataset314,dataset2366
dataset4481,dataset4042,dataset6074,dataset1020
dataset638,dataset1196,dataset5202,dataset1133
dataset4012,dataset558,dataset8013,dataset1586
dataset3790,dataset8993,dataset8844,dataset9874
dataset2250,dataset9825,dataset6604,dataset8398
dataset3821,dataset1098,dataset4068,dataset6316
dataset229,dataset5973,dataset1135,dataset7583
dataset5548,dataset5163,dataset8786,dataset8001
dataset4634,dataset5854,dataset7554,dataset9611
dataset4965,dataset3877,dataset8065,dataset8037
dataset1323,dataset9449,dataset5931,dataset1085
dataset6674,dataset965,dataset8261,dataset2178
dataset5561,dataset4930,dataset168,dataset9485
dataset3699,dataset1422,dataset1428,dataset9211
dataset2137,dataset798,dataset5601,dataset1228
dataset4865,dataset151,dataset1245,dataset6959
dataset9420,dataset7841,dataset7325,dataset7655
dataset2579,dataset810,dataset3065,dataset6760
dataset6723,dataset9566,dataset5778,dataset9045
dataset1996,dataset5252,dataset2246,dataset688
dataset2236,dataset5698,dataset7071,dataset9171
dataset1879,dataset1379,dataset9151,dataset4901
dataset8830,dataset3854,dataset7158,dataset7754
dataset6583,dataset5618,dataset5871,dataset6372
dataset5399,dataset2703,dataset6007,dataset7336
dataset1792,dataset6801,dataset5204,dataset6687
dataset193,dataset6052,dataset3891,dataset8980
dataset1488,dataset3925,dataset9107,dataset1659
dataset5606,dataset219,dataset9431,dataset9384
dataset1316,dataset4667,dataset788,dataset3377
dataset3125,dataset9451,dataset1439,dataset1190
dataset2671,dataset702,dataset3175,dataset7945
dataset7076,dataset4691,dataset2906,dataset3140
dataset5121,dataset4019,dataset9055,dataset3177
dataset2529,dataset5189,dataset4643,dataset6145
dataset6421,dataset6424,dataset3781,dataset2769
dataset694,dataset6271,dataset5937,dataset3976
dataset1391,dataset5283,dataset2315,dataset6333
dataset3018,dataset4083,dataset7704,dataset8155
dataset3076,dataset8202,dataset8754,dataset4438
dataset1155,dataset8646,dataset1430,dataset1864
dataset1281,dataset9229,dataset4468,dataset9557
dataset458,dataset784,dataset2688,dataset8294
dataset1572,dataset7151,dataset3241,dataset9726
dataset1899,dataset9526,dataset4368,dataset6023
dataset9831,dataset1774,dataset7682,dataset2440
dataset1693,dataset8772,dataset2762,dataset9703
dataset1763,dataset6206,dataset1510,dataset637
dataset9564,dataset5504,dataset2737,dataset5557
dataset6258,dataset2382,dataset8796,dataset591
dataset8836,dataset7818,dataset7946,dataset8114
dataset717,dataset6034,dataset6037,dataset2862
dataset7518,dataset4908,dataset8968,dataset7353
dataset3162,dataset6090,dataset425,dataset4000
dataset5146,dataset5009,dataset7555,dataset6819
dataset385,dataset5285,dataset7888,dataset7483
dataset9025,dataset3799,dataset4921,dataset3121
dataset248,dataset9741,dataset6202,dataset6582
dataset7709,dataset8724,dataset6402,dataset322
dataset1456,dataset3498,dataset5417,dataset5382
dataset4680,dataset6568,dataset6935,dataset858
dataset7009,dataset5562,dataset3378,dataset9095
dataset6233,dataset3099,dataset2124,dataset1959
dataset9517,dataset8733,dataset9494,dataset6770
dataset9560,dataset6700,dataset4867,dataset838
dataset7683,dataset533,dataset5326,dataset7838
dataset2078,dataset4442,dataset0,dataset6989
dataset3955,dataset844,dataset8543,dataset210
dataset9173,dataset4880,dataset3443,dataset2241
dataset9882,dataset9575,dataset3023,dataset8123
dataset8699,dataset4505,dataset7991,dataset6814
dataset474,dataset537,dataset9404,dataset3460
dataset7393,dataset1956,dataset3250,dataset8609
dataset79,dataset3484,dataset881,dataset7872
dataset1931,dataset9303,dataset504,dataset584
dataset9131,dataset3430,dataset8394,dataset2185
dataset2451,dataset2497,dataset9167,dataset6675
dataset4974,dataset4292,dataset2069,dataset1656
dataset5549,dataset6299,dataset5449,dataset5097
dataset1727,dataset8742,dataset4390,dataset6722
dataset7097,dataset7166,dataset2630,dataset4848
dataset6585,dataset2417,dataset8515,dataset8649
dataset6442,dataset3208,dataset1210,dataset8002
dataset9584,dataset9450,dataset2784,dataset7742
dataset3059,dataset1149,dataset5695,dataset1023
dataset7041,dataset7916,dataset3525,dataset8908
dataset6631,dataset9216,dataset2890,dataset6444
dataset6932,dataset189,dataset1858,dataset5413
dataset1907,dataset3713,dataset6330,dataset6503
dataset5073,dataset1525,dataset5645,dataset5423
dataset9540,dataset1585,dataset1480,dataset326
dataset9788,dataset5024,dataset8502,dataset1755
dataset4879,dataset3822,dataset7774,dataset2920
dataset4929,dataset8883,dataset5390,dataset3870
dataset5229,dataset1021,dataset6240,dataset5697
dataset9925,dataset8476,dataset1499,dataset5923
dataset5884,dataset7343,dataset7795,dataset4
dataset4604,dataset6653,dataset4112,dataset8457
dataset9340,dataset4578,dataset1498,dataset3613
dataset9076,dataset8691,dataset6996,dataset1270
dataset1948,dataset1290,dataset7564,dataset5004
dataset7273,dataset3935,dataset1492,dataset6810
dataset1385,dataset3036,dataset4654,dataset4140
dataset9219,dataset5256,dataset9751,dataset7133
dataset5855,dataset5860,dataset5025,dataset8535
dataset2719,dataset5340,dataset4363,dataset2300
dataset9887,dataset1721,dataset7222,dataset7272
dataset2394,dataset8283,dataset3614,dataset6025
dataset1583,dataset4525,dataset1877,dataset509
dataset4532,dataset5581,dataset6063,dataset5563
dataset4537,dataset2163,dataset55,dataset2789
dataset3687,dataset3825,dataset1563,dataset2856
dataset571,dataset4355,dataset5847,dataset6076
dataset2490,dataset7546,dataset2908,dataset4286
dataset5450,dataset312,dataset397,dataset6513
dataset1596,dataset126,dataset3467,dataset1192
dataset9725,dataset4772,dataset1175,dataset472
dataset4672,dataset936,dataset7125,dataset6928
dataset5090,dataset6890,dataset9570,dataset6020
dataset9091,dataset8074,dataset6413,dataset2690
dataset9394,dataset9319,dataset3055,dataset9381
dataset6269,dataset1912,dataset2505,dataset8050
dataset4043,dataset1818,dataset5567,dataset3060
dataset4579,dataset6658,dataset5639,dataset2927
dataset783,dataset6077,dataset5832,dataset6938
dataset6650,dataset1950,dataset8661,dataset129
dataset601,dataset1331,dataset4598,dataset6461
dataset8138,dataset9587,dataset760,dataset8137
dataset4229,dataset8781,dataset9309,dataset4551
dataset1265,dataset619,dataset3113,dataset5038
dataset5063,dataset1266,dataset2591,dataset705
dataset6797,dataset6326,dataset3508,dataset194
dataset4889,dataset3659,dataset9931,dataset8315
dataset3835,dataset4202,dataset2068,dataset1543
dataset9201,dataset2139,dataset8685,dataset3994
dataset6044,dataset4316,dataset2602,dataset3933
dataset118,dataset4700,dataset8753,dataset7526
dataset5049,dataset8090,dataset1194,dataset8834
dataset7853,dataset2021,dataset5696,dataset4123
dataset4312,dataset5790,dataset1949,dataset4822
dataset4817,dataset2987,dataset3224,dataset8651
dataset8788,dataset2123,dataset192,dataset7488
dataset6019,dataset7647,dataset8895,dataset3305
dataset6795,dataset5380,dataset9114,dataset8975
dataset431,dataset7881,dataset4610,dataset5949
dataset1958,dataset4947,dataset8397,dataset7517
dataset4874,dataset8195,dataset2485,dataset6066
dataset9429,dataset7669,dataset358,dataset8698
dataset6008,dataset8926,dataset8183,dataset6569
dataset632,dataset1277,dataset5236,dataset2629
dataset7077,dataset7922,dataset9109,dataset7461
dataset9689,dataset9947,dataset4477,dataset6843
dataset1992,dataset1042,dataset6456,dataset2806
dataset6749,dataset8148,dataset1886,dataset846
dataset451,dataset9712,dataset3049,dataset4738
dataset1796,dataset310,dataset4602,dataset5850
dataset3487,dataset5126,dataset9463,dataset8089
dataset3017,dataset1088,dataset4472,dataset5834
dataset4804,dataset3470,dataset6688,dataset8528
dataset340,dataset2436,dataset8331,dataset8540
dataset9918,dataset502,dataset8197,dataset86
dataset5240,dataset4033,dataset4238,dataset6556
dataset4788,dataset3374,dataset5132,dataset7120
dataset9986,dataset8116,dataset4173,dataset1540
dataset5197,dataset557,dataset5213,dataset2186
dataset6701,dataset9206,dataset476,dataset7414
dataset829,dataset3617,dataset2056,dataset5558
dataset4155,dataset5477,dataset7422,dataset5812
dataset2829,dataset9401,dataset5379,dataset1698
dataset2514,dataset6292,dataset2595,dataset9243
dataset2066,dataset5137,dataset5473,dataset8525
dataset7509,dataset8275,dataset852,dataset2419
dataset8527,dataset3980,dataset5331,dataset6480
dataset7291,dataset8269,dataset7193,dataset4992
dataset1658,dataset4445,dataset4685,dataset2935
dataset7753,dataset1717,dataset9444,dataset486
dataset8277,dataset8208,dataset9608,dataset2272
dataset1951,dataset8816,dataset4834,dataset8622
dataset9697,dataset7067,dataset4651,dataset6344
dataset1300,dataset3705,dataset128,dataset8400
dataset4682,dataset5706,dataset5027,dataset8860
dataset7314,dataset5054,dataset8192,dataset8097
dataset3662,dataset4382,dataset505,dataset7816
dataset2373,dataset4596,dataset6347,dataset7908
dataset8557,dataset7965,dataset4181,dataset3745
dataset4293,dataset7020,dataset1457,dataset9249
dataset3927,dataset7231,dataset5222,dataset5352
dataset920,dataset356,dataset2587,dataset8514
dataset6137,dataset3518,dataset8117,dataset6219
dataset2162,dataset8607,dataset2442,dataset5634
dataset5130,dataset5893,dataset7312,dataset1718
dataset3314,dataset3197,dataset2674,dataset3772
dataset8716,dataset9824,dataset8447,dataset756
dataset727,dataset2747,dataset3499,dataset3939
dataset1411,dataset2090,dataset311,dataset4619
dataset8323,dataset198,dataset9192,dataset7181
dataset7367,dataset236,dataset7504,dataset3165
dataset1184,dataset4026,dataset3578,dataset3361
dataset9746,dataset1400,dataset9137,dataset1843
dataset4764,dataset3106,dataset1363,dataset3222
dataset150,dataset2546,dataset2326,dataset1622
dataset3360,dataset1547,dataset2370,dataset8063
dataset1701,dataset7917,dataset7275,dataset8234
dataset8956,dataset344,dataset5585,dataset1213
dataset32,dataset9558,dataset59,dataset7918
dataset8378,dataset827,dataset8003,dataset6637
dataset7630,dataset1034,dataset6636,dataset338
dataset703,dataset5149,dataset8344,dataset1361
dataset6649,dataset9145,dataset2399,dataset3263
dataset9079,dataset8367,dataset9830,dataset1240
dataset7652,dataset3312,dataset1006,dataset9740
dataset5439,dataset5098,dataset6396,dataset3851
dataset4357,dataset8451,dataset4452,dataset1161
dataset2566,dataset6791,dataset9181,dataset2582
dataset8912,dataset3084,dataset6962,dataset4096
dataset6592,dataset3433,dataset5788,dataset2174
dataset9733,dataset8365,dataset5372,dataset9108
dataset585,dataset4681,dataset1690,dataset3130
dataset3838,dataset6880,dataset9230,dataset3302
dataset7907,dataset6572,dataset2621,dataset1417
dataset2677,dataset9711,dataset9222,dataset4166
dataset611,dataset9163,dataset931,dataset7649
dataset1789,dataset7868,dataset4769,dataset2633
dataset9505,dataset1633,dataset7354,dataset5078
dataset5964,dataset4566,dataset556,dataset9443
dataset7498,dataset1815,dataset8944,dataset1987
dataset9036,dataset9273,dataset3190,dataset4200
dataset9668,dataset8282,dataset6562,dataset6002
dataset3653,dataset7930,dataset2077,dataset2191
dataset2323,dataset1307,dataset3972,dataset3899
dataset6775,dataset161,dataset1746,dataset9481
dataset9547,dataset7700,dataset6068,dataset8298
dataset7471,dataset1105,dataset9937,dataset3609
dataset7648,dataset3717,dataset495,dataset4731
dataset7199,dataset8586,dataset8937,dataset9134
dataset2533,dataset8848,dataset3812,dataset8088
dataset1336,dataset5297,dataset1971,dataset9743
dataset8751,dataset6927,dataset4180,dataset9589
dataset5168,dataset8096,dataset9671,dataset244
dataset391,dataset2663,dataset6189,dataset4916
dataset8669,dataset5895,dataset641,dataset6660
dataset665,dataset8789,dataset8322,dataset5218
dataset8204,dataset8377,dataset6587,dataset6718
dataset5058,dataset8198,dataset123,dataset851
dataset9946,dataset1053,dataset8189,dataset5646
dataset4985,dataset2951,dataset7569,dataset7920
dataset9423,dataset9597,dataset4021,dataset685
dataset6188,dataset3978,dataset6522,dataset7371
dataset4807,dataset488,dataset7030,dataset7923
dataset6339,dataset6120,dataset9781,dataset9121
dataset5173,dataset3832,dataset8035,dataset668
dataset9783,dataset8784,dataset6406,dataset1362
dataset4258,dataset9845,dataset5575,dataset2724
dataset6474,dataset3630,dataset4318,dataset369
dataset9681,dataset6506,dataset3654,dataset6069
dataset9370,dataset6310,dataset1570,dataset5480
dataset2452,dataset3948,dataset4628,dataset4847
dataset5880,dataset3773,dataset395,dataset9338
dataset6689,dataset4186,dataset1776,dataset7303
dataset2501,dataset8020,dataset2356,dataset2518
dataset8094,dataset7921,dataset2269,dataset1921
dataset199,dataset3215,dataset3544,dataset9387
dataset8225,dataset3421,dataset7536,dataset5976
dataset761,dataset952,dataset9056,dataset7880
dataset6048,dataset3045,dataset1990,dataset1530
dataset1781,dataset3188,dataset1418,dataset1816
dataset3856,dataset7672,dataset9342,dataset6367
dataset6453,dataset2771,dataset3929,dataset7844
dataset3995,dataset7626,dataset8861,dataset9188
dataset1272,dataset1041,dataset3884,dataset1312
dataset4224,dataset5356,dataset9714,dataset6245
dataset5344,dataset9738,dataset6929,dataset4553
dataset1777,dataset643,dataset693,dataset1268
dataset9238,dataset1871,dataset3844,dataset9214
dataset7095,dataset7392,dataset9569,dataset5069
dataset2494,dataset938,dataset5216,dataset1259
dataset7728,dataset6286,dataset1934,dataset4082
dataset1542,dataset6896,dataset3070,dataset5550
dataset518,dataset256,dataset5718,dataset8505
dataset7296,dataset3868,dataset4023,dataset7739
dataset9778,dataset7836,dataset5153,dataset6275
dataset1117,dataset2846,dataset2729,dataset4218
dataset7586,dataset4073,dataset4927,dataset3163
dataset9458,dataset7953,dataset1317,dataset2773
dataset6060,dataset6549,dataset1905,dataset1874
dataset7706,dataset3376,dataset2607,dataset9957
dataset7486,dataset2748,dataset1427,dataset9813
dataset4752,dataset9440,dataset7460,dataset6579
dataset9237,dataset2113,dataset972,dataset3014
dataset5013,dataset463,dataset8259,dataset2959
dataset203,dataset2232,dataset7686,dataset237
dataset6859,dataset2743,dataset1884,dataset4918
dataset5314,dataset3348,dataset3145,dataset1961
dataset8690,dataset6724,dataset8942,dataset7340
dataset6479,dataset2698,dataset4735,dataset7493
dataset8373,dataset6609,dataset1090,dataset6526
dataset8845,dataset8384,dataset5482,dataset2259
dataset3587,dataset3264,dataset3917,dataset8927
dataset2992,dataset5859,dataset4496,dataset8843
dataset1359,dataset5348,dataset2866,dataset7821
dataset7885,dataset1405,dataset4795,dataset7434
dataset2290,dataset9208,dataset2575,dataset9732
dataset8301,dataset5800,dataset3874,dataset2335
dataset4810,dataset8226,dataset2635,dataset9469
dataset5679,dataset9226,dataset567,dataset2260
dataset826,dataset8757,dataset4730,dataset5445
dataset291,dataset3921,dataset6949,dataset4784
dataset1799,dataset5945,dataset2678,dataset6858
dataset1234,dataset7539,dataset5779,dataset9359
dataset4652,dataset789,dataset5034,dataset7651
dataset7405,dataset3339,dataset8388,dataset2821
dataset5789,dataset1241,dataset7198,dataset9242
dataset1654,dataset4158,dataset5817,dataset2905
dataset6776,dataset5110,dataset1834,dataset3288
dataset2880,dataset8442,dataset8307,dataset281
dataset9160,dataset3340,dataset3776,dataset1154
dataset4953,dataset8167,dataset8324,dataset257
dataset1553,dataset1521,dataset8750,dataset3743
dataset7150,dataset763,dataset2739,dataset1833
dataset6553,dataset7059,dataset7712,dataset1733
dataset2814,dataset7667,dataset7576,dataset6610
dataset3788,dataset9013,dataset1595,dataset7567
dataset9596,dataset4334,dataset1966,dataset1352
dataset1483,dataset7778,dataset1248,dataset7738
dataset9367,dataset2939,dataset6471,dataset7398
dataset3440,dataset5465,dataset4838,dataset6831
dataset9539,dataset6752,dataset4335,dataset7809
dataset6111,dataset4949,dataset3451,dataset2303
dataset2308,dataset5435,dataset1150,dataset5977
dataset7505,dataset2134,dataset2922,dataset7445
dataset2990,dataset6049,dataset376,dataset7420
dataset8174,dataset7849,dataset5330,dataset9939
dataset4215,dataset6884,dataset3532,dataset1985
dataset5232,dataset3232,dataset929,dataset9204
dataset583,dataset3356,dataset260,dataset4484
dataset4557,dataset907,dataset2863,dataset9015
dataset8209,dataset2687,dataset3885,dataset2955
dataset7096,dataset8112,dataset4376,dataset8656
dataset1197,dataset1507,dataset1878,dataset5067
dataset8930,dataset7499,dataset6668,dataset1974
dataset1724,dataset4663,dataset812,dataset8739
dataset9835,dataset4344,dataset7189,dataset9336
dataset660,dataset3309,dataset110,dataset2649
dataset4500,dataset4236,dataset2645,dataset4954
dataset8704,dataset1038,dataset7815,dataset1132
dataset5339,dataset8780,dataset3754,dataset1534
dataset3295,dataset1313,dataset2141,dataset3898
dataset3432,dataset8613,dataset3180,dataset1163
dataset5940,dataset2705,dataset5742,dataset489
dataset8644,dataset2657,dataset413,dataset9610
dataset9973,dataset6042,dataset2398,dataset6126
dataset4581,dataset4679,dataset1310,dataset1710
dataset5060,dataset5689,dataset1517,dataset5709
dataset1433,dataset8659,dataset6218,dataset4148
dataset5521,dataset7176,dataset8228,dataset3916
dataset8172,dataset904,dataset1587,dataset9507
dataset412,dataset2924,dataset136,dataset7974
dataset9676,dataset9123,dataset993,dataset3152
dataset4102,dataset163,dataset3399,dataset1461
dataset7621,dataset4005,dataset7023,dataset5862
dataset1552,dataset684,dataset2953,dataset7752
dataset7277,dataset4763,dataset3381,dataset8564
dataset5555,dataset2276,dataset9601,dataset774
dataset3204,dataset8441,dataset7187,dataset9468
dataset4210,dataset4199,dataset2120,dataset4051
dataset9595,dataset5462,dataset9461,dataset2027
dataset2459,dataset6612,dataset5167,dataset4800
dataset981,dataset2217,dataset7614,dataset3259
dataset6314,dataset5392,dataset7803,dataset206
dataset5255,dataset8782,dataset8241,dataset3268
dataset5810,dataset7819,dataset307,dataset6289
dataset5996,dataset4276,dataset7202,dataset9054
dataset5138,dataset543,dataset794,dataset2196
dataset1722,dataset2053,dataset4770,dataset1854
dataset624,dataset1504,dataset8445,dataset2823
dataset8631,dataset4315,dataset9187,dataset380
dataset6670,dataset490,dataset1382,dataset4561
dataset6524,dataset3831,dataset5621,dataset2248
dataset6405,dataset6861,dataset5938,dataset8104
dataset9638,dataset8770,dataset2536,dataset7042
dataset5877,dataset4875,dataset9690,dataset1366
dataset2962,dataset6953,dataset5295,dataset9115
dataset7390,dataset4178,dataset8452,dataset6157
dataset6472,dataset3158,dataset2430,dataset9822
dataset9475,dataset2569,dataset597,dataset8931
dataset8852,dataset4141,dataset9908,dataset2916
dataset3321,dataset6304,dataset8497,dataset7561
dataset7514,dataset5458,dataset4678,dataset9405
dataset1219,dataset6293,dataset2122,dataset3768
dataset1370,dataset2218,dataset549,dataset2390
dataset1711,dataset529,dataset1788,dataset2143
dataset1398,dataset8642,dataset6214,dataset383
dataset6338,dataset8060,dataset8987,dataset3227
dataset3310,dataset4556,dataset9852,dataset542
dataset1610,dataset9692,dataset4018,dataset9722
dataset1841,dataset3450,dataset7335,dataset620
dataset6412,dataset405,dataset1515,dataset130
dataset182,dataset1279,dataset6892,dataset897
dataset6565,dataset3201,dataset9270,dataset1599
dataset3523,dataset5151,dataset1808,dataset8404
dataset3671,dataset2389,dataset8372,dataset6290
dataset2487,dataset51,dataset176,dataset6125
dataset3054,dataset6837,dataset2572,dataset4520
dataset6064,dataset4524,dataset5002,dataset1938
dataset3229,dataset6033,dataset6913,dataset5735
dataset8840,dataset7616,dataset770,dataset2024
dataset2473,dataset8584,dataset9380,dataset9434
dataset9120,dataset5148,dataset5587,dataset9021
dataset3974,dataset1546,dataset8583,dataset1970
dataset5184,dataset7078,dataset9495,dataset4057
dataset5975,dataset9682,dataset6684,dataset1926
dataset7306,dataset1031,dataset5516,dataset3110
dataset1326,dataset4159,dataset2982,dataset9452
dataset9296,dataset8593,dataset8306,dataset5743
dataset6321,dataset4925,dataset5793,dataset2766
dataset3606,dataset3512,dataset2396,dataset4694
dataset8837,dataset2363,dataset8805,dataset3042
dataset1321,dataset1207,dataset8978,dataset666
dataset1786,dataset6208,dataset2488,dataset737
dataset7053,dataset1167,dataset1406,dataset2884
dataset4503,dataset5723,dataset9759,dataset105
dataset8501,dataset9232,dataset2249,dataset2049
dataset6973,dataset5597,dataset4666,dataset7596
dataset2019,dataset9150,dataset2883,dataset5042
dataset6298,dataset517,dataset503,dataset3346
dataset6564,dataset1285,dataset527,dataset4410
dataset368,dataset3425,dataset7289,dataset8064
dataset1508,dataset8266,dataset5006,dataset6853
dataset6429,dataset9850,dataset7674,dataset6632
dataset7848,dataset7961,dataset186,dataset2636
dataset589,dataset1790,dataset8901,dataset6092
dataset4577,dataset2897,dataset4531,dataset1896
dataset8654,dataset5824,dataset2181,dataset3245
dataset6981,dataset1027,dataset9594,dataset3943
dataset3119,dataset2981,dataset895,dataset9837
dataset2561,dataset5302,dataset1765,dataset3491
dataset1062,dataset7241,dataset1906,dataset8820
dataset9928,dataset7877,dataset7831,dataset9162
dataset8638,dataset5686,dataset7450,dataset617
dataset6013,dataset4658,dataset3595,dataset845
dataset1621,dataset2604,dataset2925,dataset6520
dataset7415,dataset5763,dataset6716,dataset9435
dataset875,dataset3095,dataset3418,dataset2071
dataset613,dataset574,dataset4391,dataset2047
dataset5632,dataset9987,dataset2831,dataset9664
dataset6011,dataset2864,dataset247,dataset5936
dataset5,dataset7698,dataset4281,dataset213
dataset8762,dataset925,dataset1271,dataset7083
dataset4479,dataset3928,dataset3025,dataset196
dataset6308,dataset622,dataset5651,dataset3064
dataset8187,dataset3293,dataset5093,dataset1332
dataset976,dataset6234,dataset2114,dataset7585
dataset4349,dataset9889,dataset8858,dataset4814
dataset6957,dataset4919,dataset3596,dataset8186
dataset3300,dataset6256,dataset6945,dataset4250
dataset8317,dataset1134,dataset3104,dataset4844
dataset3795,dataset6540,dataset2412,dataset8989
