material1,material2,material3,material4
dataset1132,dataset9578,dataset9819,dataset5962
dataset7198,dataset9499,dataset6687,dataset9066
dataset8749,dataset8513,dataset3178,dataset7671
dataset2694,dataset6680,dataset9072,dataset4614
dataset9920,dataset6625,dataset1389,dataset2084
dataset4944,dataset8693,dataset8702,dataset7004
dataset8469,dataset1133,dataset1316,dataset8910
dataset1724,dataset9564,dataset5531,dataset7868
dataset6127,dataset6318,dataset9506,dataset1894
dataset7545,dataset3215,dataset6647,dataset6817
dataset6692,dataset5224,dataset4858,dataset7521
dataset9225,dataset2667,dataset1185,dataset3614
dataset5562,dataset2668,dataset2663,dataset4628
dataset7048,dataset4429,dataset2625,dataset8274
dataset1395,dataset5803,dataset2274,dataset821
dataset1664,dataset1780,dataset629,dataset9825
dataset8270,dataset871,dataset8939,dataset4387
dataset4184,dataset312,dataset1576,dataset7012
dataset4473,dataset1064,dataset3977,dataset4991
dataset1216,dataset664,dataset88,dataset4001
dataset4329,dataset2132,dataset9754,dataset9342
dataset5331,dataset5175,dataset9037,dataset6583
dataset51,dataset9644,dataset540,dataset4669
dataset7225,dataset908,dataset4725,dataset2652
dataset511,dataset3288,dataset1632,dataset4539
dataset4393,dataset6339,dataset1485,dataset5297
dataset8806,dataset8650,dataset6570,dataset8174
dataset6645,dataset3747,dataset452,dataset3449
dataset6711,dataset3693,dataset1079,dataset3543
dataset5626,dataset4874,dataset9467,dataset3531
dataset7003,dataset2940,dataset6515,dataset9078
dataset3585,dataset3933,dataset450,dataset8205
dataset2489,dataset1086,dataset4638,dataset5784
dataset165,dataset5072,dataset5398,dataset2047
dataset2190,dataset599,dataset6260,dataset3187
dataset5792,dataset3347,dataset6823,dataset2194
dataset4163,dataset6242,dataset9051,dataset9749
dataset7419,dataset9922,dataset2603,dataset3296
dataset2614,dataset7786,dataset6241,dataset5105
dataset8635,dataset8931,dataset6603,dataset1522
dataset888,dataset2320,dataset317,dataset5054
dataset3754,dataset3628,dataset4599,dataset2726
dataset5235,dataset2486,dataset350,dataset9854
dataset7229,dataset7706,dataset3491,dataset7738
dataset7164,dataset3332,dataset3792,dataset6682
dataset7665,dataset5991,dataset674,dataset6484
dataset3537,dataset7426,dataset3884,dataset3405
dataset3112,dataset2280,dataset4212,dataset773
dataset6709,dataset8110,dataset4220,dataset6209
dataset6887,dataset4689,dataset297,dataset3555
dataset9215,dataset1702,dataset8921,dataset2721
dataset6822,dataset3457,dataset8488,dataset1647
dataset2834,dataset3913,dataset1368,dataset9039
dataset6552,dataset1546,dataset9752,dataset1876
dataset1049,dataset4364,dataset535,dataset4457
dataset7685,dataset8828,dataset7594,dataset4500
dataset1597,dataset8880,dataset7484,dataset8756
dataset3950,dataset6063,dataset8517,dataset5586
dataset1295,dataset1223,dataset7070,dataset4933
dataset9315,dataset3465,dataset4245,dataset7407
dataset4735,dataset725,dataset3999,dataset8131
dataset409,dataset8868,dataset5795,dataset1648
dataset1758,dataset929,dataset7598,dataset717
dataset7934,dataset254,dataset9367,dataset6557
dataset9798,dataset5926,dataset3758,dataset7841
dataset4268,dataset5018,dataset8159,dataset9257
dataset2782,dataset2822,dataset23,dataset2800
dataset9166,dataset3949,dataset4936,dataset3604
dataset733,dataset6179,dataset3798,dataset1486
dataset8616,dataset2767,dataset4375,dataset7553
dataset4379,dataset3030,dataset4208,dataset6446
dataset1847,dataset2228,dataset8028,dataset1274
dataset9371,dataset8277,dataset5103,dataset4545
dataset2788,dataset9616,dataset3541,dataset1278
dataset2393,dataset3455,dataset4987,dataset3109
dataset7483,dataset2326,dataset6903,dataset570
dataset1559,dataset2065,dataset1327,dataset3926
dataset5700,dataset6001,dataset4856,dataset5834
dataset1712,dataset2268,dataset5194,dataset5610
dataset2432,dataset1030,dataset5722,dataset7675
dataset7299,dataset1451,dataset996,dataset2451
dataset7758,dataset2007,dataset782,dataset1288
dataset5827,dataset1358,dataset9576,dataset3540
dataset7112,dataset5766,dataset6149,dataset5681
dataset706,dataset9958,dataset1119,dataset2431
dataset4996,dataset5949,dataset9049,dataset4450
dataset9553,dataset9140,dataset3175,dataset3226
dataset6467,dataset7124,dataset3924,dataset3220
dataset229,dataset8355,dataset504,dataset7199
dataset8148,dataset4763,dataset1464,dataset113
dataset691,dataset291,dataset109,dataset4787
dataset6810,dataset8487,dataset952,dataset2797
dataset2359,dataset9691,dataset6288,dataset1378
dataset445,dataset8834,dataset3092,dataset3203
dataset8489,dataset5502,dataset723,dataset8106
dataset1156,dataset3452,dataset5485,dataset5041
dataset7869,dataset6097,dataset3562,dataset1659
dataset5841,dataset3211,dataset7820,dataset1960
dataset4381,dataset7077,dataset8316,dataset3316
dataset7611,dataset8659,dataset1864,dataset1827
dataset5270,dataset747,dataset7770,dataset5545
dataset8395,dataset8934,dataset7974,dataset6308
dataset9266,dataset9105,dataset6036,dataset6506
dataset2808,dataset3670,dataset4392,dataset179
dataset1007,dataset2288,dataset5085,dataset3308
dataset5767,dataset3622,dataset5777,dataset9249
dataset2122,dataset8888,dataset9750,dataset9116
dataset6843,dataset4800,dataset2117,dataset8353
dataset8167,dataset289,dataset1989,dataset6224
dataset2101,dataset9661,dataset6028,dataset4769
dataset5275,dataset8244,dataset4986,dataset9643
dataset7491,dataset2392,dataset3804,dataset6014
dataset1582,dataset3770,dataset5664,dataset1694
dataset8553,dataset715,dataset6100,dataset5509
dataset1701,dataset9531,dataset9299,dataset6278
dataset4513,dataset1883,dataset6180,dataset4205
dataset5583,dataset9286,dataset3706,dataset4313
dataset732,dataset3071,dataset9366,dataset5388
dataset2519,dataset7443,dataset2214,dataset5570
dataset5470,dataset997,dataset6811,dataset8084
dataset8914,dataset863,dataset79,dataset1828
dataset2241,dataset7197,dataset2479,dataset3392
dataset9327,dataset5581,dataset6772,dataset4377
dataset7151,dataset3699,dataset9953,dataset3873
dataset4440,dataset3026,dataset2846,dataset3168
dataset2811,dataset8461,dataset9241,dataset8892
dataset2450,dataset1832,dataset8536,dataset465
dataset36,dataset4727,dataset1220,dataset2830
dataset956,dataset9426,dataset3930,dataset1731
dataset9542,dataset7135,dataset4061,dataset8195
dataset5283,dataset801,dataset2623,dataset4573
dataset7511,dataset92,dataset6801,dataset5978
dataset9192,dataset2057,dataset5152,dataset2116
dataset2031,dataset5942,dataset6725,dataset5713
dataset7851,dataset1024,dataset3421,dataset1962
dataset487,dataset518,dataset2045,dataset4351
dataset9106,dataset5049,dataset4064,dataset4279
dataset9981,dataset607,dataset2546,dataset4324
dataset5703,dataset699,dataset4504,dataset2908
dataset4653,dataset1114,dataset6520,dataset4154
dataset7752,dataset4531,dataset364,dataset6928
dataset2373,dataset4654,dataset8945,dataset3721
dataset439,dataset3388,dataset6848,dataset1380
dataset7093,dataset9994,dataset8694,dataset8618
dataset7385,dataset5007,dataset173,dataset2378
dataset1979,dataset7323,dataset913,dataset3892
dataset3191,dataset5180,dataset361,dataset3416
dataset4412,dataset7092,dataset2838,dataset8287
dataset1580,dataset5218,dataset9377,dataset5322
dataset696,dataset1002,dataset7693,dataset4486
dataset6764,dataset5000,dataset2376,dataset8963
dataset7881,dataset1972,dataset6359,dataset7466
dataset3695,dataset9218,dataset7728,dataset7556
dataset2810,dataset4822,dataset9932,dataset5438
dataset6621,dataset8857,dataset6203,dataset6643
dataset2835,dataset9090,dataset3155,dataset2060
dataset838,dataset2686,dataset8006,dataset3929
dataset4841,dataset8870,dataset7614,dataset3376
dataset3382,dataset768,dataset1146,dataset2723
dataset9734,dataset4128,dataset4116,dataset7242
dataset7014,dataset2435,dataset5835,dataset3762
dataset2689,dataset579,dataset9615,dataset7825
dataset7582,dataset469,dataset9077,dataset5519
dataset6518,dataset1344,dataset4919,dataset3866
dataset7625,dataset1669,dataset6521,dataset780
dataset8841,dataset6916,dataset4591,dataset8856
dataset9755,dataset2909,dataset6157,dataset9160
dataset7916,dataset7948,dataset8587,dataset1862
dataset2600,dataset9885,dataset1584,dataset5217
dataset6995,dataset5964,dataset669,dataset2050
dataset3251,dataset5042,dataset7965,dataset1886
dataset9687,dataset3040,dataset9988,dataset8475
dataset8210,dataset5605,dataset7562,dataset891
dataset8191,dataset3973,dataset6804,dataset9936
dataset4237,dataset9840,dataset3260,dataset4615
dataset2651,dataset8344,dataset8496,dataset3599
dataset1195,dataset5704,dataset8139,dataset5691
dataset4670,dataset4876,dataset9267,dataset3832
dataset3135,dataset6108,dataset3705,dataset714
dataset9046,dataset4027,dataset2054,dataset1200
dataset8382,dataset7859,dataset4340,dataset4871
dataset5928,dataset1019,dataset5259,dataset3879
dataset865,dataset8578,dataset5401,dataset6891
dataset234,dataset5972,dataset5490,dataset9245
dataset5134,dataset4467,dataset3631,dataset6289
dataset4302,dataset3219,dataset4829,dataset9176
dataset5888,dataset954,dataset8789,dataset4714
dataset1713,dataset5280,dataset2890,dataset1518
dataset6820,dataset341,dataset2298,dataset8599
dataset539,dataset8459,dataset8801,dataset7658
dataset1363,dataset3111,dataset6982,dataset1817
dataset1382,dataset4260,dataset5984,dataset7988
dataset8669,dataset3893,dataset4558,dataset8695
dataset6474,dataset3314,dataset8983,dataset1810
dataset8837,dataset6672,dataset6753,dataset635
dataset6011,dataset3943,dataset6286,dataset6802
dataset6320,dataset8919,dataset5483,dataset8812
dataset2246,dataset249,dataset2505,dataset1808
dataset659,dataset9125,dataset2809,dataset8045
dataset8324,dataset1625,dataset7715,dataset2460
dataset4857,dataset4791,dataset3718,dataset6651
dataset5818,dataset6313,dataset8742,dataset1431
dataset3123,dataset97,dataset2582,dataset1554
dataset4047,dataset4149,dataset5851,dataset7801
dataset2483,dataset2096,dataset9292,dataset3435
dataset2429,dataset3167,dataset6421,dataset4928
dataset7583,dataset9120,dataset3384,dataset247
dataset5864,dataset900,dataset2749,dataset9579
dataset7647,dataset2513,dataset7130,dataset6469
dataset8681,dataset8143,dataset3374,dataset9623
dataset8322,dataset358,dataset8208,dataset5685
dataset9211,dataset1711,dataset5148,dataset8784
dataset794,dataset5833,dataset9604,dataset1117
dataset5936,dataset9234,dataset939,dataset6254
dataset3095,dataset7865,dataset4300,dataset8298
dataset6644,dataset1026,dataset924,dataset5738
dataset9539,dataset8452,dataset9025,dataset4620
dataset6191,dataset9763,dataset5679,dataset2019
dataset7976,dataset385,dataset3546,dataset2893
dataset9736,dataset3750,dataset5326,dataset9871
dataset4658,dataset5308,dataset5696,dataset1880
dataset1585,dataset1379,dataset852,dataset5412
dataset9412,dataset5667,dataset5475,dataset6834
dataset9837,dataset2565,dataset8145,dataset5009
dataset817,dataset3872,dataset4993,dataset5933
dataset2414,dataset2666,dataset2555,dataset8141
dataset2476,dataset4999,dataset2404,dataset3440
dataset2765,dataset3647,dataset3119,dataset4069
dataset8390,dataset791,dataset2490,dataset3571
dataset8043,dataset9098,dataset1774,dataset5079
dataset212,dataset5839,dataset5172,dataset4479
dataset3056,dataset3115,dataset5755,dataset3833
dataset3151,dataset1577,dataset6497,dataset7270
dataset3348,dataset3140,dataset6911,dataset967
dataset3310,dataset6162,dataset3422,dataset5086
dataset6695,dataset1454,dataset3759,dataset9617
dataset6589,dataset7599,dataset5694,dataset557
dataset6738,dataset1882,dataset2218,dataset6944
dataset9797,dataset6873,dataset5646,dataset8698
dataset8458,dataset3962,dataset9264,dataset9285
dataset8394,dataset4922,dataset9674,dataset672
dataset9801,dataset8716,dataset2155,dataset5729
dataset6706,dataset5584,dataset7244,dataset3539
dataset8533,dataset2385,dataset6807,dataset6729
dataset5844,dataset2671,dataset367,dataset9804
dataset72,dataset8822,dataset7372,dataset8069
dataset8122,dataset4263,dataset3916,dataset5982
dataset5420,dataset5708,dataset370,dataset1080
dataset3458,dataset9849,dataset8022,dataset189
dataset3001,dataset6381,dataset5195,dataset6797
dataset3286,dataset6135,dataset2840,dataset6881
dataset3953,dataset1460,dataset8291,dataset9018
dataset5769,dataset9942,dataset949,dataset8318
dataset9886,dataset3799,dataset616,dataset7200
dataset3053,dataset9497,dataset9680,dataset9963
dataset1250,dataset9764,dataset5758,dataset8996
dataset1927,dataset3775,dataset343,dataset6449
dataset7991,dataset2387,dataset1388,dataset1513
dataset9695,dataset994,dataset5142,dataset6271
dataset2013,dataset6268,dataset8583,dataset8881
dataset4950,dataset4418,dataset2449,dataset1609
dataset2083,dataset5673,dataset3305,dataset1208
dataset5316,dataset2093,dataset4633,dataset1640
dataset4343,dataset1775,dataset525,dataset9113
dataset7854,dataset8264,dataset6597,dataset5366
dataset5903,dataset8648,dataset9912,dataset1687
dataset9925,dataset9349,dataset6212,dataset4342
dataset4287,dataset8018,dataset3786,dataset1583
dataset2786,dataset522,dataset1111,dataset4055
dataset1108,dataset5474,dataset6976,dataset2621
dataset8662,dataset2857,dataset2310,dataset7604
dataset860,dataset349,dataset1127,dataset2942
dataset8232,dataset2700,dataset5575,dataset7192
dataset4388,dataset1405,dataset6601,dataset8321
dataset3934,dataset4321,dataset6169,dataset1054
dataset1913,dataset9452,dataset340,dataset1148
dataset7287,dataset8440,dataset8284,dataset427
dataset2946,dataset4860,dataset2425,dataset4495
dataset8770,dataset7785,dataset9952,dataset6231
dataset3005,dataset2475,dataset1658,dataset7993
dataset7698,dataset1541,dataset4362,dataset8666
dataset6593,dataset9532,dataset4437,dataset3336
dataset1217,dataset8350,dataset3608,dataset9918
dataset6384,dataset7615,dataset6370,dataset3174
dataset7203,dataset1067,dataset8628,dataset5666
dataset5603,dataset3365,dataset8436,dataset3483
dataset6602,dataset5190,dataset6879,dataset3471
dataset3252,dataset8591,dataset9333,dataset2262
dataset9258,dataset347,dataset3696,dataset7142
dataset7745,dataset8715,dataset1400,dataset7525
dataset9262,dataset246,dataset2328,dataset1555
dataset8555,dataset8922,dataset352,dataset3466
dataset9619,dataset9346,dataset3772,dataset7760
dataset9397,dataset1364,dataset2944,dataset1062
dataset2814,dataset4135,dataset1951,dataset7846
dataset1270,dataset7577,dataset489,dataset4084
dataset5493,dataset6114,dataset4291,dataset8362
dataset3802,dataset3189,dataset7501,dataset3061
dataset7497,dataset6623,dataset3745,dataset6043
dataset1831,dataset611,dataset3774,dataset3715
dataset8612,dataset1829,dataset2553,dataset3229
dataset483,dataset8128,dataset790,dataset2732
dataset471,dataset2939,dataset7304,dataset7930
dataset8544,dataset7645,dataset8202,dataset8184
dataset7546,dataset7248,dataset2843,dataset4451
dataset7940,dataset45,dataset9718,dataset6696
dataset3928,dataset55,dataset5753,dataset6901
dataset4848,dataset8584,dataset7773,dataset2590
dataset9949,dataset6569,dataset9021,dataset5521
dataset3887,dataset6953,dataset4355,dataset5084
dataset5876,dataset5404,dataset9867,dataset5561
dataset2629,dataset7932,dataset877,dataset726
dataset500,dataset1158,dataset3063,dataset5206
dataset3598,dataset6424,dataset966,dataset5241
dataset4543,dataset3393,dataset9776,dataset4333
dataset9181,dataset2577,dataset6460,dataset8609
dataset6496,dataset8156,dataset5997,dataset2243
dataset263,dataset5723,dataset8926,dataset5867
dataset2415,dataset8358,dataset8023,dataset5472
dataset9159,dataset9916,dataset3218,dataset1324
dataset7827,dataset7699,dataset5970,dataset5587
dataset1059,dataset7634,dataset8787,dataset4908
dataset4433,dataset8972,dataset7449,dataset2703
dataset5656,dataset1498,dataset184,dataset7790
dataset2610,dataset5215,dataset9324,dataset8537
dataset4344,dataset542,dataset4074,dataset4080
dataset4066,dataset6073,dataset1328,dataset2118
dataset1521,dataset1986,dataset1592,dataset9385
dataset1572,dataset7001,dataset8433,dataset2352
dataset8166,dataset3851,dataset632,dataset2974
dataset8104,dataset9959,dataset9188,dataset8228
dataset1500,dataset737,dataset1304,dataset2247
dataset2090,dataset8521,dataset3796,dataset6291
dataset979,dataset6060,dataset7163,dataset1695
dataset3791,dataset2881,dataset4980,dataset930
dataset1170,dataset3274,dataset3193,dataset3957
dataset2089,dataset8671,dataset2439,dataset2144
dataset5596,dataset4784,dataset6966,dataset4185
dataset313,dataset9221,dataset3221,dataset5824
dataset5544,dataset2151,dataset5186,dataset1325
dataset1984,dataset5212,dataset148,dataset1974
dataset275,dataset2569,dataset9688,dataset5965
dataset3098,dataset1909,dataset2544,dataset9859
dataset9577,dataset9130,dataset851,dataset7252
dataset4510,dataset2791,dataset7041,dataset6736
dataset2910,dataset1193,dataset7157,dataset3743
dataset2743,dataset6905,dataset1833,dataset4040
dataset5413,dataset5637,dataset8735,dataset5065
dataset3682,dataset5781,dataset3304,dataset8230
dataset6727,dataset1164,dataset4680,dataset5138
dataset2868,dataset9255,dataset5348,dataset5273
dataset3254,dataset9006,dataset2957,dataset2316
dataset6837,dataset5315,dataset9301,dataset5858
dataset3055,dataset7436,dataset9667,dataset2980
dataset9462,dataset5553,dataset571,dataset5230
dataset8696,dataset1297,dataset3334,dataset7551
dataset9931,dataset2081,dataset4844,dataset172
dataset4041,dataset3965,dataset7524,dataset1814
dataset1165,dataset9017,dataset9340,dataset4881
dataset1843,dataset1666,dataset3603,dataset8782
dataset2731,dataset25,dataset6452,dataset2784
dataset3729,dataset7815,dataset3538,dataset8357
dataset2245,dataset8169,dataset9548,dataset1534
dataset8272,dataset6315,dataset6069,dataset4407
dataset8961,dataset1591,dataset6886,dataset4639
dataset1199,dataset168,dataset1445,dataset1511
dataset8479,dataset2578,dataset8733,dataset5826
dataset5682,dataset7547,dataset8059,dataset9702
dataset3139,dataset7352,dataset6760,dataset6577
dataset5021,dataset7502,dataset1248,dataset4530
dataset3708,dataset6401,dataset8209,dataset9155
dataset3626,dataset2624,dataset114,dataset1413
dataset7813,dataset925,dataset5752,dataset5886
dataset9053,dataset804,dataset9853,dataset2303
dataset3590,dataset5956,dataset7141,dataset4777
dataset9415,dataset980,dataset7703,dataset82
dataset7260,dataset6275,dataset1982,dataset1258
dataset4468,dataset4631,dataset584,dataset3690
dataset4852,dataset8235,dataset449,dataset6981
dataset9374,dataset1407,dataset8282,dataset2880
dataset5569,dataset7722,dataset2561,dataset8924
dataset6832,dataset9883,dataset3459,dataset3364
dataset8573,dataset2928,dataset4576,dataset4698
dataset6448,dataset1912,dataset6973,dataset9008
dataset7415,dataset5446,dataset8551,dataset1455
dataset1857,dataset9450,dataset5342,dataset2815
dataset7912,dataset7377,dataset5908,dataset6776
dataset1042,dataset6553,dataset3385,dataset3939
dataset7636,dataset5113,dataset7185,dataset8950
dataset5166,dataset4752,dataset9699,dataset1870
dataset4651,dataset8054,dataset8734,dataset6405
dataset7697,dataset4077,dataset7193,dataset3354
dataset7441,dataset8009,dataset499,dataset6436
dataset4782,dataset5225,dataset2803,dataset4470
dataset1383,dataset7657,dataset5332,dataset2764
dataset207,dataset4705,dataset8751,dataset1811
dataset6032,dataset2034,dataset3815,dataset8653
dataset4081,dataset6704,dataset4011,dataset1236
dataset4619,dataset8830,dataset6528,dataset5525
dataset1570,dataset5292,dataset5200,dataset5359
dataset5453,dataset3198,dataset7026,dataset7008
dataset5687,dataset6548,dataset3875,dataset1803
dataset7217,dataset6453,dataset6382,dataset488
dataset3134,dataset9501,dataset2887,dataset4801
dataset640,dataset4575,dataset6213,dataset6037
dataset8605,dataset2574,dataset3936,dataset9666
dataset6632,dataset5403,dataset5376,dataset278
dataset5601,dataset9419,dataset3188,dataset3987
dataset3438,dataset5462,dataset4098,dataset6025
dataset6399,dataset4749,dataset4296,dataset5207
dataset8738,dataset5789,dataset8193,dataset6575
dataset9087,dataset4960,dataset2049,dataset928
dataset7156,dataset6994,dataset1103,dataset9808
dataset1343,dataset2184,dataset286,dataset6395
dataset6605,dataset4242,dataset2137,dataset1684
dataset4222,dataset2422,dataset65,dataset6752
dataset6310,dataset6479,dataset6347,dataset9064
dataset1285,dataset7584,dataset7949,dataset6123
dataset2818,dataset6629,dataset1965,dataset2702
dataset3495,dataset8000,dataset9830,dataset4956
dataset386,dataset9490,dataset1063,dataset7027
dataset4336,dataset2478,dataset2862,dataset5889
dataset5257,dataset4696,dataset4726,dataset9727
dataset8712,dataset1089,dataset6284,dataset4793
dataset490,dataset7802,dataset8520,dataset2394
dataset2077,dataset441,dataset7236,dataset8378
dataset4048,dataset5003,dataset1403,dataset6504
dataset3663,dataset1471,dataset44,dataset5265
dataset7507,dataset7013,dataset9748,dataset2886
dataset1420,dataset8124,dataset829,dataset800
dataset2989,dataset7883,dataset9445,dataset7823
dataset4214,dataset7153,dataset515,dataset4580
dataset3013,dataset3517,dataset9325,dataset9510
dataset5668,dataset2176,dataset58,dataset2225
dataset2534,dataset4663,dataset9937,dataset7845
dataset1091,dataset8476,dataset5096,dataset7890
dataset5048,dataset6376,dataset4982,dataset2897
dataset2820,dataset9861,dataset8641,dataset7779
dataset9850,dataset4827,dataset3587,dataset6759
dataset3779,dataset8719,dataset1493,dataset7100
dataset7187,dataset5959,dataset6492,dataset3979
dataset8593,dataset4511,dataset8446,dataset1154
dataset3043,dataset7661,dataset1187,dataset7155
dataset914,dataset3350,dataset2653,dataset7376
dataset2948,dataset5136,dataset8262,dataset6062
dataset6840,dataset2543,dataset2601,dataset4688
dataset983,dataset6702,dataset9975,dataset2409
dataset5151,dataset8482,dataset4120,dataset6042
dataset5828,dataset281,dataset7920,dataset9399
dataset6218,dataset1254,dataset4280,dataset4448
dataset1568,dataset5184,dataset5336,dataset6098
dataset1926,dataset6168,dataset1849,dataset8077
dataset885,dataset5176,dataset1197,dataset4325
dataset9281,dataset9991,dataset5973,dataset2044
dataset5423,dataset1048,dataset6584,dataset2701
dataset1895,dataset5167,dataset8748,dataset156
dataset567,dataset2264,dataset3412,dataset1246
dataset665,dataset1317,dataset146,dataset5946
dataset6762,dataset9141,dataset4251,dataset1533
dataset2751,dataset2620,dataset3552,dataset637
dataset2088,dataset1415,dataset3116,dataset3487
dataset5246,dataset1014,dataset8776,dataset6121
dataset9670,dataset4994,dataset1838,dataset1787
dataset2127,dataset7510,dataset869,dataset1350
dataset4606,dataset4270,dataset4748,dataset6220
dataset129,dataset8486,dataset3711,dataset876
dataset4601,dataset1322,dataset3567,dataset5033
dataset2875,dataset2222,dataset985,dataset3322
dataset9976,dataset1139,dataset5665,dataset2302
dataset9354,dataset2078,dataset3654,dataset5829
dataset2836,dataset2795,dataset836,dataset8711
dataset9351,dataset4489,dataset1300,dataset7879
dataset8462,dataset8516,dataset8376,dataset9967
dataset9100,dataset4303,dataset2367,dataset175
dataset7241,dataset1980,dataset2178,dataset3050
dataset3640,dataset4869,dataset6323,dataset1763
dataset7623,dataset8874,dataset5252,dataset9773
dataset2027,dataset4821,dataset106,dataset7833
dataset8126,dataset6092,dataset8852,dataset6828
dataset3456,dataset9466,dataset2028,dataset430
dataset215,dataset5606,dataset8161,dataset227
dataset7650,dataset4684,dataset1494,dataset4859
dataset8214,dataset1954,dataset139,dataset559
dataset3448,dataset6742,dataset9541,dataset2907
dataset4895,dataset5489,dataset8388,dataset1907
dataset9621,dataset8576,dataset993,dataset4147
dataset7915,dataset4356,dataset4095,dataset7414
dataset6952,dataset4659,dataset7394,dataset5538
dataset5305,dataset2058,dataset548,dataset3643
dataset923,dataset5260,dataset9987,dataset8750
dataset1283,dataset8918,dataset7152,dataset7061
dataset7592,dataset6768,dataset8429,dataset1607
dataset9391,dataset9151,dataset9094,dataset1487
