material1,material2,material3,material4
dataset36,dataset434,dataset465,dataset74
dataset97,dataset617,dataset338,dataset315
dataset130,dataset885,dataset46,dataset589
dataset259,dataset213,dataset566,dataset645
dataset4,dataset185,dataset609,dataset680
dataset328,dataset32,dataset712,dataset801
dataset411,dataset782,dataset451,dataset621
dataset176,dataset269,dataset702,dataset508
dataset815,dataset341,dataset827,dataset811
dataset612,dataset717,dataset636,dataset956
dataset654,dataset91,dataset692,dataset126
dataset89,dataset127,dataset427,dataset927
dataset893,dataset203,dataset167,dataset863
dataset569,dataset1,dataset288,dataset204
dataset826,dataset336,dataset128,dataset484
dataset787,dataset756,dataset42,dataset775
dataset390,dataset942,dataset362,dataset316
dataset555,dataset949,dataset891,dataset177
dataset219,dataset883,dataset990,dataset832
dataset464,dataset228,dataset528,dataset953
dataset184,dataset355,dataset218,dataset388
dataset77,dataset677,dataset208,dataset171
dataset580,dataset599,dataset84,dataset96
dataset871,dataset606,dataset437,dataset225
dataset925,dataset467,dataset708,dataset140
dataset669,dataset244,dataset391,dataset853
dataset485,dataset999,dataset196,dataset921
dataset882,dataset920,dataset5,dataset522
dataset923,dataset520,dataset597,dataset933
dataset491,dataset155,dataset432,dataset498
dataset509,dataset793,dataset830,dataset195
dataset47,dataset72,dataset439,dataset492
dataset262,dataset279,dataset699,dataset975
dataset598,dataset696,dataset745,dataset479
dataset587,dataset442,dataset855,dataset488
dataset502,dataset947,dataset6,dataset515
dataset429,dataset387,dataset560,dataset15
dataset564,dataset441,dataset688,dataset496
dataset457,dataset914,dataset519,dataset937
dataset162,dataset590,dataset258,dataset637
dataset494,dataset631,dataset209,dataset59
dataset586,dataset378,dataset944,dataset110
dataset413,dataset766,dataset704,dataset180
dataset308,dataset584,dataset456,dataset299
dataset330,dataset302,dataset729,dataset64
dataset709,dataset60,dataset650,dataset620
dataset159,dataset231,dataset425,dataset656
dataset217,dataset808,dataset543,dataset754
dataset445,dataset848,dataset841,dataset660
dataset473,dataset230,dataset19,dataset232
dataset426,dataset634,dataset693,dataset751
dataset424,dataset481,dataset611,dataset101
dataset76,dataset310,dataset755,dataset858
dataset340,dataset721,dataset368,dataset574
dataset596,dataset370,dataset382,dataset353
dataset805,dataset146,dataset804,dataset950
dataset834,dataset13,dataset838,dataset643
dataset539,dataset951,dataset148,dataset821
dataset665,dataset304,dataset940,dataset69
dataset320,dataset501,dataset95,dataset33
dataset902,dataset563,dataset349,dataset404
dataset924,dataset992,dataset20,dataset948
dataset983,dataset249,dataset297,dataset447
dataset359,dataset715,dataset748,dataset493
dataset490,dataset105,dataset657,dataset10
dataset25,dataset796,dataset600,dataset510
dataset306,dataset253,dataset474,dataset44
dataset758,dataset839,dataset556,dataset468
dataset691,dataset131,dataset930,dataset557
dataset147,dataset360,dataset367,dataset392
dataset725,dataset415,dataset843,dataset317
dataset619,dataset974,dataset928,dataset287
dataset71,dataset256,dataset428,dataset768
dataset850,dataset81,dataset551,dataset178
dataset648,dataset512,dataset870,dataset627
dataset572,dataset477,dataset54,dataset852
dataset813,dataset35,dataset381,dataset222
dataset271,dataset458,dataset251,dataset21
dataset136,dataset553,dataset394,dataset75
dataset503,dataset247,dataset781,dataset538
dataset463,dataset842,dataset93,dataset70
dataset734,dataset444,dataset431,dataset662
dataset62,dataset149,dataset915,dataset943
dataset862,dataset189,dataset735,dataset603
dataset109,dataset824,dataset516,dataset142
dataset978,dataset732,dataset37,dataset92
dataset339,dataset576,dataset117,dataset403
dataset116,dataset216,dataset201,dataset888
dataset728,dataset559,dataset945,dataset798
dataset663,dataset941,dataset726,dataset649
dataset237,dataset220,dataset14,dataset402
dataset153,dataset461,dataset909,dataset703
dataset741,dataset471,dataset602,dataset41
dataset190,dataset400,dataset889,dataset462
dataset518,dataset412,dataset351,dataset121
dataset998,dataset163,dataset157,dataset647
dataset613,dataset935,dataset904,dataset373
dataset710,dataset292,dataset847,dataset3
dataset958,dataset966,dataset707,dataset716
dataset896,dataset455,dataset591,dataset504
dataset151,dataset205,dataset58,dataset668
dataset193,dataset807,dataset967,dataset332
dataset361,dataset238,dataset878,dataset789
dataset350,dataset952,dataset365,dataset720
dataset377,dataset56,dataset357,dataset301
dataset592,dataset200,dataset169,dataset622
dataset303,dataset816,dataset616,dataset325
dataset714,dataset183,dataset837,dataset791
dataset964,dataset639,dataset511,dataset866
dataset664,dataset628,dataset49,dataset718
dataset449,dataset298,dataset214,dataset876
dataset410,dataset115,dataset575,dataset655
dataset383,dataset868,dataset571,dataset397
dataset581,dataset137,dataset810,dataset369
dataset8,dataset239,dataset573,dataset757
dataset172,dataset43,dataset973,dataset532
dataset418,dataset407,dataset236,dataset794
dataset371,dataset191,dataset179,dataset229
dataset145,dataset812,dataset152,dataset57
dataset744,dataset633,dataset817,dataset797
dataset836,dataset931,dataset26,dataset379
dataset731,dataset122,dataset67,dataset737
dataset674,dataset774,dataset955,dataset243
dataset722,dataset454,dataset266,dataset470
dataset409,dataset112,dataset311,dataset746
dataset123,dataset452,dataset818,dataset175
dataset24,dataset610,dataset957,dataset738
dataset358,dataset475,dataset453,dataset540
dataset307,dataset173,dataset23,dataset401
dataset135,dataset55,dataset753,dataset535
dataset537,dataset348,dataset319,dataset312
dataset68,dataset577,dataset972,dataset986
dataset641,dataset398,dataset108,dataset783
dataset393,dataset164,dataset405,dataset548
dataset66,dataset874,dataset694,dataset161
dataset295,dataset903,dataset99,dataset527
dataset215,dataset730,dataset202,dataset276
dataset329,dataset480,dataset946,dataset761
dataset605,dataset642,dataset963,dataset583
dataset982,dataset210,dataset489,dataset285
dataset284,dataset683,dataset765,dataset80
dataset989,dataset849,dataset822,dataset562
dataset513,dataset623,dataset554,dataset681
dataset282,dataset705,dataset997,dataset544
dataset672,dataset384,dataset860,dataset784
dataset263,dataset526,dataset94,dataset435
dataset800,dataset618,dataset661,dataset313
dataset549,dataset421,dataset165,dataset987
dataset16,dataset607,dataset181,dataset736
dataset558,dataset679,dataset309,dataset334
dataset767,dataset635,dataset916,dataset104
dataset877,dataset777,dataset908,dataset594
dataset686,dataset31,dataset658,dataset22
dataset139,dataset961,dataset831,dataset552
dataset73,dataset487,dataset545,dataset844
dataset678,dataset790,dataset752,dataset199
dataset980,dataset625,dataset272,dataset28
dataset342,dataset374,dataset186,dataset897
dataset799,dataset144,dataset601,dataset614
dataset523,dataset160,dataset50,dataset778
dataset771,dataset570,dataset324,dataset959
dataset248,dataset83,dataset624,dataset486
dataset132,dataset450,dataset85,dataset906
dataset675,dataset996,dataset667,dataset280
dataset242,dataset65,dataset260,dataset166
dataset2,dataset869,dataset907,dataset212
dataset17,dataset880,dataset960,dataset541
dataset273,dataset682,dataset34,dataset326
dataset446,dataset525,dataset701,dataset39
dataset542,dataset53,dataset188,dataset780
dataset194,dataset322,dataset87,dataset867
dataset278,dataset711,dataset984,dataset626
dataset640,dataset629,dataset143,dataset892
dataset673,dataset250,dataset264,dataset579
dataset922,dataset300,dataset969,dataset252
