material1,material2,material3,material4
dataset702,dataset488,dataset424,dataset880
dataset740,dataset351,dataset92,dataset529
dataset284,dataset541,dataset733,dataset31
dataset382,dataset730,dataset527,dataset967
dataset707,dataset635,dataset287,dataset480
dataset901,dataset735,dataset866,dataset525
dataset704,dataset914,dataset857,dataset659
dataset410,dataset895,dataset583,dataset423
dataset530,dataset312,dataset385,dataset560
dataset781,dataset693,dataset548,dataset466
dataset373,dataset402,dataset317,dataset784
dataset770,dataset933,dataset589,dataset860
dataset576,dataset364,dataset620,dataset104
dataset750,dataset495,dataset43,dataset543
dataset106,dataset578,dataset11,dataset384
dataset865,dataset342,dataset217,dataset824
dataset78,dataset268,dataset662,dataset233
dataset747,dataset903,dataset449,dataset604
dataset514,dataset303,dataset194,dataset745
dataset983,dataset21,dataset826,dataset516
dataset127,dataset343,dataset825,dataset549
dataset574,dataset580,dataset994,dataset167
dataset519,dataset909,dataset48,dataset151
dataset155,dataset482,dataset597,dataset859
dataset644,dataset634,dataset614,dataset146
dataset214,dataset708,dataset115,dataset982
dataset292,dataset320,dataset91,dataset973
dataset665,dataset787,dataset38,dataset958
dataset831,dataset393,dataset300,dataset404
dataset467,dataset986,dataset974,dataset479
dataset461,dataset611,dataset785,dataset724
dataset269,dataset57,dataset445,dataset102
dataset23,dataset675,dataset485,dataset789
dataset140,dataset777,dataset786,dataset153
dataset925,dataset29,dataset726,dataset654
dataset16,dataset875,dataset773,dataset834
dataset138,dataset554,dataset550,dataset621
dataset51,dataset281,dataset243,dataset93
dataset369,dataset408,dataset58,dataset336
dataset440,dataset208,dataset215,dataset524
dataset829,dataset397,dataset594,dataset767
dataset553,dataset546,dataset508,dataset446
dataset164,dataset522,dataset838,dataset538
dataset333,dataset820,dataset35,dataset807
dataset267,dataset802,dataset197,dataset812
dataset463,dataset523,dataset616,dataset496
dataset883,dataset157,dataset949,dataset966
dataset573,dataset260,dataset698,dataset181
dataset195,dataset948,dataset12,dataset511
dataset290,dataset697,dataset765,dataset434
dataset61,dataset830,dataset94,dataset346
dataset900,dataset95,dataset892,dataset878
dataset935,dataset101,dataset295,dataset234
dataset927,dataset563,dataset328,dataset274
dataset125,dataset477,dataset255,dataset17
dataset41,dataset940,dataset629,dataset4
dataset280,dataset535,dataset622,dataset754
dataset74,dataset769,dataset32,dataset96
dataset166,dataset370,dataset989,dataset731
dataset850,dataset469,dataset332,dataset67
dataset917,dataset760,dataset358,dataset641
dataset238,dataset75,dataset363,dataset2
dataset470,dataset688,dataset464,dataset855
dataset206,dataset598,dataset706,dataset311
dataset486,dataset650,dataset130,dataset66
dataset603,dataset121,dataset339,dataset816
dataset322,dataset845,dataset727,dataset426
dataset899,dataset14,dataset143,dataset478
dataset221,dataset916,dataset856,dataset796
dataset131,dataset632,dataset28,dataset758
dataset821,dataset872,dataset492,dataset474
dataset294,dataset610,dataset196,dataset415
dataset400,dataset801,dataset795,dataset412
dataset836,dataset389,dataset353,dataset534
dataset223,dataset841,dataset63,dataset652
dataset475,dataset666,dataset126,dataset306
dataset902,dataset154,dataset906,dataset45
dataset6,dataset378,dataset20,dataset99
dataset587,dataset24,dataset355,dataset420
dataset403,dataset173,dataset684,dataset737
dataset971,dataset344,dataset366,dataset631
dataset443,dataset236,dataset557,dataset225
dataset979,dataset720,dataset946,dataset980
dataset918,dataset636,dataset624,dataset172
dataset189,dataset947,dataset338,dataset818
dataset429,dataset921,dataset347,dataset653
dataset959,dataset235,dataset168,dataset533
dataset242,dataset448,dataset117,dataset454
dataset674,dataset672,dataset310,dataset145
dataset810,dataset729,dataset68,dataset842
dataset42,dataset864,dataset709,dataset177
dataset453,dataset792,dataset840,dataset721
dataset201,dataset734,dataset851,dataset231
dataset843,dataset455,dataset869,dataset762
dataset683,dataset421,dataset888,dataset871
dataset725,dataset216,dataset896,dataset943
dataset718,dataset626,dataset5,dataset766
dataset152,dataset82,dataset387,dataset188
dataset694,dataset442,dataset544,dataset537
dataset37,dataset521,dataset283,dataset276
dataset326,dataset345,dataset211,dataset990
dataset471,dataset879,dataset504,dataset852
dataset942,dataset945,dataset889,dataset350
dataset978,dataset577,dataset129,dataset97
dataset257,dataset250,dataset931,dataset22
dataset596,dataset764,dataset937,dataset991
dataset575,dataset692,dataset500,dataset689
dataset797,dataset678,dataset775,dataset827
dataset56,dataset354,dataset319,dataset950
dataset867,dataset738,dataset417,dataset431
dataset432,dataset924,dataset645,dataset224
dataset203,dataset439,dataset147,dataset81
dataset135,dataset531,dataset655,dataset619
dataset559,dataset981,dataset502,dataset308
