material1,material2,material3,material4
dataset1375,dataset9430,dataset4793,dataset7418
dataset4756,dataset6942,dataset1288,dataset4661
dataset6270,dataset993,dataset7879,dataset8285
dataset1439,dataset9122,dataset26,dataset7761
dataset6229,dataset1036,dataset2624,dataset371
dataset553,dataset3105,dataset4175,dataset1790
dataset2834,dataset5637,dataset8461,dataset9732
dataset1848,dataset452,dataset4782,dataset4381
dataset2319,dataset2291,dataset4077,dataset483
dataset5493,dataset9740,dataset8828,dataset5943
dataset9778,dataset9994,dataset2867,dataset6699
dataset4348,dataset4795,dataset6534,dataset4678
dataset1101,dataset6835,dataset9201,dataset4884
dataset8153,dataset7424,dataset4122,dataset9799
dataset3084,dataset9561,dataset6324,dataset2779
dataset4539,dataset135,dataset6407,dataset1897
dataset9369,dataset7551,dataset5626,dataset3475
dataset361,dataset4135,dataset9731,dataset9747
dataset4909,dataset5372,dataset6443,dataset7063
dataset4639,dataset3530,dataset3723,dataset3741
dataset2110,dataset525,dataset8555,dataset3566
dataset7378,dataset3829,dataset9633,dataset1503
dataset5258,dataset5678,dataset8311,dataset9878
dataset8325,dataset4557,dataset4356,dataset3118
dataset45,dataset9883,dataset3336,dataset6528
dataset2280,dataset1838,dataset2786,dataset9263
dataset9984,dataset1811,dataset9961,dataset3597
dataset6006,dataset1821,dataset1042,dataset8620
dataset9972,dataset7050,dataset8688,dataset2224
dataset9615,dataset4276,dataset6648,dataset8187
dataset8806,dataset7156,dataset6623,dataset7358
dataset5574,dataset3604,dataset7326,dataset470
dataset7005,dataset7452,dataset5581,dataset3180
dataset9176,dataset4142,dataset6201,dataset2132
dataset4020,dataset1323,dataset4349,dataset2878
dataset9101,dataset6164,dataset9746,dataset8441
dataset7336,dataset7940,dataset4217,dataset9754
dataset4554,dataset610,dataset6377,dataset7844
dataset6153,dataset3771,dataset6744,dataset9314
dataset1046,dataset1881,dataset6710,dataset9499
dataset3963,dataset7830,dataset7876,dataset9627
dataset419,dataset5080,dataset3664,dataset1453
dataset849,dataset7409,dataset7252,dataset7522
dataset9702,dataset1561,dataset7770,dataset1396
dataset2047,dataset8616,dataset789,dataset7552
dataset5911,dataset7637,dataset5919,dataset1930
dataset288,dataset2254,dataset8078,dataset3943
dataset988,dataset9141,dataset1325,dataset3283
dataset1476,dataset3139,dataset2737,dataset5382
dataset7713,dataset9360,dataset2528,dataset981
dataset1290,dataset8520,dataset5079,dataset3696
dataset6958,dataset5879,dataset3559,dataset1971
dataset2611,dataset7367,dataset4872,dataset1760
dataset3016,dataset4670,dataset9149,dataset8364
dataset2389,dataset7820,dataset8916,dataset2349
dataset52,dataset5700,dataset7333,dataset7732
dataset4403,dataset2482,dataset3627,dataset3557
dataset6823,dataset841,dataset3846,dataset2610
dataset4273,dataset9469,dataset8333,dataset3165
dataset5033,dataset5605,dataset5059,dataset2012
dataset2464,dataset8192,dataset8910,dataset8073
dataset7714,dataset9362,dataset8384,dataset2071
dataset4009,dataset3756,dataset4051,dataset1742
dataset4525,dataset5102,dataset2756,dataset4497
dataset8738,dataset7233,dataset8134,dataset8653
dataset5081,dataset7416,dataset5308,dataset3314
dataset8133,dataset4319,dataset9460,dataset4359
dataset1695,dataset9502,dataset1310,dataset8067
dataset2634,dataset2014,dataset1006,dataset4702
dataset7131,dataset6913,dataset6487,dataset5290
dataset5696,dataset5894,dataset8825,dataset5249
dataset1845,dataset6563,dataset426,dataset8797
dataset7035,dataset5949,dataset7448,dataset7795
dataset865,dataset5141,dataset7432,dataset1599
dataset3582,dataset9534,dataset3190,dataset7420
dataset8709,dataset7094,dataset1275,dataset6929
dataset2609,dataset4385,dataset3600,dataset2941
dataset5946,dataset7141,dataset9107,dataset467
dataset6681,dataset5008,dataset3110,dataset7863
dataset4085,dataset1943,dataset6179,dataset6590
dataset5328,dataset1581,dataset3839,dataset7294
dataset8851,dataset1780,dataset9546,dataset5016
dataset9134,dataset571,dataset8126,dataset6645
dataset3773,dataset8436,dataset7516,dataset9847
dataset5191,dataset2419,dataset1270,dataset260
dataset9396,dataset796,dataset394,dataset3679
dataset6433,dataset9749,dataset1190,dataset7408
dataset7458,dataset9782,dataset8316,dataset886
dataset7603,dataset8390,dataset4707,dataset5303
dataset3693,dataset8973,dataset599,dataset9935
dataset956,dataset8622,dataset5153,dataset6249
dataset4563,dataset7043,dataset3533,dataset1196
dataset8918,dataset3490,dataset6596,dataset9289
dataset2839,dataset1986,dataset8220,dataset8288
dataset9138,dataset1269,dataset9251,dataset7790
dataset1583,dataset9634,dataset5742,dataset1464
dataset4187,dataset8165,dataset9800,dataset4930
dataset3853,dataset794,dataset5264,dataset8721
dataset7645,dataset6176,dataset385,dataset3647
dataset3586,dataset3883,dataset1119,dataset3973
dataset3145,dataset7707,dataset2677,dataset7904
dataset3752,dataset4899,dataset9173,dataset221
dataset1172,dataset9880,dataset5498,dataset9855
dataset8404,dataset5844,dataset8471,dataset5388
dataset1198,dataset6269,dataset377,dataset8689
dataset8953,dataset3120,dataset1888,dataset9238
dataset1090,dataset9153,dataset8089,dataset7560
dataset7433,dataset7627,dataset3806,dataset702
dataset2734,dataset491,dataset1202,dataset9264
dataset4494,dataset309,dataset8079,dataset9394
dataset4896,dataset4237,dataset2366,dataset9175
dataset3376,dataset2182,dataset2638,dataset6468
dataset6172,dataset7774,dataset579,dataset5068
dataset9956,dataset6658,dataset5750,dataset746
dataset4950,dataset7874,dataset215,dataset6726
dataset1422,dataset9072,dataset4334,dataset769
dataset5421,dataset665,dataset2249,dataset6184
dataset3701,dataset6004,dataset8150,dataset9977
dataset2639,dataset6485,dataset9375,dataset2037
dataset7015,dataset9003,dataset8972,dataset4
dataset5384,dataset754,dataset7571,dataset897
dataset6238,dataset2906,dataset859,dataset4469
dataset7027,dataset892,dataset3199,dataset828
dataset3802,dataset486,dataset7403,dataset5443
dataset5500,dataset320,dataset8519,dataset1236
dataset2940,dataset2015,dataset1672,dataset7142
dataset2550,dataset6655,dataset3778,dataset143
dataset676,dataset5483,dataset9347,dataset3364
dataset9212,dataset7352,dataset7763,dataset1710
dataset6960,dataset1393,dataset1974,dataset1875
dataset567,dataset4149,dataset6193,dataset3247
dataset928,dataset9831,dataset2975,dataset1916
dataset2201,dataset6115,dataset5847,dataset6727
dataset7712,dataset4897,dataset8686,dataset3022
dataset7744,dataset1295,dataset6890,dataset4342
dataset9331,dataset5669,dataset222,dataset889
dataset1159,dataset726,dataset2115,dataset8956
dataset9949,dataset9076,dataset2137,dataset6488
dataset5868,dataset3872,dataset5503,dataset9005
dataset7386,dataset1899,dataset4737,dataset7529
dataset8306,dataset7911,dataset3352,dataset1620
dataset6195,dataset2468,dataset7643,dataset8643
dataset8783,dataset2882,dataset3785,dataset4396
dataset7612,dataset3455,dataset2027,dataset8324
dataset51,dataset5817,dataset7938,dataset2281
dataset1582,dataset6632,dataset3298,dataset6572
dataset6842,dataset7090,dataset9899,dataset3650
dataset8345,dataset237,dataset7387,dataset6417
dataset6948,dataset9839,dataset2823,dataset1386
dataset8116,dataset1763,dataset35,dataset3098
dataset4545,dataset8334,dataset7462,dataset8216
dataset2386,dataset2686,dataset8656,dataset9509
dataset7998,dataset1769,dataset9273,dataset561
dataset5229,dataset2728,dataset2959,dataset6096
dataset7419,dataset3958,dataset2156,dataset6352
dataset8553,dataset9408,dataset9664,dataset5205
dataset5743,dataset2824,dataset9739,dataset7757
dataset576,dataset7810,dataset1037,dataset7668
dataset9132,dataset8755,dataset8149,dataset1336
dataset499,dataset8372,dataset5939,dataset2946
dataset442,dataset6661,dataset1648,dataset622
dataset5410,dataset6769,dataset4126,dataset8105
dataset8258,dataset4604,dataset7390,dataset7824
dataset1961,dataset4245,dataset6935,dataset7764
dataset414,dataset4591,dataset2084,dataset898
dataset4889,dataset9582,dataset5185,dataset6814
dataset2082,dataset5814,dataset5726,dataset6056
dataset5349,dataset1349,dataset3816,dataset8985
dataset5277,dataset8775,dataset8632,dataset6393
dataset3643,dataset3290,dataset1525,dataset1122
dataset3091,dataset5792,dataset2166,dataset6107
dataset2165,dataset9398,dataset2286,dataset5279
dataset6227,dataset7492,dataset1428,dataset3340
dataset573,dataset8883,dataset698,dataset4372
dataset3357,dataset7284,dataset1478,dataset462
dataset9779,dataset5634,dataset9533,dataset3501
dataset3527,dataset731,dataset4614,dataset7216
dataset2188,dataset8176,dataset2831,dataset8773
dataset605,dataset2929,dataset6167,dataset7515
dataset8638,dataset6564,dataset9600,dataset1330
dataset9443,dataset7675,dataset537,dataset7204
dataset7237,dataset722,dataset2403,dataset9501
dataset8841,dataset3276,dataset4144,dataset5908
dataset7657,dataset9589,dataset7490,dataset5200
dataset278,dataset8805,dataset488,dataset1597
dataset942,dataset8185,dataset7706,dataset4757
dataset2872,dataset2521,dataset962,dataset1858
dataset5424,dataset5031,dataset3709,dataset6031
dataset9474,dataset2722,dataset5007,dataset2235
dataset8529,dataset468,dataset7636,dataset852
dataset2865,dataset478,dataset9265,dataset9274
dataset1312,dataset2331,dataset3254,dataset2807
dataset6973,dataset4704,dataset8702,dataset2243
dataset7628,dataset7136,dataset1592,dataset3162
dataset5109,dataset157,dataset2045,dataset8209
dataset4886,dataset3520,dataset918,dataset7241
dataset5088,dataset6974,dataset8045,dataset5407
dataset5422,dataset1578,dataset2268,dataset8748
dataset5933,dataset1915,dataset8857,dataset306
dataset1766,dataset2859,dataset4572,dataset5522
dataset3738,dataset6130,dataset348,dataset1998
dataset1003,dataset3793,dataset2510,dataset1157
dataset3472,dataset3447,dataset5769,dataset4592
dataset4814,dataset4215,dataset8544,dataset9837
dataset6530,dataset790,dataset7323,dataset5259
dataset2608,dataset303,dataset5916,dataset6226
dataset6261,dataset6501,dataset8997,dataset6480
dataset9723,dataset389,dataset7282,dataset8561
dataset4345,dataset7897,dataset2770,dataset4270
dataset363,dataset2174,dataset5961,dataset82
dataset9874,dataset5389,dataset2893,dataset1866
dataset6381,dataset8961,dataset1502,dataset4775
dataset2619,dataset1504,dataset4963,dataset2109
dataset7057,dataset7788,dataset4489,dataset4938
dataset8812,dataset3596,dataset8611,dataset4571
dataset7531,dataset7060,dataset6009,dataset6481
dataset5905,dataset628,dataset661,dataset2285
dataset5920,dataset7556,dataset9106,dataset1660
dataset8711,dataset9692,dataset7826,dataset9051
dataset6332,dataset7886,dataset9037,dataset9256
dataset1316,dataset9670,dataset1169,dataset3579
dataset3264,dataset7365,dataset5695,dataset7540
dataset8233,dataset6116,dataset3048,dataset8230
dataset3753,dataset9496,dataset9410,dataset8271
dataset6496,dataset7711,dataset9787,dataset6248
dataset2829,dataset430,dataset7134,dataset4369
dataset5177,dataset7525,dataset9336,dataset2296
dataset4870,dataset1864,dataset2103,dataset2080
dataset884,dataset6037,dataset2297,dataset4064
dataset2744,dataset3749,dataset4815,dataset2838
dataset2876,dataset4202,dataset6923,dataset64
dataset8986,dataset6853,dataset3799,dataset2355
dataset5690,dataset7981,dataset9681,dataset6383
dataset7619,dataset5546,dataset9992,dataset588
dataset2789,dataset5864,dataset2501,dataset4269
dataset5622,dataset5082,dataset4499,dataset4094
dataset7194,dataset9763,dataset9159,dataset6553
dataset9428,dataset3238,dataset7797,dataset5929
dataset4022,dataset2740,dataset3003,dataset7858
dataset9374,dataset7154,dataset370,dataset6
dataset1800,dataset6298,dataset1576,dataset2150
dataset9576,dataset6094,dataset8062,dataset4965
dataset6287,dataset7076,dataset4267,dataset6568
dataset878,dataset7972,dataset8035,dataset2491
dataset7306,dataset930,dataset11,dataset3092
dataset2116,dataset3945,dataset2961,dataset3825
dataset6025,dataset5652,dataset4365,dataset5167
dataset4599,dataset5004,dataset8206,dataset1409
dataset14,dataset2841,dataset1771,dataset4086
dataset8336,dataset2122,dataset9237,dataset9598
dataset7665,dataset6083,dataset4954,dataset5124
dataset7173,dataset9705,dataset7812,dataset4063
dataset4609,dataset6467,dataset105,dataset7495
dataset1284,dataset4291,dataset5466,dataset1208
dataset284,dataset1553,dataset8640,dataset7871
dataset6531,dataset6858,dataset1844,dataset7532
dataset3361,dataset4801,dataset9608,dataset4006
dataset7500,dataset6994,dataset9621,dataset1346
dataset477,dataset9907,dataset481,dataset6665
dataset3,dataset1541,dataset5045,dataset107
dataset5215,dataset4371,dataset2500,dataset4961
dataset5335,dataset7804,dataset9240,dataset2377
dataset8173,dataset5114,dataset316,dataset190
dataset4044,dataset764,dataset607,dataset502
dataset818,dataset9318,dataset2988,dataset4115
dataset9612,dataset9547,dataset6426,dataset5022
dataset9067,dataset8842,dataset7098,dataset4673
dataset5408,dataset2396,dataset9930,dataset8096
dataset9054,dataset5771,dataset4116,dataset6871
dataset4133,dataset9869,dataset4619,dataset7489
dataset9351,dataset8505,dataset1544,dataset1944
dataset8971,dataset2636,dataset9143,dataset8921
dataset1075,dataset9727,dataset5530,dataset823
dataset4861,dataset4163,dataset4885,dataset637
dataset1962,dataset3554,dataset9253,dataset1229
dataset7747,dataset9357,dataset94,dataset337
dataset840,dataset2818,dataset1911,dataset308
dataset5038,dataset8982,dataset92,dataset2265
dataset4933,dataset6743,dataset9983,dataset2822
dataset7004,dataset1618,dataset7206,dataset8060
dataset2117,dataset2542,dataset674,dataset2421
dataset4482,dataset2143,dataset37,dataset7193
dataset4407,dataset1647,dataset6848,dataset7542
dataset2043,dataset1505,dataset3720,dataset2350
dataset8025,dataset5758,dataset1034,dataset6020
dataset8718,dataset1477,dataset1283,dataset9993
dataset6753,dataset2669,dataset2522,dataset6423
dataset9063,dataset1855,dataset2440,dataset71
dataset9284,dataset8588,dataset280,dataset1479
dataset9570,dataset3594,dataset2056,dataset4992
dataset8329,dataset8207,dataset2360,dataset4156
dataset2558,dataset8545,dataset7631,dataset1137
dataset3719,dataset2613,dataset723,dataset1507
dataset3677,dataset762,dataset1259,dataset9000
dataset3155,dataset4244,dataset3262,dataset4811
dataset554,dataset3481,dataset6950,dataset2218
dataset4446,dataset6013,dataset7701,dataset825
dataset4439,dataset532,dataset6874,dataset7061
dataset3717,dataset608,dataset8407,dataset4171
dataset1606,dataset9311,dataset2171,dataset644
dataset9420,dataset8901,dataset9124,dataset6471
dataset1748,dataset8936,dataset7847,dataset9864
dataset538,dataset8125,dataset2924,dataset1051
dataset6254,dataset401,dataset4039,dataset7456
dataset1842,dataset9089,dataset7723,dataset9127
dataset314,dataset9736,dataset2973,dataset1033
dataset9609,dataset9426,dataset715,dataset6391
dataset7473,dataset3005,dataset3169,dataset4432
dataset5802,dataset3451,dataset8243,dataset5520
dataset4993,dataset3411,dataset402,dataset9
dataset1035,dataset4091,dataset448,dataset959
dataset276,dataset425,dataset578,dataset9957
dataset1920,dataset3396,dataset1713,dataset8118
dataset9941,dataset7373,dataset6473,dataset6250
dataset1389,dataset2051,dataset1852,dataset5677
dataset9308,dataset4474,dataset8624,dataset2998
dataset7846,dataset1904,dataset1481,dataset9626
dataset4118,dataset1155,dataset9404,dataset8512
dataset9328,dataset4786,dataset5287,dataset6820
dataset3197,dataset9348,dataset4805,dataset1712
dataset168,dataset7361,dataset7733,dataset3624
dataset9060,dataset3869,dataset6772,dataset9913
dataset5597,dataset800,dataset5201,dataset1163
dataset3876,dataset4674,dataset1854,dataset6701
dataset5183,dataset1460,dataset8414,dataset5452
dataset4942,dataset7518,dataset4834,dataset7948
dataset7366,dataset4188,dataset9104,dataset2792
dataset5853,dataset7342,dataset9802,dataset1892
dataset1609,dataset5347,dataset9213,dataset776
dataset7446,dataset8846,dataset4758,dataset6507
dataset5499,dataset8861,dataset3037,dataset4293
dataset4946,dataset3488,dataset5543,dataset9021
dataset9461,dataset8568,dataset882,dataset5755
dataset4890,dataset9372,dataset1917,dataset2121
dataset7161,dataset8697,dataset4093,dataset6885
dataset4441,dataset1360,dataset5507,dataset920
dataset2576,dataset3339,dataset4882,dataset8831
dataset3251,dataset4035,dataset2738,dataset1449
dataset7985,dataset8363,dataset2661,dataset7563
dataset7088,dataset1762,dataset6380,dataset7036
dataset8944,dataset3887,dataset7283,dataset9087
dataset2330,dataset7708,dataset2190,dataset116
dataset5801,dataset9716,dataset8964,dataset9843
dataset652,dataset5752,dataset9370,dataset8460
dataset1367,dataset6189,dataset9329,dataset8274
dataset5705,dataset243,dataset3382,dataset5092
dataset5003,dataset1887,dataset5193,dataset2404
dataset3398,dataset8369,dataset2180,dataset184
dataset3102,dataset9604,dataset8213,dataset305
dataset910,dataset8919,dataset6209,dataset5220
dataset5839,dataset6297,dataset4584,dataset5679
dataset2861,dataset495,dataset1129,dataset5976
dataset5009,dataset7653,dataset4205,dataset183
dataset1440,dataset9044,dataset5126,dataset3460
dataset1641,dataset2598,dataset5366,dataset3057
dataset2670,dataset7273,dataset8493,dataset4610
dataset7502,dataset8662,dataset638,dataset8884
dataset9934,dataset3353,dataset185,dataset590
dataset8023,dataset353,dataset5128,dataset5589
dataset5168,dataset9873,dataset958,dataset5871
dataset3443,dataset7827,dataset268,dataset6630
dataset2827,dataset822,dataset3101,dataset3948
dataset7322,dataset3642,dataset6719,dataset6862
dataset78,dataset9868,dataset224,dataset5603
dataset6803,dataset2991,dataset2606,dataset693
dataset2752,dataset136,dataset6729,dataset7796
dataset3926,dataset5556,dataset4780,dataset5727
dataset1652,dataset848,dataset1117,dataset4537
dataset6966,dataset2411,dataset66,dataset8781
dataset8766,dataset9421,dataset1078,dataset6218
dataset6131,dataset9650,dataset3747,dataset4098
dataset2798,dataset730,dataset1412,dataset2840
dataset3999,dataset6997,dataset7048,dataset2884
dataset1016,dataset5348,dataset3331,dataset3707
dataset3500,dataset4940,dataset6442,dataset8013
dataset5633,dataset6155,dataset1232,dataset5127
dataset2607,dataset2032,dataset1594,dataset7929
dataset3070,dataset9889,dataset8191,dataset8867
dataset8849,dataset3250,dataset6420,dataset1442
dataset8968,dataset3957,dataset3978,dataset1132
dataset4966,dataset933,dataset2445,dataset8425
dataset6746,dataset294,dataset4393,dataset7806
dataset1161,dataset1630,dataset8601,dataset6289
dataset8450,dataset7679,dataset994,dataset1992
dataset7128,dataset1661,dataset7353,dataset5986
dataset8592,dataset4130,dataset3492,dataset8172
dataset6728,dataset4195,dataset2264,dataset834
dataset6389,dataset8858,dataset3503,dataset4914
dataset3055,dataset5606,dataset4109,dataset6027
dataset360,dataset1276,dataset9148,dataset8442
dataset3783,dataset8083,dataset8966,dataset5590
dataset4812,dataset2407,dataset3208,dataset9870
dataset8655,dataset2506,dataset7302,dataset5535
dataset6384,dataset8801,dataset3781,dataset4136
dataset2563,dataset1604,dataset7471,dataset2869
dataset907,dataset5381,dataset9484,dataset7739
dataset9766,dataset5931,dataset4695,dataset8557
dataset4096,dataset4143,dataset6146,dataset9477
dataset9002,dataset5555,dataset3430,dataset230
dataset8619,dataset4233,dataset524,dataset1965
dataset7970,dataset9648,dataset945,dataset1819
dataset7009,dataset3403,dataset3041,dataset7440
dataset5935,dataset5536,dataset270,dataset1806
dataset2513,dataset3581,dataset3732,dataset4386
dataset7429,dataset7570,dataset2777,dataset4364
dataset7324,dataset8896,dataset9074,dataset4722
dataset3258,dataset9536,dataset4106,dataset1834
dataset1230,dataset544,dataset5686,dataset9203
dataset5768,dataset3619,dataset200,dataset9450
dataset7334,dataset6510,dataset8085,dataset2299
dataset6840,dataset7852,dataset4019,dataset3525
dataset1685,dataset9997,dataset8499,dataset2637
dataset508,dataset3332,dataset7892,dataset23
dataset9110,dataset59,dataset3656,dataset7357
