material1,material2,material3,material4
dataset327,dataset591,dataset74,dataset116
dataset646,dataset278,dataset536,dataset852
dataset188,dataset212,dataset274,dataset757
dataset399,dataset437,dataset747,dataset358
dataset419,dataset948,dataset868,dataset155
dataset549,dataset983,dataset571,dataset499
dataset760,dataset732,dataset889,dataset909
dataset942,dataset766,dataset919,dataset131
dataset943,dataset885,dataset148,dataset463
dataset820,dataset245,dataset663,dataset735
dataset124,dataset578,dataset878,dataset546
dataset80,dataset344,dataset658,dataset331
dataset350,dataset566,dataset579,dataset106
dataset817,dataset628,dataset843,dataset508
dataset911,dataset466,dataset467,dataset397
dataset195,dataset16,dataset272,dataset490
dataset56,dataset284,dataset24,dataset410
dataset567,dataset215,dataset182,dataset581
dataset774,dataset928,dataset708,dataset282
dataset75,dataset194,dataset883,dataset726
dataset270,dataset879,dataset850,dataset480
dataset198,dataset391,dataset375,dataset740
dataset252,dataset814,dataset289,dataset742
dataset129,dataset586,dataset159,dataset335
dataset83,dataset901,dataset279,dataset597
dataset753,dataset154,dataset515,dataset322
dataset36,dataset895,dataset602,dataset688
dataset917,dataset305,dataset603,dataset48
dataset914,dataset644,dataset835,dataset249
dataset689,dataset185,dataset38,dataset794
dataset799,dataset865,dataset251,dataset642
dataset423,dataset940,dataset498,dataset435
dataset639,dataset19,dataset805,dataset660
dataset769,dataset605,dataset395,dataset2
dataset117,dataset744,dataset352,dataset696
dataset691,dataset454,dataset570,dataset351
dataset373,dataset293,dataset954,dataset259
dataset598,dataset803,dataset360,dataset635
dataset623,dataset608,dataset206,dataset376
dataset151,dataset778,dataset527,dataset49
dataset296,dataset513,dataset679,dataset568
dataset17,dataset61,dataset15,dataset669
dataset432,dataset862,dataset538,dataset720
dataset389,dataset179,dataset197,dataset651
dataset98,dataset614,dataset946,dataset537
dataset81,dataset801,dataset134,dataset171
dataset550,dataset119,dataset464,dataset78
dataset730,dataset448,dataset533,dataset295
dataset219,dataset332,dataset325,dataset722
dataset229,dataset754,dataset969,dataset779
dataset982,dataset394,dataset968,dataset572
dataset139,dataset816,dataset662,dataset224
dataset619,dataset844,dataset870,dataset312
dataset563,dataset64,dataset320,dataset545
dataset236,dataset210,dataset866,dataset690
dataset285,dataset939,dataset764,dataset733
dataset452,dataset492,dataset743,dataset491
dataset108,dataset890,dataset736,dataset28
dataset225,dataset300,dataset699,dataset825
dataset378,dataset609,dataset867,dataset367
dataset984,dataset610,dataset933,dataset326
dataset590,dataset873,dataset860,dataset723
dataset384,dataset261,dataset362,dataset50
dataset888,dataset594,dataset604,dataset417
dataset12,dataset518,dataset414,dataset750
dataset828,dataset234,dataset787,dataset183
dataset785,dataset122,dataset233,dataset947
dataset235,dataset795,dataset459,dataset918
dataset364,dataset577,dataset974,dataset725
dataset169,dataset613,dataset265,dataset842
dataset146,dataset361,dataset543,dataset523
dataset884,dataset935,dataset336,dataset781
dataset221,dataset170,dataset529,dataset746
dataset150,dataset87,dataset700,dataset442
dataset7,dataset638,dataset126,dataset953
dataset831,dataset382,dataset479,dataset871
dataset811,dataset383,dataset770,dataset632
dataset980,dataset404,dataset133,dataset694
dataset93,dataset616,dataset913,dataset412
dataset682,dataset926,dataset695,dataset217
dataset130,dataset425,dataset68,dataset1
dataset786,dataset35,dataset286,dataset268
dataset481,dataset11,dataset826,dataset136
dataset922,dataset834,dataset76,dataset262
dataset949,dataset184,dataset280,dataset324
dataset510,dataset767,dataset600,dataset681
dataset829,dataset796,dataset541,dataset763
dataset986,dataset821,dataset970,dataset792
dataset506,dataset851,dataset555,dataset806
dataset86,dataset277,dataset173,dataset705
dataset366,dataset665,dataset944,dataset640
dataset931,dataset548,dataset965,dataset692
dataset819,dataset203,dataset348,dataset372
dataset564,dataset782,dataset457,dataset668
dataset32,dataset788,dataset446,dataset329
dataset158,dataset972,dataset144,dataset211
dataset923,dataset950,dataset584,dataset363
dataset297,dataset768,dataset973,dataset712
dataset734,dataset562,dataset511,dataset353
dataset190,dataset551,dataset306,dataset749
dataset191,dataset99,dataset553,dataset127
dataset907,dataset45,dataset385,dataset346
dataset906,dataset400,dataset636,dataset703
dataset898,dataset451,dataset381,dataset60
dataset741,dataset310,dataset42,dataset517
dataset347,dataset462,dataset341,dataset601
dataset449,dataset43,dataset89,dataset780
dataset558,dataset57,dataset115,dataset684
dataset430,dataset934,dataset222,dataset111
dataset836,dataset386,dataset291,dataset330
dataset599,dataset88,dataset716,dataset428
dataset930,dataset507,dataset592,dataset731
dataset706,dataset670,dataset403,dataset469
dataset908,dataset999,dataset263,dataset424
dataset321,dataset242,dataset145,dataset994
dataset138,dataset649,dataset343,dataset854
dataset189,dataset503,dataset125,dataset201
dataset328,dataset856,dataset718,dataset967
dataset21,dataset434,dataset504,dataset460
dataset894,dataset494,dataset135,dataset77
dataset710,dataset993,dataset309,dataset51
dataset952,dataset859,dataset593,dataset377
dataset920,dataset398,dataset59,dataset941
dataset304,dataset439,dataset775,dataset752
dataset524,dataset707,dataset292,dataset273
dataset641,dataset714,dataset406,dataset71
dataset484,dataset52,dataset629,dataset208
dataset532,dataset456,dataset27,dataset683
dataset3,dataset711,dataset648,dataset164
dataset709,dataset858,dataset643,dataset255
dataset447,dataset554,dataset485,dataset964
dataset337,dataset516,dataset110,dataset810
dataset178,dataset945,dataset317,dataset818
dataset863,dataset200,dataset409,dataset121
dataset275,dataset104,dataset617,dataset800
dataset793,dataset556,dataset482,dataset123
dataset220,dataset624,dataset957,dataset758
dataset576,dataset486,dataset405,dataset798
dataset738,dataset892,dataset241,dataset444
dataset824,dataset634,dataset910,dataset34
dataset677,dataset73,dataset580,dataset771
dataset519,dataset807,dataset180,dataset168
dataset857,dataset544,dataset724,dataset514
dataset874,dataset474,dataset812,dataset214
dataset253,dataset493,dataset887,dataset216
dataset759,dataset995,dataset204,dataset975
dataset67,dataset925,dataset932,dataset815
dataset152,dataset445,dataset365,dataset167
dataset992,dataset205,dataset443,dataset937
dataset231,dataset29,dataset473,dataset246
dataset488,dataset258,dataset247,dataset938
