dataset,n,raw_mean,raw_min,cv_with_buffer,cv_without_buffer,cv_compression,min_over_mean_with,min_over_mean_without
42,26,61719.346484853646,26027.857680958707,0.5014595263574173,0.5014676511927391,0.9999837978874561,0.421722481537693,0.421713112068452
43,24,566.3099221867524,469.7697552496862,0.1291232512441998,0.12935125934751113,0.9982372950641418,0.8298281712314453,0.8295276788294907
44,14,55.343751200074,33.67759672437377,0.21196548900318185,0.21579546952323916,0.9822518029293249,0.6154648206015829,0.6085166978043357
45,29,7727.657525399645,89.59088015591654,0.30276316301541606,0.3028023421796091,0.9998706114229136,0.011721425080383818,0.011593536574498135
46,104,278.0274030271122,79.98102158201577,0.368588524502415,0.3699142518245757,0.9964161226132229,0.2902260520058924,0.2876731599518495
47,10,11.856082735507083,5.577813187029933,0.4364072746805682,0.47321599847376494,0.9222158086118946,0.5116498798551395,0.47046004244937234
48,39,6504.944945994143,4647.179807551599,0.22110756960490408,0.22114156029528514,0.999846294426359,0.7144511437056639,0.7144072465076606
49,92,49.60026242928587,8.550890886763575,0.46509325323233397,0.4744700837258299,0.9802372566466925,0.18875180539055494,0.17239608155207675
50,481,206732.6748170979,35179.77225404323,0.1172131344001188,0.11721370137935659,0.9999951628586835,0.17017436702157246,0.17017035301830127
51,5,10415.718147761158,6200.7592039052,0.3439331453519645,0.34396616594070095,0.9999040004744474,0.5953659411662329,0.5953270927591338
52,351,4224.276002388189,48.81382245190247,0.39208653213201633,0.39217934958331696,0.9997633290702347,0.011789483674852708,0.011555547607283622
53,410,2940.1929809784574,36.76740959500135,0.8624815454454386,0.8627748872604234,0.9996600019085903,0.012840847179785233,0.0125051007987801
54,602,35020.955058090265,3178.534098397501,0.7961433167275555,0.7961660500686482,0.9999714464826894,0.09078688191803305,0.09076091994422125
55,376,5805.632987826175,4135.471186218264,0.3362207245633282,0.33627863740853703,0.9998277831572795,0.7123700076947401,0.7123204644334096
56,495,9.802705726843314,4.587466287708358,0.3646682842090938,0.40186906268503053,0.9074305988438497,0.5172284082333404,0.4679795982395181
57,127,746.1527858988799,430.6790791196724,0.1837334931547527,0.18397973426867334,0.9986615856637718,0.5777654681436148,0.5771995860081649
58,19,7621.162048085736,3663.413626288181,0.24397241256648794,0.24400442506156766,0.9998688036289848,0.48075776966831585,0.48068963803339515
59,41,7183.371129772954,5139.809590545273,0.1892742115772298,0.18930056051676777,0.9998608089724296,0.7155545694516113,0.7155149716881922
60,604,1023.4751378210059,401.96599877381925,0.4341815932884454,0.43460581619063815,0.9990238904165823,0.3933389731945107,0.39274622696708683
61,50,895.8926554154173,183.3891856241131,0.557272820606281,0.5578948514011958,0.9988850393701385,0.2055866825430841,0.20469995430320523
62,17,35279.569796724725,4737.794787427333,0.5818529660672779,0.5818694586993997,0.9999716557865769,0.13431741082218177,0.13429287303461335
63,487,25.0959682292398,12.195874267857253,0.3338366001870126,0.3471389998847478,0.9616799042972652,0.5056671648255475,0.48596946555134707
64,10,217.34004053402873,176.63875956486484,0.11442329449049994,0.1149497657942199,0.9954199880262268,0.8135876458133179,0.8127299467269984
65,5,18525.785402118137,1440.6075184161161,0.8987317384790282,0.8987802509560417,0.9999460240954762,0.0778120697750026,0.07776229116048192
66,105,1985.7757294802302,3.9085147619500185,0.24472064690583784,0.24484388370608315,0.999496671926699,0.0024705932779006505,0.001968255883041263
67,285,46.2439559804856,10.305098543420465,0.3428510453986696,0.35026500984287395,0.9788332712778528,0.23929195404572182,0.22284206281506483
68,527,53.44177848563517,11.455363570711295,0.31135400614209535,0.3171800473960515,0.9816317536308286,0.22878318668442704,0.2143522146028585
69,4,10154.638403469558,1943.7141996020318,0.6455111540609882,0.6455747221693161,0.9999015325319519,0.19149108331167466,0.19141146364580727
70,353,9346.955182429036,73.61639500605051,0.9974425687413445,0.9975492818419505,0.9998930247331651,0.007982108766022313,0.007875976033825326
71,9,767.5265087669911,252.14640950173646,0.8403680741817112,0.8414629784808888,0.9986988087091434,0.32939190335526564,0.3285181770552815
72,676,124.3200901749179,20.830775975373125,0.6373059906053998,0.6424323220753071,0.9920204334468303,0.17420012980283053,0.16755760027252475
73,10,129.81846040369024,68.07694989067917,0.29599502237113984,0.29827509117992634,0.9923558189194849,0.5280367134540179,0.524401149720799
74,693,52201.42663181786,11038.321716487884,0.22146336309439144,0.2214676055716068,0.9999808438023953,0.21147142822206114,0.21145632272355935
75,69,1204.0878636111688,629.0327591172266,0.19018872996343267,0.19034668249805334,0.9991701849880033,0.5228106415653953,0.5224143338100762
76,436,31.230328114982036,2.6038149150943433,0.46666926612270393,0.48161208915051673,0.9689733223803217,0.11181440357162035,0.08337456159627163
77,37,19954.23903091609,7052.38855244589,0.2933859146825123,0.29340061761927827,0.9999498878465721,0.35346048932404533,0.3534280882132
78,579,1127.498499151931,0.27891616835160515,0.1902927644277084,0.19046153872281468,0.9991138667878143,0.0011332900923773613,0.0002473760883596716
79,647,3459.8937931055348,241.8167637309678,0.7648245293437081,0.7650455836809448,0.999711057299131,0.07016013152864858,0.06989138343287633
80,6,23.01048283631367,13.255507116992888,0.34434297985156653,0.3593075932541218,0.9583515247561954,0.5937201352499556,0.5760638406106757
81,157,165.6766492870449,20.361920165247017,0.14753323331901047,0.14842372231642736,0.99400035935281,0.12816384452544544,0.12290156912799913
82,313,66.43466264848593,0.6607851685465733,0.45452677817022563,0.4613684894102628,0.9851708311315701,0.02462806371856095,0.009946391570359436
83,63,235.94146235039025,43.47998412276917,0.7320572042503717,0.7351599111546936,0.9957795482897747,0.18772562506173757,0.18428293056096356
84,7,4396.3378709733415,1083.6763129683857,0.7016660194847594,0.7018256218720366,0.9997725896828168,0.2466665843733074,0.24649522961447493
85,511,340.6249453298458,0.2083896734491709,0.9003186592988323,0.902961797071455,0.9970728132893384,0.0035371821934210516,0.0006117862954733857
86,499,1121.7194336200905,0.6488430783984918,1.9174847034682936,1.9191941190725865,0.9991093055218828,0.0014686154252108838,0.000578436156984907
87,19,1597.8298082102385,172.79942556892743,0.5685362732855436,0.568892091076878,0.9993745425592736,0.10870414391603189,0.10814632740046548
88,6,142.2416081891336,31.54939947225642,0.5773913905776391,0.5814506204888329,0.9930187882372864,0.2272342504649822,0.22180148181611045
89,13,12.30976252722006,10.102251555242464,0.10672592137285095,0.1153959441402969,0.9248671794139918,0.8341434742007626,0.8206698978070276
90,67,19.59141100795762,11.929216625167774,0.17333174334641105,0.1821790766638534,0.9514360623653453,0.6278936698495908,0.6089003298599767
91,990,2332.926483159325,294.4256747647311,0.20225037987898564,0.2023370737295373,0.9995715374896271,0.12657882623827443,0.12620443759805508
92,126,4461.993756453759,1231.8157270423048,0.28145026322725525,0.2815133404699833,0.9997759351559584,0.276230663612195,0.27606845600369245
93,17,48693.99851300608,231.84565765626505,0.5497996145745542,0.5498109054857827,0.9999794640100517,0.004781716085155515,0.00476127787276166
94,215,226.3603065232169,209.19773176991225,0.027842038640588623,0.02796503740776748,0.9956016948811699,0.9245137596102242,0.9241802813535934
95,68,11053.760713761716,180.11638636718726,0.8598333353760362,0.8599111218740112,0.999909541235139,0.016383564606850448,0.01629457982955483
96,211,8395.796382954404,3611.751955157217,0.24492014047331595,0.24494931223133648,0.9998809069608942,0.4302536098756838,0.4301857489648021
97,5,40.9158392334983,36.50288750163035,0.08481309847202945,0.08688596560761525,0.9761426702104337,0.8947187551873895,0.892145638106452
98,46,157.23286506825673,78.25760344037111,0.40132477761433805,0.4038772005918126,0.9936802003833481,0.5008921718391552,0.4977178492956833
99,111,97.95595025386034,17.455440968238285,0.3993901975279768,0.40346744037532745,0.9898944934848825,0.18650157894389302,0.1781968417742993
100,16,14.862029067967331,5.006248913027853,0.3523252414659348,0.37603164385922,0.9369563631667114,0.3786557752032625,0.336848278935075
101,213,4161.434386699609,674.9739312457422,0.6746724658036096,0.6748345907833907,0.9997597559728039,0.1623986995220173,0.1621974224567931
102,81,488.39475106792224,17.778487839765575,0.7449729475458318,0.746498297574506,0.9979566597356881,0.03837084030588497,0.03640188147168084
103,31,13.336967042363792,6.553941806564546,0.21028335433796133,0.22605030897390013,0.9302502407207094,0.5268856226176478,0.49141171195418587
104,260,4.59902017742561,4.329678876799405,0.024260537064055284,0.029535690494157347,0.8213973216185491,0.9518949223094163,0.9414350687243617
105,122,247.83962110613166,84.01978889828403,0.5121722787460472,0.5142388259609767,0.9959813473611845,0.3416649990076241,0.33900870459410715
106,83,323.53666947348256,134.00390882053466,0.153665203426758,0.15414015794637037,0.9969186840993272,0.41598969090167986,0.4141846086213661
107,84,91.72593322710505,20.396080729312146,0.45141408211895245,0.4563354175171029,0.9892155304864848,0.23074538033398603,0.2223589339648724
108,688,30345.599218830037,103.7176744646903,0.18773686218591307,0.187743048811553,0.9999670473784298,0.0034507218983441507,0.0034178819049429567
109,27,23.35853789594665,4.897942072628675,0.4537977203273062,0.4732252085694557,0.958946632828631,0.24213038146308913,0.2096853019845306
110,941,46912.49118821993,6272.131095720434,0.4879673365260415,0.4879777381765223,0.9999786841700614,0.13371699561970843,0.13369852968489152
111,24,59.02926229196179,17.17207897911148,0.5862426434200929,0.596174033728183,0.9833414577854322,0.3027203447999861,0.2909079041878837
112,64,1671.5102453716477,450.99537120977465,0.8047875406871692,0.8052690139793108,0.9994020963382629,0.2702496875344025,0.26981310611679754
113,4,84.08379816851921,61.0917901076065,0.1604818944192235,0.16239048915346224,0.9882468810569621,0.7297721945208167,0.726558402906199
114,14,34175.38045011915,534.4697529363212,1.1569004563113245,1.156934308178987,0.9999707400260991,0.015667830995673926,0.0156390286193422
115,22,21.262951186517284,6.888974799093483,0.5810492572174505,0.6083760968513527,0.9550823252666695,0.3543544040051232,0.32398958821208895
116,12,13.25925877905654,11.29379085044242,0.07561406672819337,0.08131680381087474,0.9298701275083968,0.8621619847799575,0.8517663799036305
117,15,10042.450932326883,871.7445421301775,0.7272274688204062,0.7272998841574312,0.9999004326295077,0.08689687917138841,0.08680595484156278
118,771,736.339530282627,523.1150729411391,0.15678921037757376,0.1570021409672399,0.998643772700459,0.7108191700236693,0.710426442459708
119,5,30342.986288157197,8276.601638122413,0.48898899523759765,0.489005110625536,0.9999670445408685,0.27279216249029997,0.2727681962323119
120,76,2833.189333641995,38.11481378318199,0.7680623545976608,0.7683334492066508,0.9996471654211203,0.013801058849134332,0.013452970943592511
121,232,4627.440314507126,61.43594810457904,0.7391461005280555,0.7393058316213363,0.9997839444970554,0.013489630169559124,0.013276443115209074
122,193,51.21727863620008,27.62082559624452,0.2543188626737315,0.25928435223986357,0.9808492509353649,0.5481102490163646,0.5392872548429833
123,12,202.2114644295999,75.23480452978919,0.4536010935562735,0.4558442952206095,0.9950790177965255,0.37515011637643014,0.3720600349837348
124,75,4253.933266026564,3750.175810163447,0.04786515446855474,0.047876406444426284,0.9997649786876839,0.8816062616339112,0.8815784300411329
125,5,43.54419926704899,22.426846743504207,0.36612004668461723,0.37452805631270264,0.9775503877843924,0.5259236248261381,0.5150363796096987
126,4,20.42449592431997,14.401533128091705,0.24845323060175772,0.2606177036698993,0.953324456102379,0.7188749356109092,0.7051108228792775
127,35,16.79526152904096,14.47776131947667,0.0845342032416576,0.0895674206819153,0.9438052653304332,0.8697686906268701,0.8620146399294192
128,77,1122.358558309453,269.4065531098319,0.5861420897494173,0.5866643311360134,0.9991098122744486,0.24071259448698898,0.2400360839370479
129,23,60328.67457304882,13229.18971086039,0.2619317912140387,0.26193613296019946,0.9999834244091806,0.21929821111235923,0.219285270304453
130,315,106057.52982802808,4351.159123932108,0.47531685442289706,0.4753213361117992,0.999990571243995,0.04103544647459334,0.041026404546546553
131,11,49.07173985979586,25.52544886335026,0.4355448607819522,0.444420536721431,0.9800286548300485,0.5297488950378646,0.5201659638781849
132,15,75596.59338346666,6973.730624927444,0.8163543096132438,0.8163651084372792,0.9999867720656803,0.092261278603782,0.09224927093675933
133,8,6335.750202259029,2005.218337289408,0.7564996782261032,0.7566190799787096,0.9998421904023227,0.3166005086604484,0.31649264463968957
134,633,3716.539150187512,93.52260210843386,1.3048707674023095,1.305221865753402,0.9997310048503594,0.02542612149859031,0.025163895314735302
135,11,26.074020897692755,19.406941107637152,0.2091758103926403,0.21719819448189864,0.963064222939814,0.7537462272320337,0.7443018161174535
136,4,11.304781184797342,10.938020075110028,0.017857557443814905,0.019437203891800092,0.9187307774935886,0.9701936097701234,0.9675569917106813
137,5,8742.756895131066,3085.5990059880723,0.4929253385178209,0.49298171951347586,0.9998856326848983,0.3530060411110967,0.35293203768555836
138,725,50942.606069271904,934.2720588863585,0.8720184589872066,0.8720355766520902,0.9999803704512271,0.018358968495763683,0.018339698947005826
139,74,172.80317470894363,130.7722630758858,0.1525969025091026,0.15347997021180038,0.9942463651675254,0.7581694827873878,0.756770026338628
140,50,85.5291489272576,78.90154514874634,0.03653476410274753,0.036961925655983836,0.98844320078959,0.9234061138855892,0.9225105842670313
141,888,24797.62310513572,12967.887985838655,0.36371455921045115,0.36372922652584944,0.9999596751805226,0.5229680668501646,0.5229488298478469
142,13,254.37191057824904,69.2466248596325,0.5572832301723563,0.5594740508054423,0.9960841425443556,0.2750757696904495,0.2722259100944681
143,23,4973.934617038612,1025.2500882923953,1.4036563842323873,1.403938586652062,0.9997989923331706,0.20628413583117253,0.206124560781382
144,20,680.5220905138797,168.0166626646393,0.4775181648614434,0.478219858710207,0.9985326961313231,0.2479988029987374,0.2468937673099864
145,37,168.07585694571216,31.746895786664393,0.6845544473381991,0.6886273371617465,0.9940854950075984,0.19368167861588279,0.18888433094182297
146,6,7964.312277796907,3359.0569997142816,0.46699346624883675,0.4670521020041864,0.999874455644032,0.42183619204489314,0.4217635977281727
147,267,167.0466792177767,32.72735142987097,0.553711347522893,0.5570260578189357,0.9940492724720607,0.20070227859821432,0.19591740214844214
148,9,1205.7852821989343,113.8912620518775,0.6171700057537715,0.6176818464727328,0.99917135217445,0.095204394473994,0.09445401576322057
149,15,2090.562688417525,319.61577678428887,0.5582313340865537,0.5584983585279537,0.9995218885833365,0.1532900632430322,0.15288504791321308
150,21,91.07269992246718,27.097726845491756,0.5032798100868605,0.5088059426218059,0.9891390173108632,0.3051689248729793,0.2975395136913788
151,185,10.075836313680286,6.836838054253426,0.12898327166859494,0.14178451889543509,0.9097133641488676,0.7075617436286756,0.6785380231882917
152,687,154.75204002127998,6.495160224786225,0.4110937903780846,0.4137502580428829,0.9935795383491386,0.04812238879029887,0.04197140292233352
153,78,1722.7719870768326,227.61589348344592,0.7475835506252317,0.7480174928742541,0.999419876870319,0.13262536762250793,0.13212189145799863
154,83,39.4589695031756,12.55104778676266,0.6658720870448835,0.6827471371394199,0.9752836018247698,0.3349330927892033,0.31807844819040626
155,240,15.138410439081106,7.175780724690893,0.5007760674365246,0.5338558989982142,0.9380360287789941,0.5066038415339997,0.4740115056047099
156,5,26.869241734706144,17.31453919634129,0.23022522337756057,0.2387935791819667,0.9641181482611104,0.6571595801092003,0.6443999933938088
157,442,22.176188283438485,6.498020669453583,0.42007694321946687,0.4390196459892293,0.9568522663101341,0.32352259904669517,0.29301792473986177
158,6,89.507449163368,38.991361071839876,0.380855297074485,0.38511030937384516,0.9889511856842306,0.44185712271765126,0.4356214084558848
159,168,7.459372034045231,4.160831352978785,0.17736673350823967,0.2011444366042539,0.88178791570161,0.6100726309481037,0.557799146360898
160,6,17.7867832838398,15.577459037499569,0.1128823046068564,0.1192287194029154,0.9467710898192888,0.8824000781314878,0.8757884317201124
161,44,2991.6362242971063,137.97822314883578,1.0935411852553867,1.0939067180619404,0.9996658464560841,0.04644006579231935,0.04612132385221875
162,12,3200.4757449582735,833.4751650734969,0.44014095544839255,0.44027847905129497,0.9996876440492872,0.26065328353264566,0.26042227202829915
163,41,211.77008204471048,157.20770823860224,0.17337510235321366,0.17419379732976192,0.9953000911106012,0.7435618143219836,0.7423508869652862
164,15,637.8227041752999,56.2632286567787,0.4422275097370824,0.44292084897828854,0.9984346204456045,0.08963868735802641,0.08821139211330936
165,51,4908.443110303973,42.66026330482031,0.9797522400293665,0.9799518455291168,0.9997963109099074,0.008893119305769293,0.008691200518401937
166,58,10.960617484892884,6.885872467084485,0.21347142924158274,0.23294765214013866,0.91639227646373,0.6593198450702822,0.6282376404956512
167,42,8867.827426570919,5709.606339445983,0.1774509928513806,0.17747100350160136,0.9998872455227844,0.6438964323893668,0.6438562755899072
168,88,12968.63755408021,49.177087663870125,0.7139508163123649,0.7140058684189053,0.9999228968430437,0.003868811865762938,0.003792001084061291
169,201,624.6793433815525,75.23090852421892,0.8020487204082086,0.8033326570853309,0.9984017372307749,0.12183702295847043,0.12043124095791988
170,53,15.731746965013654,11.368241785557156,0.2107787425733897,0.22417704748142991,0.9402333777763305,0.7392080343683982,0.7226306023634477
171,462,22941.695705401748,67.57803472174838,0.12117450050293968,0.12117978234880052,0.9999564131428654,0.002989101002006578,0.002945642536172109
172,6,20848.760712579544,868.23717562861,0.7870941221630717,0.7871318747246275,0.999952037818861,0.0416905108701877,0.04164454605230999
173,35,8342.975339762437,1863.0272989769264,0.3615434210486689,0.3615867561187518,0.9998801530494422,0.22339798753887466,0.223304902999986
174,7,26.199091120632573,25.154191900280303,0.01926232726347432,0.019997556099267986,0.9632340655956165,0.961583303805338,0.9601169668237315
175,11,1058.4149555882775,990.9534328210802,0.06074481240547741,0.06080220465233176,0.9990560827986006,0.936321908227417,0.9362617445917499
176,52,1252.5284864510263,58.83404296880551,0.699565536336136,0.7001240589916314,0.9992022518747609,0.04773249560383497,0.046972219478623345
177,8,6438.034990551386,5148.511732292648,0.11868879265748632,0.11870722821939796,0.9998446972253655,0.7997334600369498,0.7997023532566578
178,536,783.7825272248971,0.7598160107254043,1.3846777331962055,1.3864443938260345,0.9987257616405706,0.0022424250664045296,0.0009694219816505097
179,884,20674.12836622623,5644.452484005379,0.1800403837496164,0.18004909223688903,0.9999516327065888,0.2730552567319236,0.27302009468153915
180,54,839.5461438877245,378.12978416716606,0.243552129739695,0.24384222949360715,0.9988102973200557,0.45105172027034857,0.45039785712807073
181,23,583.8185036478092,80.69362645640358,0.6244962449744464,0.6255659202948968,0.9982900677838299,0.1396905637336012,0.13821697317268028
182,441,279.05317806460283,14.047323302158436,0.5691826450023721,0.5712223373970262,0.9964292495914137,0.0537302358293085,0.05033923426203151
183,637,47.65914812745797,26.495319162910093,0.1162357037830892,0.11867459974220773,0.9794488798410406,0.5650596079259083,0.5559335448475061
184,389,155.99000288032786,134.21945540235885,0.07881715580810747,0.07932242636617379,0.9936301676434625,0.8613252622553009,0.8604362646581211
185,5,666.6555426127185,318.52337851367264,0.374885308379764,0.3754476457255402,0.9985022216754363,0.47857519052907194,0.4777930402638429
186,5,3509.9145879442767,677.7997132807005,0.4528478096081258,0.45297682921765237,0.9997151739311934,0.19333985384080613,0.19311003054284614
187,478,18330.563267045192,43.35621845296338,0.5626407750614527,0.56267146919599,0.999945449278633,0.002419663713716273,0.002365242018007678
188,58,3364.2687615430873,85.45837822002827,0.3568695953805889,0.3569756718033349,0.99970284691332,0.025691373957420337,0.02540176908483112
189,138,26.584006527312848,16.010150423557512,0.14081472618870766,0.14611169773601873,0.9637471083466489,0.6166671403124334,0.6022474605965966
190,186,37173.40263670395,3888.3428951219985,0.2050117814782751,0.20501729649080921,0.9999730997694901,0.10462422041132886,0.10460013394853343
191,129,3845.1049459432684,119.85842523815842,1.4230721649617244,1.423442264656003,0.9997399966943036,0.031423590083165955,0.031171691520309117
192,316,45.654341521870066,22.00243722157707,0.10758263888827395,0.10993909909122614,0.9785657675710365,0.49303958583992147,0.4819352659163228
193,4,6840.906770555828,2599.5358528584156,0.4119269592686673,0.41198717452566247,0.999853841913733,0.38008934352187196,0.37999872532208206
194,290,26.86427700226235,13.386776024944423,0.27704264921930055,0.2873553276210297,0.9641117549930038,0.5163161428439839,0.49831142017397556
195,47,50.22532511303402,19.121533495188643,0.36555261590313526,0.37283086875825255,0.9804784059877923,0.39280440779611236,0.3807149769992509
196,736,16.136266844944434,10.200638074279665,0.09320972861735001,0.09898614081436034,0.9416442327230083,0.6536218288164726,0.6321560105753687
197,29,2238.166222977945,79.25707067375129,0.83616446011825,0.8365380536661883,0.9995534051962119,0.03584239073015965,0.03541161056764473
198,7,109.79236401025977,77.24036480746508,0.24969850841254307,0.25197278778218307,0.9909741072055527,0.7061891449506371,0.7035130858485495
199,64,50267.807087602516,5776.711135258245,0.6262520543552691,0.626264512667868,0.9999801069478681,0.11493630881650992,0.11491870184810485
200,470,228.14947045343604,59.87392678743572,0.4390433064950156,0.4409676734708514,0.9956360361731527,0.26565161449851793,0.2624328983470318
201,150,135.87840714392544,25.41644161843159,0.3886774783759738,0.39153795846656164,0.9926942457845191,0.19299202971185314,0.18705283755284186
202,5,226.82809313355347,65.78731541606308,0.7285103408794533,0.7317220697742975,0.9956107256737043,0.2931478488779352,0.2900316028197105
203,72,5120.330861864589,223.40263130019898,1.2918148743926754,1.2920671656818992,0.9998047382551583,0.04381724933477503,0.04363050695885032
204,5,19.709008786656433,18.912907861227282,0.02615571043458496,0.02748280459328729,0.9517118366068624,0.9615577484354486,0.9596072570646914
205,101,355.45550225544787,62.35052421956504,0.4322461662706895,0.4334622008053303,0.9971946007463129,0.17772351336623762,0.17541020978416835
206,4,29.198412065347636,25.422407912058382,0.07918283403735377,0.0818947224051231,0.9668856760469379,0.8749601752198692,0.8706777565561322
207,49,305.15324582617245,51.103101167847576,0.3793565205796161,0.3805996878267891,0.9967336619368464,0.17018634255287515,0.16746700835342893
208,421,222.99851516845774,20.755697566363622,0.74986367476641,0.7532263145319703,0.9955356846930531,0.09712429365883199,0.09307549671657829
209,6,98.40125868742503,60.15840966590432,0.3054020324767164,0.3085056719682278,0.9899397652182191,0.6152679601193148,0.6113581316779654
210,780,23174.61006830333,438.74019993578025,0.13560676451970405,0.13561261604273375,0.9999568511898048,0.018974266422319613,0.01893193450257269
211,107,26.18585308974608,10.672664370701973,0.20883304508632552,0.2168080781841818,0.9632161625865188,0.42936538839403393,0.4075736747672048
212,147,925.939518639939,327.05907805952154,0.30081758154444405,0.30114245976325715,0.9989211809617664,0.3539163790760258,0.3532186190086372
213,581,44.822757228149264,15.071988579050704,0.2157811545233636,0.22059525271516,0.9781767824441239,0.35074250331618106,0.3362575064789924
