dataset,k,overlap_true,mean_sep_in_sd,max_mode_share,min_mode_share
225,5,0.15921917831133384,3.7448643750493034,0.2365818054424231,0.13392461556809013
226,3,0.017103720240985866,5.037804978686953,0.38114995515696865,0.2858866820750715
227,5,0.07631230514710895,7.923870330563444,0.2468068342173718,0.13765685470537212
228,1,0.0,,1.0,1.0
229,3,0.00018880015264849146,11.914340514740296,0.46017518956853426,0.17868592010604986
230,5,0.11620375573687376,6.493259832507012,0.22771331708797343,0.15588088567986755
231,1,0.0,,1.0,1.0
232,5,0.1079358033230586,5.235538040289592,0.32119142229147585,0.1253515653152727
233,1,0.0,,0.9999999999999999,0.9999999999999999
234,3,0.12780320702281203,15.254568458330837,0.42463223392498367,0.23311885729488366
235,1,0.0,,1.0,1.0
236,4,0.12227947138898952,6.151235252539011,0.314446030452811,0.1944962200385561
237,1,0.0,,1.0,1.0
238,3,0.0987874837323578,16.670564976958094,0.4220605423227883,0.2846258455328901
239,4,0.1040856133837841,7.241523293053732,0.40919052562979896,0.12991572039466606
240,3,0.013201772471170064,7.479316920137698,0.3914537355065188,0.26056347976985206
241,1,0.0,,1.0,1.0
242,1,0.0,,1.0,1.0
243,1,0.0,,1.0,1.0
244,3,0.06307692261478501,5.788073325636051,0.38942628262464324,0.28486544078270665
245,2,0.0995948970954753,3.693003470559299,0.6378262788777215,0.3621737211222785
246,5,0.11258497845276275,6.910414484495421,0.32360037701481015,0.12215194154586996
247,4,0.2190726313396243,5.4677398129049,0.38780274695330397,0.12593035519989831
248,1,0.0,,1.0,1.0
249,4,0.18742258785283575,5.976514241002648,0.4027661738435881,0.12245351716179996
250,1,0.0,,1.0,1.0
251,1,0.0,,1.0,1.0
252,1,0.0,,1.0,1.0
253,5,0.09270146554500776,4.538547983373592,0.22738165501828939,0.16706140728474939
254,1,0.0,,1.0,1.0
255,2,0.006414122056163585,3.4706645025226153,0.5851499743045215,0.4148500256954784
256,5,0.1219263854733896,5.417629307447518,0.2546587864975854,0.13206788781778514
257,5,0.09092716397244432,6.460555489315388,0.29478399107878317,0.14365590416672622
258,3,0.2868481839604063,3.7283675459756824,0.4221951080974233,0.2266197885937382
259,2,1.2587905895366123e-05,7.307017207977779,0.5380739869626855,0.4619260130373145
260,5,0.08784303260122658,8.635628532682631,0.2881949114775929,0.10936157622152351
261,5,0.15790698148541132,12.162123723828733,0.271159980489161,0.10912777415025518
262,2,0.02970248745359206,2.443851063694818,0.6358102525196944,0.3641897474803056
263,2,0.48627134499121605,0.002740269795612757,0.5113753709390044,0.4886246290609955
264,4,0.28132471531992365,3.3302899701819704,0.2998646757733715,0.20760685971274112
265,1,0.0,,1.0,1.0
266,5,0.12825397007752992,12.8195267392826,0.2902302500818925,0.12064346001386289
267,2,0.013240286852428536,9.419980401696181,0.5223119200909233,0.47768807990907675
268,3,0.22348552516942743,3.5490381108420475,0.37543355088113034,0.25427299814315724
269,2,6.42296815363076e-17,9.142979040110456,0.503554840753587,0.49644515924641297
270,1,0.0,,0.9999999999999999,0.9999999999999999
271,1,0.0,,1.0,1.0
272,2,0.0015385236480123855,6.289279100408081,0.5089237870731033,0.4910762129268969
273,4,0.2696594610847587,2.456259066098423,0.3573860566668093,0.19108056499062448
274,2,0.0009354813892780709,10.365346198128881,0.5245787792708423,0.47542122072915766
275,4,0.2239283670904427,2.3200809166359195,0.33362859332300343,0.2069655563103426
276,5,0.14175716592710824,4.911854258697065,0.2548310622824494,0.12204528595653694
277,4,0.09756788087700419,7.419482945247897,0.3315571436112719,0.12428812928468483
278,1,0.0,,0.9999999999999999,0.9999999999999999
279,1,0.0,,0.9999999999999999,0.9999999999999999
280,1,0.0,,1.0,1.0
281,2,0.21172005672227256,2.797945952305289,0.5170886441398838,0.4829113558601163
282,4,0.2560861140111112,3.2587855841707944,0.3684981368521324,0.1406870508263225
283,4,0.10550723527195842,8.36733201754108,0.3668667234874391,0.14603474965615618
284,1,0.0,,1.0,1.0
285,2,0.7645083918408364,0.5069696886274347,0.5272319426341425,0.47276805736585753
286,1,0.0,,1.0,1.0
287,3,0.1267006248508328,6.101085458108308,0.4138469532890533,0.20351296824349369
288,1,0.0,,0.9999999999999999,0.9999999999999999
289,4,0.22795138662914494,5.365035379152734,0.3353792365042896,0.20642451963024477
290,3,0.16232066817513663,4.230504417794257,0.5937853569531869,0.13716970947844126
291,1,0.0,,1.0,1.0
292,5,0.07854514712301465,5.0956112535464495,0.24725087675190952,0.08576859392761639
293,2,0.00015063428394507516,17.587605318234548,0.517613922261209,0.482386077738791
294,5,0.09698992146362445,5.821340842726289,0.2792619874163488,0.10996514019015491
295,4,0.16110518013964317,4.697789665992084,0.4688581644169047,0.1284611506881679
296,2,0.06579064017771316,4.274026662815075,0.513842696642371,0.48615730335762913
297,3,0.004632404814024789,5.833756236866137,0.34645015005207674,0.32439380477209895
298,1,0.0,,1.0,1.0
299,3,0.05744102813383001,14.433096989043852,0.44593746123595357,0.23838356477953324
300,1,0.0,,1.0,1.0
301,1,0.0,,1.0,1.0
302,1,0.0,,0.9999999999999999,0.9999999999999999
303,5,0.08611919932222509,6.56417980211709,0.3274432615472311,0.13083030643802698
304,2,0.001981897105267855,15.94630741385995,0.5826723497312396,0.4173276502687605
305,3,0.00435265703952178,12.282306824155787,0.37444368790230526,0.27715947453694545
306,5,0.1554851412394627,7.2291772960629,0.2905724618715324,0.13428222677883672
307,5,0.18187717978338191,5.9050264483128245,0.23374897729731375,0.14211275757573646
308,4,0.03464494633990625,5.696540585494969,0.310969059390055,0.21028752833321113
309,3,0.19786482530795413,7.637255796015317,0.547400194882005,0.22149865564488017
310,5,0.23580896931664333,7.227215796259776,0.35531787344178817,0.09350208685128909
311,1,0.0,,1.0,1.0
312,4,0.18431164670111144,3.0539598232934644,0.3215970365357564,0.18259795857111114
313,1,0.0,,1.0,1.0
314,4,0.08798990533635215,8.830136946920161,0.3574104964763092,0.17531543685885417
315,2,1.4341389519845056e-14,14.863647613037644,0.5049074884115972,0.49509251158840295
316,3,0.0436782126898412,9.277072393492567,0.3904848187716305,0.2561590617024288
317,5,0.12880002345787153,6.219861862096067,0.2585725171759382,0.138980743343578
318,1,0.0,,1.0,1.0
319,5,0.09032084440151751,5.950010455671084,0.22956980181963577,0.1801518192470235
320,3,0.20115642522067081,5.621221329087249,0.48101628246546274,0.19831974642685937
321,5,0.06833317677735513,8.956677731494466,0.25364570459015123,0.13718373911807302
322,3,0.11819880587516328,7.030644447604601,0.45456745054823916,0.18030093779135606
323,4,0.14536240230972125,6.063647170190708,0.3336235029743713,0.19327342110610263
324,4,0.10980335894846782,5.582575978954786,0.3510865598206231,0.18955495073332262
325,2,0.02858534578035571,5.557942728818801,0.5569663518125703,0.44303364818742974
326,2,0.18000426138006032,2.714786433448529,0.6315872496565721,0.36841275034342785
327,4,0.1291505807808125,6.0230824676147074,0.3617899081186575,0.18147420435930567
328,3,0.06714009547584238,6.989893513779022,0.3720587306826959,0.26834935453445063
329,1,0.0,,1.0,1.0
330,1,0.0,,1.0,1.0
331,4,0.033840254333806545,8.30036529090255,0.3672509430829132,0.15915653423252604
332,4,0.05392064169606764,7.894700740689334,0.32836019241533665,0.15318479304975088
333,5,0.14025915231576833,4.43227223203607,0.267559579545258,0.1592167109195004
334,4,0.16035374023596788,5.444946212579812,0.46782178188557955,0.1667509871792027
335,4,0.16014939267866854,4.833690236638253,0.38706461543026427,0.1986193477132699
336,2,0.08199491597167849,1.9509323236800837,0.6275339300648476,0.37246606993515236
337,2,0.003428332628980011,3.697598004333133,0.5710184377531685,0.4289815622468315
338,3,0.017285644813121042,9.325044371373833,0.4601658684805318,0.25541215388777316
339,3,0.09174599410211896,3.6399565073328177,0.37455905084962543,0.28694682043358616
340,4,0.1677287081404607,4.522790321228068,0.339099105863806,0.14820737323585967
341,4,0.03303983822773754,8.3012982324379,0.37343075980816814,0.16514912669776347
342,3,0.09050139569977785,6.575908964178396,0.4392457412371699,0.2391426502983854
343,2,1.0839009905130062e-06,4.55250308601211,0.5039232935975423,0.4960767064024578
344,5,0.12149461013664804,10.619305384372613,0.2495525618004795,0.1701664095980114
345,4,0.012363441726290217,11.331216307419368,0.3531006113366421,0.1526461620285264
346,3,0.037389934668717976,6.853873540228523,0.35029890641295774,0.3130379246711671
347,5,0.0752195372614903,8.17707521810291,0.2706295945488753,0.16471688215529462
348,5,0.07048725417990487,7.732178471378977,0.22199915403040077,0.14777267024043023
349,2,0.004725208762445314,8.635388791601812,0.5214547948588104,0.4785452051411897
350,2,0.05545974582819062,3.731841055001616,0.6375411435271747,0.36245885647282544
351,3,0.05542895907104004,7.697003091814724,0.5498825711539537,0.205757229037894
352,5,0.10680926213150108,4.817345581476248,0.293366251335776,0.11330218686551442
353,4,0.06748759925815793,5.432397267745071,0.29935045343152106,0.21398034279205602
354,2,6.662590728366659e-06,9.002681045017892,0.643249085627993,0.356750914372007
355,5,0.182334224910163,2.9071373491655192,0.25477207122929635,0.14292716465605007
356,4,0.05395362931950017,5.125012169116084,0.3190332852376425,0.21325327464069402
357,2,0.2628962356716301,2.9264738686324687,0.754164930609157,0.24583506939084304
358,5,0.16688851772082444,5.564390563028474,0.27410791631396575,0.12036881577169417
359,1,0.0,,1.0,1.0
360,1,0.0,,0.9999999999999999,0.9999999999999999
361,3,0.05811053903097726,7.425969155435298,0.43704688921579127,0.16375755528344538
362,2,0.055318505095294734,2.206626827196606,0.5146217584790799,0.4853782415209203
363,3,0.16485850750341677,8.656166667589671,0.38368741469029927,0.26774589214312716
364,1,0.0,,1.0,1.0
365,5,0.07152859308119416,10.412333479343998,0.24705289736713204,0.12949169986562198
366,2,0.00015151986975631986,4.74349323272856,0.5166409634666206,0.48335903653337936
367,3,0.11408386511734732,8.930567490507277,0.344900816734262,0.31126044427656313
368,4,0.08976655862614284,8.40350053056732,0.38626760660148934,0.19934878077454618
369,2,3.450358065336503e-06,6.382947399701061,0.5867132721401315,0.4132867278598685
370,2,0.19905683097353827,0.8294007401690143,0.5063144638798484,0.4936855361201517
371,1,0.0,,1.0,1.0
372,1,0.0,,1.0,1.0
373,5,0.19748669731985574,6.084924151338078,0.2671768351093123,0.1240522883634208
374,1,0.0,,0.9999999999999999,0.9999999999999999
375,2,1.0404778882591458e-10,9.323659110969663,0.7603834282587569,0.23961657174124307
376,3,0.014962637210294899,9.901175313150231,0.4136653160148617,0.2575031545064131
377,1,0.0,,1.0,1.0
378,1,0.0,,0.9999999999999999,0.9999999999999999
379,3,0.058714194841409224,7.651664286593042,0.3963907799698388,0.2463685378092297
380,3,0.023640039834794842,12.750930527771459,0.3471011715537464,0.3109156013141115
381,2,0.45510661520746687,0.0018816286305412204,0.6014909358033751,0.3985090641966248
382,4,0.09909756209975784,5.5299984222902365,0.2952339055546451,0.20866582882869852
383,2,0.012116371334557466,1.9867557568105303,0.7246554870044842,0.27534451299551577
384,4,0.10185282719445343,5.894427029056886,0.29395223743121124,0.2182819265592842
385,3,0.21772543898424576,7.537006268899479,0.4164379221018815,0.17826992363419594
386,4,0.27809970194339123,3.1124648199215543,0.40672136625855565,0.1670780234758735
387,4,0.0567188959712576,15.637905958082934,0.35153401991899436,0.14678374739745248
388,2,4.376609971094673e-05,16.327067088799772,0.5478792863832127,0.4521207136167872
389,3,0.10283360665750269,6.237289233323224,0.3696198469416779,0.2707791733231281
390,4,0.13675310940843957,2.987325145337211,0.2734111295445258,0.19248553416962486
391,2,0.0013316872990259772,9.441892974646644,0.5804319765643977,0.4195680234356024
392,2,0.0009119506535436807,4.400896732457328,0.6098519001737662,0.39014809982623383
393,1,0.0,,0.9999999999999999,0.9999999999999999
394,4,0.13354475626880455,4.878248708234142,0.3013207561244902,0.1500851284609931
395,5,0.12829655304256907,5.027192106092707,0.24968490929872308,0.1578152444930207
396,1,0.0,,1.0,1.0
397,3,0.06911010552824896,5.260442321436362,0.48201357665273326,0.20844676050598598
398,4,0.23577110994277947,3.761986402219891,0.3284095770853607,0.11122510985746589
399,4,0.3283110971724355,3.1273893228511773,0.3272069556396986,0.20533474920733136
400,4,0.0052520055128441705,11.804987331108316,0.35668329968812906,0.18032408221805785
401,1,0.0,,1.0,1.0
402,1,0.0,,1.0,1.0
403,3,0.07709926815725637,4.390510206503133,0.380275567597631,0.2813715761369598
