material1,material2,material3,material4
dataset1791,dataset8543,dataset5175,dataset9444
dataset1678,dataset2875,dataset8929,dataset6722
dataset4682,dataset1102,dataset6379,dataset1099
dataset9940,dataset7563,dataset4712,dataset3856
dataset5002,dataset4563,dataset9156,dataset3151
dataset3709,dataset358,dataset7813,dataset2358
dataset5706,dataset1606,dataset9281,dataset8428
dataset1854,dataset8766,dataset8699,dataset2862
dataset7787,dataset8229,dataset3174,dataset4778
dataset2120,dataset6792,dataset7268,dataset9297
dataset9819,dataset7532,dataset7408,dataset158
dataset9169,dataset6916,dataset479,dataset8064
dataset4279,dataset3643,dataset3715,dataset9117
dataset6398,dataset1120,dataset8315,dataset9558
dataset1949,dataset3719,dataset2468,dataset8031
dataset1303,dataset5592,dataset5274,dataset5896
dataset4517,dataset1053,dataset4080,dataset3973
dataset9579,dataset3006,dataset5924,dataset8774
dataset3630,dataset6500,dataset6950,dataset583
dataset5718,dataset3502,dataset4801,dataset9476
dataset5774,dataset227,dataset4977,dataset4558
dataset6960,dataset1548,dataset8824,dataset6556
dataset4044,dataset644,dataset138,dataset7080
dataset6951,dataset8106,dataset4163,dataset8202
dataset8040,dataset6412,dataset8039,dataset6323
dataset8435,dataset6445,dataset7495,dataset8820
dataset333,dataset3800,dataset1025,dataset5278
dataset5324,dataset9831,dataset4816,dataset3560
dataset3701,dataset3092,dataset4739,dataset9402
dataset5363,dataset4557,dataset2095,dataset9265
dataset3981,dataset8978,dataset4731,dataset1813
dataset7778,dataset9060,dataset9513,dataset8190
dataset6082,dataset8882,dataset8011,dataset5591
dataset4897,dataset3954,dataset3903,dataset1769
dataset7981,dataset6047,dataset4880,dataset7378
dataset359,dataset7751,dataset7465,dataset749
dataset280,dataset7658,dataset4337,dataset9201
dataset6958,dataset2312,dataset9383,dataset9159
dataset4591,dataset406,dataset5717,dataset7059
dataset9369,dataset7820,dataset3907,dataset2531
dataset1872,dataset1670,dataset2359,dataset6220
dataset5513,dataset5110,dataset2707,dataset4630
dataset9057,dataset1802,dataset9155,dataset2068
dataset4679,dataset2741,dataset1493,dataset2496
dataset2555,dataset1880,dataset2962,dataset7385
dataset3616,dataset6006,dataset9244,dataset2109
dataset6091,dataset6293,dataset6114,dataset5534
dataset1691,dataset6580,dataset6751,dataset7388
dataset7706,dataset4890,dataset8386,dataset2604
dataset6248,dataset2993,dataset2191,dataset2326
dataset4106,dataset754,dataset9977,dataset5013
dataset4349,dataset9119,dataset4514,dataset7370
dataset1424,dataset3387,dataset1325,dataset2302
dataset8182,dataset1757,dataset7457,dataset7718
dataset3312,dataset2595,dataset9719,dataset6871
dataset297,dataset847,dataset6994,dataset6746
dataset1233,dataset8986,dataset7238,dataset7549
dataset2573,dataset3427,dataset7306,dataset4492
dataset1082,dataset4785,dataset2901,dataset5637
dataset8395,dataset6811,dataset3458,dataset6893
dataset5730,dataset3029,dataset7002,dataset6256
dataset7012,dataset8842,dataset3379,dataset3627
dataset9452,dataset9725,dataset2365,dataset487
dataset3994,dataset3052,dataset8745,dataset7292
dataset3474,dataset2535,dataset1506,dataset4025
dataset5447,dataset961,dataset5537,dataset9107
dataset9673,dataset2869,dataset8416,dataset6101
dataset6654,dataset8530,dataset2702,dataset5773
dataset6515,dataset5500,dataset7650,dataset3433
dataset3790,dataset9178,dataset2786,dataset8892
dataset1686,dataset1497,dataset569,dataset2098
dataset6769,dataset6032,dataset702,dataset3751
dataset6266,dataset2477,dataset7186,dataset9711
dataset5332,dataset8730,dataset6274,dataset7764
dataset9930,dataset9124,dataset7083,dataset6377
dataset801,dataset4223,dataset9179,dataset4477
dataset1919,dataset1903,dataset9865,dataset8136
dataset7624,dataset8259,dataset244,dataset7372
dataset5227,dataset3750,dataset8275,dataset299
dataset4790,dataset2554,dataset7499,dataset3431
dataset6394,dataset7363,dataset9721,dataset7515
dataset1237,dataset9649,dataset7115,dataset6059
dataset3473,dataset8345,dataset9216,dataset4462
dataset3450,dataset6493,dataset6961,dataset6944
dataset5401,dataset2574,dataset1351,dataset5528
dataset4274,dataset6770,dataset6169,dataset9786
dataset3068,dataset3649,dataset5287,dataset6518
dataset684,dataset9702,dataset3460,dataset8228
dataset9735,dataset3076,dataset1253,dataset9802
dataset2239,dataset5389,dataset1272,dataset2899
dataset9372,dataset8226,dataset2211,dataset1260
dataset8100,dataset1604,dataset6336,dataset9025
dataset4642,dataset1632,dataset1971,dataset7540
dataset974,dataset420,dataset9261,dataset6796
dataset450,dataset3318,dataset8426,dataset8881
dataset374,dataset4519,dataset6509,dataset6957
dataset4043,dataset4304,dataset6086,dataset66
dataset3002,dataset6657,dataset8634,dataset9897
dataset7145,dataset1755,dataset2613,dataset2162
dataset627,dataset7196,dataset795,dataset6178
dataset7584,dataset8154,dataset6488,dataset1553
dataset1576,dataset2681,dataset199,dataset3556
dataset4589,dataset311,dataset8839,dataset1515
dataset501,dataset8834,dataset2657,dataset714
dataset5875,dataset7325,dataset939,dataset7425
dataset3847,dataset802,dataset6667,dataset7387
dataset7272,dataset1401,dataset6008,dataset4841
dataset9308,dataset7998,dataset2475,dataset5732
dataset1415,dataset4280,dataset7161,dataset6814
dataset2466,dataset9183,dataset2444,dataset3246
dataset1615,dataset36,dataset5342,dataset3501
dataset1837,dataset9922,dataset1363,dataset8103
dataset2425,dataset9739,dataset2521,dataset8811
dataset9382,dataset8512,dataset4513,dataset3112
dataset8999,dataset4507,dataset8723,dataset3056
dataset6801,dataset6679,dataset820,dataset2332
dataset7214,dataset8794,dataset1261,dataset989
dataset7048,dataset9661,dataset4627,dataset1708
dataset9310,dataset5567,dataset6821,dataset8580
dataset2055,dataset4268,dataset2921,dataset6927
dataset8734,dataset7761,dataset740,dataset8010
dataset5103,dataset4849,dataset9596,dataset7854
dataset5203,dataset2790,dataset2438,dataset7775
dataset2159,dataset9270,dataset2195,dataset2735
dataset2063,dataset399,dataset7752,dataset2054
dataset7979,dataset5568,dataset7616,dataset8436
dataset9605,dataset4246,dataset3408,dataset9954
dataset9121,dataset8605,dataset200,dataset8564
dataset2014,dataset2395,dataset5707,dataset4195
dataset3676,dataset310,dataset9528,dataset3971
dataset6712,dataset557,dataset9621,dataset6725
dataset5543,dataset2129,dataset8203,dataset5419
dataset9267,dataset5403,dataset8885,dataset9879
dataset4224,dataset903,dataset6192,dataset2096
dataset6864,dataset1976,dataset9523,dataset3828
dataset1496,dataset1876,dataset1044,dataset4382
dataset6901,dataset7570,dataset7127,dataset2023
dataset9542,dataset709,dataset191,dataset4316
dataset3044,dataset8765,dataset7627,dataset7028
dataset9654,dataset5305,dataset958,dataset5871
dataset5427,dataset4183,dataset862,dataset6284
dataset7530,dataset8366,dataset2611,dataset6592
dataset2967,dataset7907,dataset8089,dataset2189
dataset5193,dataset3700,dataset7568,dataset8613
dataset4046,dataset5740,dataset4015,dataset3897
dataset1853,dataset999,dataset3372,dataset6956
dataset3866,dataset1946,dataset8331,dataset4184
dataset2366,dataset5185,dataset2893,dataset5443
dataset1552,dataset2119,dataset8492,dataset4399
dataset4549,dataset7035,dataset6147,dataset994
dataset8337,dataset4592,dataset6366,dataset2820
dataset5095,dataset3133,dataset4755,dataset3896
dataset3272,dataset6295,dataset2459,dataset8456
dataset3082,dataset160,dataset5547,dataset6686
dataset4881,dataset2458,dataset1326,dataset1265
dataset2396,dataset4022,dataset7066,dataset6325
dataset3359,dataset5861,dataset2341,dataset7461
dataset3349,dataset9531,dataset7870,dataset9238
dataset8184,dataset8871,dataset1943,dataset4263
dataset9646,dataset5459,dataset7176,dataset7052
dataset6855,dataset606,dataset4796,dataset7600
dataset1981,dataset5025,dataset7081,dataset3952
dataset6278,dataset6479,dataset4603,dataset7382
dataset7504,dataset2968,dataset4245,dataset1226
dataset8178,dataset7293,dataset8722,dataset3858
dataset1130,dataset2880,dataset8769,dataset2830
dataset2056,dataset5721,dataset4155,dataset4185
dataset8047,dataset7700,dataset7853,dataset1646
dataset5055,dataset8917,dataset6318,dataset2210
dataset201,dataset1411,dataset6955,dataset7736
dataset4244,dataset586,dataset6040,dataset9030
dataset7525,dataset4714,dataset9657,dataset4786
dataset4680,dataset4681,dataset5460,dataset4346
dataset9001,dataset1816,dataset7803,dataset6597
dataset9384,dataset8465,dataset9195,dataset44
dataset6499,dataset73,dataset2800,dataset771
dataset696,dataset7405,dataset4392,dataset2497
dataset4685,dataset8085,dataset2851,dataset8937
dataset1198,dataset8491,dataset9108,dataset7446
dataset559,dataset5776,dataset1909,dataset7579
dataset7015,dataset2739,dataset9912,dataset5703
dataset410,dataset3843,dataset2744,dataset8341
dataset226,dataset4606,dataset4699,dataset6383
dataset5032,dataset1458,dataset1999,dataset9284
dataset2973,dataset9566,dataset2461,dataset9418
dataset885,dataset4409,dataset5135,dataset3367
dataset6046,dataset1360,dataset3850,dataset5122
dataset9501,dataset3131,dataset2975,dataset6227
dataset9010,dataset9404,dataset722,dataset192
dataset1438,dataset9331,dataset171,dataset5608
dataset1437,dataset5449,dataset605,dataset8133
dataset2045,dataset193,dataset5613,dataset9460
dataset6523,dataset2427,dataset3755,dataset9822
dataset1015,dataset4174,dataset2492,dataset7155
dataset1530,dataset6535,dataset5167,dataset210
dataset6669,dataset2374,dataset5329,dataset4306
dataset1450,dataset5458,dataset7085,dataset5698
dataset285,dataset2071,dataset2761,dataset3303
dataset5155,dataset8670,dataset144,dataset9748
dataset2225,dataset7321,dataset8401,dataset7882
dataset7187,dataset7904,dataset187,dataset5165
dataset1455,dataset4753,dataset1995,dataset7856
dataset2005,dataset963,dataset8894,dataset2429
dataset376,dataset4021,dataset345,dataset878
dataset886,dataset9273,dataset8478,dataset6070
dataset4299,dataset9256,dataset744,dataset4083
dataset4001,dataset259,dataset6546,dataset9982
dataset6443,dataset4463,dataset5938,dataset5137
dataset2193,dataset2984,dataset242,dataset8874
dataset5975,dataset1819,dataset6420,dataset5
dataset5883,dataset3448,dataset9177,dataset3617
dataset9724,dataset8837,dataset7462,dataset3344
dataset9518,dataset5143,dataset5756,dataset9461
dataset4616,dataset6023,dataset3881,dataset6771
dataset2122,dataset4267,dataset5211,dataset1067
dataset1939,dataset1065,dataset361,dataset2043
dataset1920,dataset2474,dataset5914,dataset395
dataset177,dataset6239,dataset65,dataset6138
dataset3198,dataset2974,dataset272,dataset1551
dataset9505,dataset8878,dataset5965,dataset4737
dataset5406,dataset8836,dataset5823,dataset3771
dataset7302,dataset1768,dataset8333,dataset2897
dataset9551,dataset5702,dataset8611,dataset3154
dataset8129,dataset1189,dataset2597,dataset822
dataset991,dataset8891,dataset1718,dataset8771
dataset9904,dataset2872,dataset7911,dataset2751
dataset9691,dataset8705,dataset4838,dataset4324
dataset1273,dataset3879,dataset5665,dataset3385
dataset8609,dataset9549,dataset1299,dataset3008
dataset405,dataset9693,dataset4006,dataset7918
dataset8252,dataset5118,dataset5893,dataset3626
dataset3399,dataset1900,dataset7770,dataset3466
dataset7704,dataset5259,dataset9776,dataset7695
dataset1907,dataset576,dataset4300,dataset8032
dataset8638,dataset2243,dataset8015,dataset47
dataset6812,dataset5626,dataset3506,dataset2024
dataset5516,dataset422,dataset5639,dataset5209
dataset1391,dataset6262,dataset3629,dataset681
dataset2865,dataset9283,dataset1151,dataset1865
dataset9176,dataset8438,dataset840,dataset319
dataset6972,dataset9989,dataset6474,dataset4776
dataset1170,dataset3211,dataset8004,dataset2734
dataset6945,dataset3063,dataset7529,dataset3867
dataset8444,dataset4799,dataset300,dataset6000
dataset1249,dataset1310,dataset3588,dataset5693
dataset2448,dataset6598,dataset2237,dataset8822
dataset6280,dataset2669,dataset3551,dataset149
dataset407,dataset5739,dataset8041,dataset9913
dataset1100,dataset2836,dataset2994,dataset4161
dataset4395,dataset4301,dataset4038,dataset8104
dataset8844,dataset1565,dataset368,dataset9194
dataset8388,dataset3798,dataset9532,dataset4892
dataset807,dataset203,dataset9861,dataset2842
dataset2452,dataset2354,dataset1143,dataset5405
dataset2172,dataset5380,dataset8158,dataset4252
dataset9441,dataset4932,dataset9650,dataset8902
dataset6119,dataset5967,dataset5912,dataset1311
dataset2699,dataset9555,dataset3904,dataset444
dataset5445,dataset5672,dataset6542,dataset9126
dataset1760,dataset5112,dataset53,dataset8310
dataset7253,dataset5713,dataset742,dataset294
dataset3486,dataset5040,dataset4151,dataset7950
dataset4383,dataset4903,dataset6268,dataset8046
dataset1177,dataset8935,dataset7644,dataset1774
dataset5604,dataset6656,dataset3253,dataset7741
dataset5529,dataset322,dataset666,dataset1702
dataset6392,dataset8451,dataset185,dataset7899
dataset4989,dataset5058,dataset9137,dataset4889
dataset857,dataset8534,dataset1371,dataset509
dataset2376,dataset3453,dataset9144,dataset5694
dataset2270,dataset9142,dataset7068,dataset5918
dataset465,dataset3573,dataset6153,dataset8803
dataset2996,dataset6804,dataset1952,dataset8069
dataset9643,dataset1251,dataset139,dataset7377
dataset6780,dataset4342,dataset7246,dataset6498
dataset1629,dataset4775,dataset8277,dataset252
dataset594,dataset1583,dataset5319,dataset5745
dataset944,dataset9009,dataset9483,dataset7877
dataset7687,dataset7541,dataset9415,dataset7588
dataset3827,dataset397,dataset9255,dataset6982
dataset4546,dataset5679,dataset7944,dataset2415
dataset4551,dataset8322,dataset2027,dataset8835
dataset2902,dataset2831,dataset7908,dataset4471
dataset7754,dataset5935,dataset3210,dataset9499
dataset9597,dataset8299,dataset8383,dataset7951
dataset2603,dataset55,dataset8179,dataset9996
dataset9589,dataset9577,dataset3712,dataset5326
dataset1918,dataset4373,dataset3995,dataset3468
dataset6471,dataset2506,dataset6996,dataset7822
dataset1216,dataset9168,dataset1944,dataset6620
dataset8728,dataset6986,dataset1264,dataset8180
dataset4631,dataset5646,dataset5923,dataset8643
dataset3257,dataset1743,dataset2336,dataset3824
dataset7343,dataset8535,dataset8559,dataset5687
dataset5794,dataset4426,dataset7383,dataset3708
dataset9639,dataset6362,dataset7955,dataset1751
dataset20,dataset5581,dataset6413,dataset6015
dataset8777,dataset8123,dataset2174,dataset6367
dataset9035,dataset246,dataset5261,dataset2315
dataset2437,dataset7550,dataset2001,dataset8539
dataset7898,dataset6914,dataset3611,dataset7116
dataset6288,dataset3770,dataset9494,dataset8843
dataset3128,dataset3622,dataset3209,dataset7430
dataset8689,dataset7827,dataset7910,dataset9914
dataset1184,dataset721,dataset767,dataset4938
dataset8220,dataset4366,dataset2728,dataset3230
dataset8452,dataset3943,dataset6175,dataset7808
dataset2390,dataset1013,dataset1279,dataset4716
dataset2137,dataset4436,dataset2572,dataset3786
dataset4145,dataset9099,dataset3944,dataset5629
dataset8799,dataset4133,dataset4010,dataset1036
dataset1522,dataset9275,dataset3936,dataset4193
dataset1002,dataset8109,dataset746,dataset2961
dataset5507,dataset8507,dataset9706,dataset5614
dataset9887,dataset3414,dataset3589,dataset585
dataset871,dataset5012,dataset2344,dataset2678
dataset2937,dataset2305,dataset5635,dataset8711
dataset3602,dataset8311,dataset897,dataset937
dataset2398,dataset5989,dataset6442,dataset7477
dataset8156,dataset6695,dataset3872,dataset2355
dataset4970,dataset1168,dataset188,dataset8171
dataset5037,dataset5766,dataset1221,dataset5976
dataset8283,dataset2018,dataset7738,dataset5374
dataset6385,dataset6827,dataset9277,dataset2682
dataset7420,dataset6650,dataset134,dataset5123
dataset1090,dataset4718,dataset7087,dataset3614
dataset408,dataset9697,dataset5298,dataset6063
dataset8197,dataset3672,dataset8360,dataset3545
dataset6976,dataset241,dataset4095,dataset1291
dataset6785,dataset4891,dataset6789,dataset6439
dataset6507,dataset6584,dataset2091,dataset197
dataset9744,dataset3249,dataset1545,dataset1507
dataset6444,dataset2097,dataset3215,dataset3727
dataset6161,dataset4995,dataset7731,dataset7489
dataset2251,dataset7968,dataset673,dataset5368
dataset1365,dataset668,dataset4122,dataset7334
dataset7218,dataset9892,dataset4831,dataset2158
dataset3783,dataset424,dataset4198,dataset658
dataset7864,dataset7551,dataset9453,dataset165
dataset7666,dataset945,dataset1567,dataset379
dataset2107,dataset7483,dataset4637,dataset8346
dataset3000,dataset2402,dataset4520,dataset4345
dataset6218,dataset5240,dataset8868,dataset6583
dataset8702,dataset5264,dataset6568,dataset6665
dataset243,dataset4760,dataset3962,dataset8602
dataset271,dataset1153,dataset1094,dataset3087
dataset2486,dataset6903,dataset6937,dataset1916
dataset8175,dataset5527,dataset6918,dataset5833
dataset6703,dataset5091,dataset1845,dataset5416
dataset7415,dataset6603,dataset3980,dataset3396
dataset3698,dataset6790,dataset6327,dataset3645
dataset8867,dataset4089,dataset4308,dataset7622
dataset8752,dataset9584,dataset4270,dataset1822
dataset5941,dataset4671,dataset9502,dataset3443
dataset3236,dataset7744,dataset5653,dataset2881
dataset3763,dataset552,dataset9578,dataset9065
dataset6483,dataset2249,dataset1713,dataset3467
dataset6761,dataset2369,dataset7394,dataset7235
dataset4829,dataset9717,dataset6863,dataset3162
dataset9488,dataset7041,dataset7720,dataset2269
dataset7681,dataset3578,dataset4398,dataset6629
dataset8560,dataset8996,dataset938,dataset7134
dataset4769,dataset6480,dataset5818,dataset5238
dataset3290,dataset6087,dataset3322,dataset4833
dataset6887,dataset167,dataset1346,dataset5219
dataset5647,dataset8144,dataset5472,dataset3568
dataset1914,dataset409,dataset1967,dataset8135
dataset150,dataset2912,dataset481,dataset6009
dataset2205,dataset9390,dataset6131,dataset350
dataset529,dataset6257,dataset1464,dataset9626
dataset4293,dataset81,dataset6221,dataset7679
dataset2020,dataset2783,dataset2117,dataset1503
dataset4701,dataset1156,dataset1165,dataset7966
dataset8423,dataset1361,dataset8087,dataset2049
dataset8781,dataset9751,dataset6408,dataset2839
dataset6261,dataset3004,dataset1763,dataset7126
dataset9073,dataset7366,dataset3996,dataset1852
dataset1896,dataset1573,dataset6371,dataset7697
dataset9884,dataset2007,dataset2504,dataset2229
dataset5575,dataset7702,dataset180,dataset825
dataset9855,dataset303,dataset4088,dataset7927
dataset9749,dataset9232,dataset1115,dataset2123
dataset4509,dataset6321,dataset8187,dataset9052
dataset6182,dataset128,dataset3706,dataset6701
dataset919,dataset664,dataset9049,dataset9068
dataset5388,dataset6786,dataset6234,dataset6874
dataset5494,dataset7089,dataset790,dataset2980
dataset8208,dataset2922,dataset4788,dataset7505
dataset6190,dataset1150,dataset1129,dataset9620
dataset5395,dataset6984,dataset4568,dataset8272
dataset781,dataset8400,dataset5109,dataset7393
dataset1927,dataset7256,dataset6324,dataset4919
dataset5762,dataset5442,dataset3067,dataset6292
dataset4907,dataset7170,dataset1108,dataset4895
dataset5610,dataset8827,dataset2859,dataset5422
dataset8488,dataset6343,dataset8365,dataset4999
dataset7444,dataset7440,dataset4708,dataset5505
dataset4976,dataset8060,dataset8118,dataset8934
dataset5737,dataset9271,dataset7610,dataset1806
dataset1556,dataset4096,dataset571,dataset9933
dataset1697,dataset4845,dataset4440,dataset3267
dataset9772,dataset1642,dataset4431,dataset7710
dataset8098,dataset5799,dataset7344,dataset4374
dataset7183,dataset1266,dataset7607,dataset54
dataset6519,dataset9554,dataset7715,dataset5345
dataset3963,dataset3833,dataset8212,dataset2743
dataset4428,dataset6928,dataset5478,dataset8013
dataset816,dataset1974,dataset8796,dataset206
dataset4401,dataset9191,dataset4208,dataset6352
dataset3110,dataset1158,dataset8022,dataset4058
dataset8694,dataset8463,dataset1487,dataset2242
dataset5803,dataset129,dataset2292,dataset9172
dataset7236,dataset7409,dataset5553,dataset7790
dataset8577,dataset5320,dataset3915,dataset9357
dataset2343,dataset4109,dataset3758,dataset538
dataset3125,dataset1849,dataset212,dataset8130
dataset1922,dataset2394,dataset9330,dataset8671
dataset4243,dataset9773,dataset1901,dataset1570
dataset9586,dataset8001,dataset3572,dataset6939
dataset390,dataset6243,dataset2006,dataset2215
dataset8529,dataset1577,dataset8317,dataset325
dataset4725,dataset6740,dataset7190,dataset8424
dataset9050,dataset940,dataset3275,dataset275
dataset5882,dataset7613,dataset864,dataset2628
dataset6158,dataset7153,dataset5667,dataset1985
dataset9804,dataset4186,dataset1087,dataset8036
dataset6330,dataset1804,dataset7328,dataset9337
dataset7711,dataset3891,dataset540,dataset5021
dataset7691,dataset8642,dataset3553,dataset4432
dataset9203,dataset4441,dataset4602,dataset6941
dataset7197,dataset4100,dataset3341,dataset3537
dataset7601,dataset2795,dataset412,dataset9520
dataset9970,dataset9944,dataset5150,dataset342
dataset7629,dataset7859,dataset5852,dataset9681
dataset70,dataset4600,dataset6784,dataset922
dataset693,dataset7279,dataset6655,dataset4806
dataset5659,dataset5340,dataset799,dataset6543
dataset1912,dataset3119,dataset8289,dataset9245
dataset9224,dataset7771,dataset5197,dataset876
dataset1877,dataset3053,dataset5384,dataset4826
dataset1297,dataset4899,dataset6825,dataset4115
dataset3789,dataset4791,dataset7007,dataset8681
dataset2391,dataset4456,dataset8034,dataset314
dataset4061,dataset263,dataset9713,dataset8636
dataset9392,dataset9797,dataset216,dataset6267
dataset186,dataset2083,dataset4119,dataset832
dataset1807,dataset8664,dataset6664,dataset1459
dataset6837,dataset7308,dataset4265,dataset1693
dataset417,dataset9509,dataset6684,dataset4953
dataset2221,dataset6014,dataset8665,dataset7073
dataset4871,dataset3356,dataset9103,dataset7608
dataset7631,dataset9916,dataset7468,dataset5531
dataset6437,dataset4743,dataset6354,dataset5237
dataset5370,dataset1820,dataset6704,dataset3071
dataset2834,dataset532,dataset4018,dataset3213
dataset3307,dataset1370,dataset2711,dataset8137
dataset3554,dataset9192,dataset2815,dataset3855
dataset3331,dataset3150,dataset2813,dataset7942
dataset2969,dataset1463,dataset7374,dataset4113
dataset1394,dataset9668,dataset1468,dataset982
dataset4180,dataset1897,dataset4269,dataset8347
dataset7698,dataset966,dataset3901,dataset1653
dataset5530,dataset5366,dataset683,dataset7254
dataset304,dataset3640,dataset9524,dataset8216
dataset7846,dataset5057,dataset9567,dataset4482
dataset3725,dataset5222,dataset3483,dataset7137
dataset103,dataset6309,dataset4493,dataset2570
dataset2469,dataset7767,dataset7879,dataset1182
dataset931,dataset6204,dataset7234,dataset2362
dataset4756,dataset2209,dataset7865,dataset8313
dataset4137,dataset9162,dataset1171,dataset6545
dataset6423,dataset7811,dataset7960,dataset6932
dataset7798,dataset4371,dataset1885,dataset7179
dataset8951,dataset7032,dataset3974,dataset6521
dataset6753,dataset9753,dataset7625,dataset1782
dataset1982,dataset2524,dataset7995,dataset916
dataset5277,dataset3495,dataset9112,dataset5398
dataset9928,dataset2026,dataset6883,dataset5859
dataset9926,dataset5894,dataset1539,dataset3797
dataset86,dataset4863,dataset1283,dataset1381
dataset2999,dataset8151,dataset9375,dataset3061
dataset3908,dataset1306,dataset4016,dataset8050
dataset3586,dataset2034,dataset2947,dataset1245
dataset5712,dataset4912,dataset3291,dataset2039
dataset9777,dataset84,dataset1838,dataset3240
dataset4861,dataset7869,dataset137,dataset7648
dataset8855,dataset7635,dataset6496,dataset2684
dataset9581,dataset4402,dataset7357,dataset6979
dataset1407,dataset5094,dataset1860,dataset2956
dataset1973,dataset69,dataset3921,dataset1902
dataset4234,dataset6570,dataset2040,dataset2493
dataset6716,dataset531,dataset2866,dataset8402
dataset5838,dataset9409,dataset4723,dataset4583
dataset5020,dataset5753,dataset4430,dataset4241
dataset4688,dataset3720,dataset7837,dataset8644
dataset360,dataset7079,dataset1495,dataset4622
dataset2274,dataset5562,dataset414,dataset7390
dataset5897,dataset6734,dataset8157,dataset2194
dataset4515,dataset1863,dataset1842,dataset7300
dataset9695,dataset4446,dataset437,dataset9313
dataset7817,dataset6822,dataset8371,dataset7672
dataset1077,dataset5045,dataset7464,dataset5993
dataset8759,dataset2977,dataset2724,dataset2464
dataset1285,dataset819,dataset9174,dataset7395
dataset4975,dataset8520,dataset8070,dataset5467
dataset2244,dataset324,dataset2288,dataset2254
dataset4648,dataset1341,dataset6983,dataset890
dataset8302,dataset8292,dataset1521,dataset7403
dataset4212,dataset2608,dataset6373,dataset5192
dataset9601,dataset927,dataset5763,dataset6475
dataset175,dataset8610,dataset2890,dataset1687
dataset5522,dataset2825,dataset9891,dataset3493
dataset1788,dataset1328,dataset1711,dataset8800
dataset6611,dataset1259,dataset8084,dataset2470
dataset732,dataset9319,dataset8795,dataset125
dataset6646,dataset2553,dataset3413,dataset8571
dataset8446,dataset2858,dataset6793,dataset427
dataset1855,dataset7567,dataset4744,dataset6953
dataset6566,dataset1229,dataset9361,dataset6340
dataset3563,dataset9792,dataset1228,dataset5593
dataset6026,dataset730,dataset8697,dataset646
dataset4289,dataset9671,dataset9086,dataset4181
dataset5007,dataset8334,dataset6602,dataset2714
dataset2295,dataset1220,dataset4355,dataset1101
dataset6851,dataset3667,dataset7522,dataset4646
dataset2030,dataset667,dataset7323,dataset9937
dataset2585,dataset2670,dataset4204,dataset6084
dataset9979,dataset1905,dataset2660,dataset2945
dataset7353,dataset5092,dataset3716,dataset8889
dataset3957,dataset1516,dataset5917,dataset947
dataset1616,dataset9590,dataset6660,dataset2898
dataset8714,dataset1454,dataset9445,dataset6155
dataset2161,dataset8992,dataset3732,dataset6980
dataset4869,dataset7523,dataset9995,dataset7686
dataset4812,dataset5410,dataset1917,dataset7506
dataset4770,dataset8420,dataset9008,dataset6395
dataset3297,dataset5820,dataset6033,dataset6971
dataset2105,dataset4225,dataset8753,dataset4484
dataset9258,dataset6431,dataset7925,dataset4007
dataset6555,dataset2311,dataset2823,dataset1784
dataset773,dataset5900,dataset4034,dataset7280
dataset7490,dataset4028,dataset1643,dataset7451
dataset5663,dataset270,dataset5253,dataset2615
dataset7836,dataset4650,dataset7227,dataset1651
dataset293,dataset6824,dataset1634,dataset4870
dataset2180,dataset1200,dataset5297,dataset5189
dataset2293,dataset3507,dataset5230,dataset7503
dataset6559,dataset6331,dataset7707,dataset1712
dataset6337,dataset7675,dataset6181,dataset9403
