material1,material2,material3,material4
dataset935,dataset5,dataset120,dataset659
dataset397,dataset520,dataset560,dataset329
dataset559,dataset415,dataset709,dataset720
dataset787,dataset111,dataset749,dataset281
dataset482,dataset19,dataset847,dataset446
dataset592,dataset627,dataset768,dataset380
dataset472,dataset276,dataset939,dataset743
dataset303,dataset988,dataset171,dataset741
dataset683,dataset611,dataset998,dataset514
dataset580,dataset892,dataset418,dataset747
dataset792,dataset205,dataset434,dataset886
dataset880,dataset558,dataset95,dataset653
dataset765,dataset213,dataset53,dataset168
dataset557,dataset945,dataset310,dataset750
dataset463,dataset395,dataset589,dataset396
dataset181,dataset110,dataset355,dataset797
dataset11,dataset268,dataset891,dataset214
dataset333,dataset394,dataset754,dataset406
dataset167,dataset157,dataset614,dataset940
dataset928,dataset581,dataset238,dataset453
dataset724,dataset819,dataset609,dataset143
dataset521,dataset970,dataset502,dataset184
dataset594,dataset920,dataset877,dataset930
dataset944,dataset762,dataset130,dataset337
dataset125,dataset990,dataset893,dataset280
dataset75,dataset60,dataset964,dataset969
dataset432,dataset695,dataset561,dataset179
dataset546,dataset698,dataset260,dataset136
dataset501,dataset335,dataset555,dataset860
dataset914,dataset997,dataset311,dataset925
dataset584,dataset540,dataset442,dataset198
dataset289,dataset257,dataset73,dataset80
dataset908,dataset249,dataset131,dataset770
dataset133,dataset959,dataset18,dataset497
dataset976,dataset403,dataset298,dataset707
dataset774,dataset377,dataset263,dataset911
dataset113,dataset796,dataset813,dataset399
dataset469,dataset760,dataset541,dataset837
dataset460,dataset897,dataset273,dataset327
dataset144,dataset830,dataset344,dataset996
dataset409,dataset341,dataset360,dataset766
dataset856,dataset843,dataset858,dataset387
dataset604,dataset449,dataset410,dataset950
dataset599,dataset304,dataset803,dataset738
dataset86,dataset732,dataset784,dataset640
dataset256,dataset786,dataset279,dataset25
dataset772,dataset576,dataset872,dataset471
dataset307,dataset107,dataset568,dataset800
dataset937,dataset272,dataset553,dataset646
dataset240,dataset780,dataset118,dataset494
dataset524,dataset500,dataset135,dataset648
dataset833,dataset571,dataset647,dataset419
dataset495,dataset516,dataset128,dataset103
dataset849,dataset802,dataset804,dataset357
dataset382,dataset879,dataset681,dataset381
dataset421,dataset769,dataset693,dataset635
dataset7,dataset233,dataset345,dataset443
dataset38,dataset712,dataset848,dataset121
dataset388,dataset105,dataset94,dataset43
dataset87,dataset981,dataset92,dataset427
dataset234,dataset230,dataset639,dataset989
dataset605,dataset174,dataset714,dataset875
dataset379,dataset435,dataset736,dataset475
dataset180,dataset182,dataset160,dataset200
dataset314,dataset549,dataset896,dataset670
dataset26,dataset866,dataset822,dataset321
dataset83,dataset40,dataset229,dataset426
