dataset,k,min_mode_cv,median_mode_cv,overlap_achieved
dataset51,4,0.13745918701647492,0.1500794797128566,0.05553167096732545
dataset52,4,0.010675041540090649,0.014365022428887292,0.035442402922940534
dataset53,3,0.016957225842411806,0.025669033759347648,0.15677422790287562
dataset54,4,0.08020733653611523,0.11935394353950249,0.10470904163756523
dataset55,1,1.8635934295512293,1.8635934295512293,0.0
dataset56,5,0.31125642481911203,1.0259422356671226,0.6061821310875626
dataset57,5,0.1577760659495505,0.4016827782761071,0.10390573255470603
dataset58,2,0.04077779833922011,0.051564692150293065,0.06858102734182109
dataset59,1,1.2243377355530027,1.2243377355530027,0.0
dataset60,2,0.05656749215312706,0.21088281765203076,0.033754226193530086
dataset61,2,0.3617994783315683,0.7880640030507052,0.11609859192368244
dataset62,3,0.11164685503157139,0.17526502134587138,0.4148346998106336
dataset63,1,0.6100012203241926,0.6100012203241926,0.0
dataset64,2,0.2690399908919081,0.342902377438531,0.053187341532144085
dataset65,4,0.00013505833597837774,0.00018924696058707186,0.013310654897396192
dataset66,1,0.953108215077163,0.953108215077163,0.0
dataset67,4,0.3730301571981355,0.61021409038436,0.1759587208693225
dataset68,3,0.019559627018257513,0.033535594878310454,0.0037360483854289223
dataset69,2,0.12494363251958132,0.14943867864380714,0.004998008191377081
dataset70,2,0.19110838671150898,0.23751980428685582,0.005992880103303299
dataset71,5,0.06531156858689433,0.11845107106107741,0.1378477033175009
dataset72,4,0.2154313392348274,0.4552600332033837,0.42335018526656576
dataset73,2,0.3716590744232928,0.41067992075629706,0.022776911684573693
dataset74,3,0.620616559825102,0.9069404853539278,0.14105796833794867
dataset75,2,0.2982020557619341,0.4468386324644862,0.3572453451467113
dataset76,5,0.399208096228521,0.889205595566084,0.6181383048088265
dataset77,3,0.6066437459100339,1.7001330513019177,0.6020537295982702
dataset78,4,0.008234386260936886,0.014495041222204389,0.006523378414412677
dataset79,2,0.23219773377142847,0.28109710659914644,0.05831786934691362
dataset80,2,0.5015249308020409,0.6064930708352583,0.3296492413732687
dataset81,4,0.008277997456883079,0.02864129577006236,0.014343576895749438
dataset82,5,0.0005894523744292102,0.0015222082617036192,0.1886505665040048
dataset83,4,0.07995408307780635,0.21904277518316648,0.15697069489304102
dataset84,5,0.033102074149132896,0.10873081534065465,0.022051256665584627
dataset85,2,0.08980298079216148,0.09934738237690771,0.0034348217778963543
dataset86,5,0.08361027331153129,0.22548681398688544,0.20924824629741923
dataset87,2,0.47668926832161146,0.6406532524338103,0.736678626239725
dataset88,5,0.05200772571581531,0.08463772405568849,0.28289949015156424
dataset89,1,1.0474919878446445,1.0474919878446445,0.0
dataset90,2,0.02571931663254663,0.05481898533887718,0.16669301646343654
dataset91,5,0.007119531564714573,0.024970846111428285,0.011926149827392336
dataset92,3,0.12094226152696218,0.31090138552266783,0.3862771706989763
dataset93,1,1.6032888010449338,1.6032888010449338,0.0
dataset94,4,0.01308260767048777,0.027511670758580367,0.0034722289071239545
dataset95,5,0.00015635148013605992,0.0007363896427634695,0.005078967975488697
dataset96,1,1.0789200368404896,1.0789200368404896,0.0
dataset97,4,0.0012628291082254059,0.0020345525669029354,0.1543164562344708
dataset98,5,0.0002870963182249118,0.0007849964151539696,0.03632071945142874
dataset99,2,0.4142559606576535,1.4690975103531443,0.3250505463934235
dataset100,4,0.3583568372925055,0.6628345448427831,0.3513297811758154
dataset101,4,0.18270973024881224,0.6889493307163082,0.5767956937019144
dataset102,1,0.8439643970266474,0.8439643970266474,0.0
dataset103,2,0.10516055695560592,0.10906818246571312,0.5739820219530778
dataset104,3,0.032998013409607084,0.04670725763533415,0.004432196344995158
dataset105,5,0.7337248951427261,1.7227314399709432,0.7346610168893581
dataset106,5,0.007906043213815687,0.011438197389673417,0.0398225402322281
dataset107,3,0.8081373777590074,1.9804242500078804,0.186642238434913
dataset108,3,1.011906841666635,1.047338433551132,0.7018188456278068
dataset109,3,0.006390278887234648,0.011781347288767218,0.0733996621726727
dataset110,4,0.01364158914640817,0.04205900910365278,0.10135130581226492
dataset111,3,1.9003003860308818,3.1227830952960303,0.49591574556583756
dataset112,2,0.18065812107955923,0.6134290767448564,0.20979567612424666
dataset113,5,0.0032259435154877486,0.004150696104284315,0.008848761869387855
dataset114,2,0.7925321839512718,1.0105779259371825,0.4891773568298491
dataset115,2,0.640434158970536,0.6836753825033766,0.10103541038250036
dataset116,2,0.0828551562199013,0.1008345086476827,0.20772996683010472
dataset117,2,0.061522684019658436,0.06293438112840895,0.010146245503909745
dataset118,2,0.12563354755018516,0.3064776687632102,0.026195258102175527
dataset119,4,0.29318683397265655,0.7508361923941432,0.333195665370562
dataset120,2,0.1319267511093904,0.49552432211461983,0.05954067282935169
dataset121,5,0.018359396842624758,0.031204416594087826,0.004972160717381627
dataset122,1,1.010579977829454,1.010579977829454,0.0
dataset123,1,0.8138312511557688,0.8138312511557688,0.0
dataset124,2,0.001958929846261796,0.004895976357379852,0.01798496189172231
dataset125,4,0.08739370427708772,0.3195021019978179,0.5983178625612465
dataset126,3,0.024083322550664005,0.024441755450894168,0.20373955866115293
dataset127,5,0.4195110576933217,0.6270470807770714,0.481180644601986
dataset128,4,0.03142237836953525,0.06039084835333933,0.004905032433432071
dataset129,3,0.000215092444222827,0.0008305290088603826,0.21513771836566506
dataset130,2,0.20808448129193471,0.3658461753512119,0.371322118685653
dataset131,3,0.013204513418005668,0.024802291564138365,0.08953507963734182
dataset132,1,0.9081530382365451,0.9081530382365451,0.0
dataset133,1,1.1192896615080055,1.1192896615080055,0.0
dataset134,1,1.0734217559094785,1.0734217559094785,0.0
dataset135,2,0.04498297736985367,0.05200433126903224,0.04531460707321924
dataset136,4,0.023252946850754016,0.053845485839934724,0.0879957515963161
dataset137,3,0.2554024739227321,0.45436263882062305,0.13139259163671627
dataset138,5,0.5344708638000523,1.7720304858856581,0.35734721803515224
dataset139,3,0.08653824323843774,0.19995262294319383,0.052950285642180885
dataset140,3,0.011853360991759264,0.0596511758603294,0.0075179412461638855
dataset141,4,0.2861819229647027,0.7270518159817169,0.3352334786239363
dataset142,4,0.04088621158306393,0.16747808293172223,0.03811260916844741
dataset143,1,1.2867941230570736,1.2867941230570736,0.0
dataset144,5,0.002892810608144526,0.006401146716481172,0.005013988732407686
dataset145,1,1.5589084877794745,1.5589084877794745,0.0
dataset146,2,0.4486855811086831,0.5847420351988004,0.2592337534002437
dataset147,3,0.01834446046345426,0.03783201025448238,0.0037029359042730883
dataset148,5,0.004086867269332609,0.009668841925611257,0.011024484898006249
dataset149,1,0.7091525270549217,0.7091525270549217,0.0
dataset150,5,0.01761322782727014,0.025330416005922098,0.05554735608300253
dataset151,2,0.1723397073160088,0.6445792689354957,0.16241212194396581
dataset152,1,2.112309255168561,2.112309255168561,0.0
dataset153,4,0.6567874395800101,0.9361410228431059,0.5617782379766588
dataset154,3,0.04924063671332227,0.15517980362067707,0.06793518331848569
dataset155,4,0.05832170455255337,0.11233816111242978,0.1255891305005345
dataset156,3,0.02434028305348423,0.04995193503562373,0.008729087330250766
dataset157,5,0.19464143662042005,0.25425181908538974,0.3276157561144191
dataset158,1,1.3249219333480138,1.3249219333480138,0.0
dataset159,4,0.14830578938461075,0.34805787944541555,0.6545264219715734
dataset160,4,0.06799260286798042,0.1299911740838778,0.12352905867619535
dataset161,5,0.003185013284966391,0.006936316652831756,0.005606510293172108
dataset162,5,0.00473901447626406,0.008659293418726793,0.012963969793623853
dataset163,3,0.23629699336886603,0.388545314266987,0.46121202045777726
dataset164,1,1.2424838072746744,1.2424838072746744,0.0
dataset165,5,0.0016310190384792988,0.00680247577404254,0.046142131918847064
dataset166,2,0.11150647235270214,0.13395033302901957,0.009279502346481096
dataset167,2,0.18038045578096168,0.25039612837470465,0.02733877083138369
dataset168,5,0.23847758397269558,0.35329203688193883,0.2578554277921413
dataset169,1,0.8776611531573114,0.8776611531573114,0.0
dataset170,3,0.019147307999083082,0.027043767994306373,0.6974445135004412
dataset171,4,0.14495540377664826,0.23635026050443536,0.19327200776492046
dataset172,2,0.021959484874696525,0.035634229342227486,0.0040776350172493534
dataset173,5,0.8677227278851096,1.2778830205360023,0.37222448161139515
dataset174,2,0.8277666902645948,1.7730768444912794,0.5781734768497901
dataset175,2,0.02839468294613429,0.06827610499449074,0.28166835541435503
dataset176,3,0.002176921163055646,0.002554068008961943,0.016685367593185937
dataset177,5,0.058483597422397546,0.13879903539886268,0.24186477858497687
dataset178,2,0.07994707261150251,0.16947254759740119,0.5139685670792533
dataset179,4,1.917421638554881e-05,4.5697287736723885e-05,0.0681902104372517
dataset180,4,0.11338826632181176,0.19432553934419283,0.08324250586402333
dataset181,5,0.038885568014241166,0.06500858607220994,0.014425123111795996
dataset182,1,1.0722259275741086,1.0722259275741086,0.0
dataset183,4,0.013858117754965373,0.017479151880051842,0.027340387787525493
dataset184,1,0.5278225102044891,0.5278225102044891,0.0
dataset185,1,1.3283687014760657,1.3283687014760657,0.0
dataset186,2,0.019327259235227958,0.02375871403697493,0.5814869061173236
dataset187,4,0.38573327567066756,1.6071785639291272,0.5277080064264286
dataset188,2,0.10536832500777077,0.2584634045318721,0.0193673482815212
dataset189,3,0.07653455564076535,0.09156328002246723,0.019722297721152957
dataset190,3,6.652389407104589e-05,0.00020865528067686012,0.10637459122898572
dataset191,3,0.05091110935558018,0.1957228359458891,0.037350298340983336
dataset192,1,2.0992577785015776,2.0992577785015776,0.0
dataset193,2,0.19099780996911056,0.24871712802087004,0.008693403508645808
dataset194,5,0.0004581721849851555,0.0007479821063357,0.0032999384988831636
dataset195,3,0.2198006588852383,0.4312840144233775,0.2258031851437683
dataset196,3,0.03301206222238441,0.03317622785876739,0.009698376643021088
dataset197,3,0.21651071540588798,0.34905028162439444,0.5296441812606076
dataset198,3,0.0019511559703841782,0.002519021082463555,0.0042344807280274115
dataset199,1,1.0181580423354566,1.0181580423354566,0.0
dataset200,4,0.2281108970428321,0.5449768874971251,0.36279904728028
dataset201,5,0.0009009548459794397,0.002989404078794698,0.003976593144282381
dataset202,4,0.005766905885145734,0.010399370271340063,0.01508996367338715
dataset203,4,0.22617529800479155,0.23057177613657276,0.11027546123132197
dataset204,4,0.01322778747306136,0.024299438739243347,0.05966035803712094
dataset205,1,0.016051867553772112,0.016051867553772112,0.0
dataset206,2,0.48870956534991294,1.138038684793282,0.6197098446463848
dataset207,5,0.08464654758758292,0.12591435494395273,0.051928152174360975
dataset208,5,0.06682261993914634,0.1768349048231337,0.24544115231187463
dataset209,1,1.5945023372296836,1.5945023372296836,0.0
dataset210,3,0.5159047677284292,0.5363856104620426,0.26176431407677986
dataset211,3,0.0007928898714251426,0.0008235708508472466,0.06072791147227077
dataset212,5,0.10303118146521811,0.4127752571434319,0.1547143509647048
dataset213,3,0.10525429537143335,0.2737018628551292,0.0886037797631846
dataset214,3,0.6084824784376737,0.8039933808546377,0.5982851274286032
dataset215,1,1.5662986500220446,1.5662986500220446,0.0
dataset216,4,1.8557885143363662,6.2454735544269555,0.4804400103286901
dataset217,5,0.0024897218882013058,0.007406441094161454,0.004408861729301272
dataset218,4,0.09045565512968198,0.17785285205233653,0.06490763728860051
dataset219,5,0.0009233182720853069,0.001994443459544407,0.005600912287096405
dataset220,2,0.047199093495730975,0.08235667098237659,0.010428981479885076
dataset221,5,0.0010982766618706787,0.0073381905180186155,0.005450240722369421
dataset222,1,1.5813579357600518,1.5813579357600518,0.0
dataset223,1,1.5070450703556173,1.5070450703556173,0.0
dataset224,3,0.4588487549530716,0.7715571152655745,0.09871520433979808
dataset225,5,0.024970613164967726,0.06846566228281029,0.06386739362889574
dataset226,4,0.30943666748783055,0.43316623895664164,0.3548629147365709
dataset227,5,0.00024041238303028646,0.0009064003859548257,0.059709967931094586
dataset228,3,0.04141526140316733,0.13158910837067903,0.15771427076745084
dataset229,1,0.8838331563473779,0.8838331563473779,0.0
dataset230,3,0.6387997117833848,1.3272154594297443,0.6943063982286687
dataset231,3,0.055448364156761486,0.13908462304831087,0.017738202330996586
dataset232,4,0.1964718044775511,0.43868902138091814,0.2735590836069926
dataset233,2,0.10480397336797637,0.2747826915463166,0.06479488026010595
dataset234,3,0.005365695188118215,0.005791021917951466,0.29459257285511636
dataset235,1,1.0983057316392106,1.0983057316392106,0.0
dataset236,5,0.5125552165957549,1.6393495587800064,0.7844482447769489
dataset237,4,7.759280440761045e-05,0.00010746557347176281,0.03183045114299849
dataset238,1,0.6893959284930227,0.6893959284930227,0.0
dataset239,1,0.6717717047925672,0.6717717047925672,0.0
dataset240,3,0.025770937026491386,0.04717768384088592,0.05553144936848686
dataset241,5,0.011704079238417727,0.017094208456340392,0.01469616763450437
dataset242,3,0.38030701837971476,0.3930506115267574,0.0066289618718153856
dataset243,5,1.2902963914841916,2.593837898677489,0.32321398100377075
dataset244,2,0.4464574251692909,0.9141607967572705,0.5716637378084056
dataset245,5,0.004065055717187911,0.007583686747269719,0.038479236519772676
dataset246,3,0.23339557074785927,0.7066988368003375,0.16586843313228503
dataset247,1,1.0252142285033752,1.0252142285033752,0.0
dataset248,3,1.123857193062525,1.178122674009189,0.8591040889046965
dataset249,3,0.0012558111017484817,0.00472105843608169,0.028921548131343944
dataset250,1,0.5725341945518941,0.5725341945518941,0.0
dataset251,1,0.890136465557023,0.890136465557023,0.0
dataset252,5,0.016980865055263594,0.03324799106399027,0.17937496787274101
dataset253,1,1.1297579536255478,1.1297579536255478,0.0
dataset254,4,0.04985067554653697,0.0672350367949053,0.6617297278230506
dataset255,3,0.13383978223920262,0.2111037889140472,0.18315715119139495
dataset256,2,0.1998888991062517,0.25577603522424847,0.030354284393124955
dataset257,5,0.8382787463599165,1.2385710270698724,0.3901866361574659
dataset258,1,0.982794381371817,0.982794381371817,0.0
dataset259,1,1.0968026705426983,1.0968026705426983,0.0
dataset260,2,0.029111464145228125,0.06768067751004513,0.017071825364864443
dataset261,4,0.01073046630341693,0.04773297024886307,0.03598594024624523
dataset262,3,0.09670839212886512,0.2651065408038583,0.20761039882605736
dataset263,3,0.32007773676921675,0.823737634135463,0.368029441344165
dataset264,2,0.04512340512071914,0.05633214008956658,0.009209441286410006
dataset265,5,0.7296837300814587,1.1265899879606214,0.7089391268899276
dataset266,3,0.03238167976048314,0.03378912929456531,0.23329848707329548
dataset267,1,1.1293754906705569,1.1293754906705569,0.0
dataset268,4,0.0023739413897161327,0.004923061416409723,0.00891289410188901
dataset269,4,0.3482159540572874,0.5173966824236177,0.6198686196599051
dataset270,3,0.00010849169787866928,0.00030321418140804093,0.006538209147369955
dataset271,2,0.2131517990081499,0.2486414322607401,0.6957712022436511
dataset272,3,0.1608664294210494,0.32006252561292076,0.45816873922357465
dataset273,4,0.004308544077933677,0.014186661888397432,0.03646264709064151
dataset274,1,0.9482738718871646,0.9482738718871646,0.0
dataset275,5,0.01383331948988155,0.03473082505966649,0.006172681182007524
dataset276,2,0.06959851765133367,0.15018063561794803,0.5275265761471215
dataset277,2,0.23786455833438278,0.29911161371410716,0.015480080814224584
dataset278,2,0.1646464526406352,0.16492239615670784,0.02106358100056248
dataset279,4,0.054891516001944966,0.1500940466677715,0.047738123933541675
dataset280,1,1.4165950054152912,1.4165950054152912,0.0
dataset281,5,0.07570449874812807,0.12697450909199975,0.06802560473187902
dataset282,2,0.2741321832291986,0.7605719891267193,0.301279693989074
dataset283,5,0.02864492571339706,0.039026219770907276,0.23886720386134536
dataset284,2,0.2157727526159171,0.45044601654883876,0.2787480874253002
dataset285,1,0.8262977882159459,0.8262977882159459,0.0
dataset286,1,1.7028751635788077,1.7028751635788077,0.0
dataset287,1,1.192662546536965,1.192662546536965,0.0
dataset288,5,0.10846632558333898,0.19233510282793995,0.29317774639218674
dataset289,2,0.6079790940135785,0.6996054002343639,0.5625289848395645
dataset290,1,1.209383653278514,1.209383653278514,0.0
dataset291,2,0.01750899347195819,0.05572803647691303,0.023614579663941804
dataset292,4,0.0007905805379739654,0.001628861811502506,0.09499679924033295
dataset293,2,0.055373931106229464,0.05811646459529107,0.006721486237198721
dataset294,5,0.14545861398552185,0.37537009926791776,0.17824062438132854
dataset295,1,0.7501249774417018,0.7501249774417018,0.0
dataset296,2,0.22557810746882528,0.375616130688575,0.08424958498390522
dataset297,3,0.0288681532624143,0.07703453748441477,0.00402616360070062
dataset298,1,0.8465443275562876,0.8465443275562876,0.0
dataset299,5,0.007552661534744958,0.01923445938090464,0.004825130678033724
dataset300,3,0.40676134609119274,0.5009717065377545,0.09273039710952989
dataset301,3,0.1382779122762072,0.2039348323759405,0.6066579992926546
dataset302,1,0.8776915478034565,0.8776915478034565,0.0
dataset303,2,0.17107634684351467,0.6636704722321997,0.08886729698967008
dataset304,5,0.07719079138050985,0.3733158684982451,0.12840390174806013
dataset305,5,0.016712856486726047,0.03991594523218483,0.059300073005955835
dataset306,1,1.2390501850444093,1.2390501850444093,0.0
dataset307,1,0.856260485400882,0.856260485400882,0.0
dataset308,3,1.8246332806352332,2.242682707722366,0.8729459961212669
dataset309,3,0.20154542509101547,0.2970817021651751,0.3374717350754699
dataset310,3,0.5695511289151092,0.6696578456100275,0.7060510016885567
dataset311,1,0.7194162200302252,0.7194162200302252,0.0
dataset312,4,0.07214884703423388,0.08237761819186971,0.01499538516551794
dataset313,4,0.00020267926897442521,0.0009581373702868972,0.008444430003510058
dataset314,1,1.1944197538111718,1.1944197538111718,0.0
dataset315,2,0.07664998251216291,0.11981977158677304,0.015805432647129025
dataset316,3,0.12646232136735963,0.1378391199883434,0.21747430035407175
dataset317,3,0.0037847416578191055,0.0038610970230884703,0.12791000657838214
dataset318,4,0.013808668418035196,0.04581804409568112,0.012393984362116672
dataset319,3,0.35283165518645154,1.4325238533016649,0.5579297403962196
dataset320,5,0.0026352513460316408,0.0121169516515315,0.004580760735199056
dataset321,5,0.21767329565669882,0.6516651604134854,0.28247180010645667
dataset322,1,0.6778870055034893,0.6778870055034893,0.0
dataset323,1,1.3719720447547263,1.3719720447547263,0.0
dataset324,4,0.16427487280622247,0.5238723206302609,0.16838173926309097
dataset325,4,0.3268482844260724,1.2197572923858135,0.6165084955648988
dataset326,4,0.12492606779632993,0.3770581526198349,0.6564621211332957
dataset327,2,0.10319906994692431,0.16336460023059676,0.009404000742420019
dataset328,5,0.19478238443369206,0.2958599089927827,0.012440760712304348
dataset329,3,5.629431792389907e-05,7.857291429702842e-05,0.004025603236099494
dataset330,2,0.11335779918976799,0.11993472217706061,0.022174316201662252
dataset331,3,0.2894083494045574,0.4048105285929072,0.20974955162863798
dataset332,1,0.7637215618864293,0.7637215618864293,0.0
dataset333,1,1.2839171474546132,1.2839171474546132,0.0
dataset334,3,0.27719899772492557,1.3964518739056209,0.26898680635323274
dataset335,4,0.0005397165528955011,0.0015673689106736363,0.06736662123596204
dataset336,4,0.0003640308745766338,0.0009790347747081877,0.009351462957205797
dataset337,2,0.9373869687217284,1.828578015832365,0.5942219815625546
dataset338,3,0.04357625049655181,0.08548002244238956,0.010478488772998092
dataset339,2,0.5833368547078256,0.6663283869627161,0.0653523214972994
dataset340,5,0.00013841600385690233,0.0002750824414580523,0.05195548809122637
dataset341,2,0.021526408445970334,0.050146393341670176,0.01038714271663193
dataset342,4,0.00017751285921866703,0.0004230760023233836,0.047661658689214875
dataset343,1,1.4764754227642076,1.4764754227642076,0.0
dataset344,1,0.9712915702391154,0.9712915702391154,0.0
dataset345,5,0.019949969800871773,0.08912060529837178,0.02642666025588438
dataset346,1,0.8526020296656015,0.8526020296656015,0.0
dataset347,2,0.7208029138376225,1.0809700841250072,0.5120414915277022
dataset348,4,0.03506031739076257,0.041700847338218286,0.038681246570696846
dataset349,3,0.17763156393180063,0.1921023584604786,0.647163225047793
dataset350,1,0.5681706986952159,0.5681706986952159,0.0
dataset351,5,0.05192442139400353,0.08182424707776104,0.10249770995519616
dataset352,1,0.22559942608065822,0.22559942608065822,0.0
dataset353,5,0.002159936372293408,0.004678074967331325,0.07959285675792824
dataset354,3,0.08796808388162645,0.09229149156368005,0.007174985279038783
dataset355,1,1.0565756567203568,1.0565756567203568,0.0
dataset356,5,0.01309476514742614,0.028269608324874084,0.024939992585851556
dataset357,4,0.003552307507133051,0.006739135480628565,0.01104642046314104
dataset358,2,0.31782149286253625,0.5888591894443187,0.39770352258213043
dataset359,4,0.1625671942722453,0.40570151484517,0.23879073235802617
dataset360,3,0.06224204156229612,0.0669168897609049,0.09092093568788273
dataset361,1,1.1107116470425433,1.1107116470425433,0.0
dataset362,4,0.0013644422412195513,0.002138986030449705,0.03899643378922731
dataset363,1,0.839033906495931,0.839033906495931,0.0
dataset364,2,0.07452527187437451,0.18304571510215745,0.04377819223927941
dataset365,3,0.03048823804891656,0.043115209897311206,0.1691862030083399
dataset366,4,0.001825258386007245,0.003068895443781817,0.09464723687976218
dataset367,3,0.15039744375875402,0.1687269359453018,0.023760030229239656
dataset368,1,1.47261806469699,1.47261806469699,0.0
dataset369,3,0.28253183196680426,0.29088413259554957,0.305118319554752
dataset370,4,0.35801362220546923,0.9799058793734251,0.12324593787961967
dataset371,1,0.910070879297283,0.910070879297283,0.0
dataset372,2,0.26057960892028975,0.4133813898658653,0.08512954677097917
dataset373,1,1.2611557865601295,1.2611557865601295,0.0
dataset374,5,0.8680523026674992,1.4053152852621031,0.8120060715554989
dataset375,4,0.029152298675512188,0.08839765525041787,0.008733884343102167
dataset376,2,0.15226881857079172,0.19041398282247152,0.022715390711378687
dataset377,3,0.5741275678689248,0.6576201966001657,0.5719590269975695
dataset378,4,0.7200731402630889,0.9211215427085164,0.27524709628691824
dataset379,4,0.000521892831085486,0.0005889936042581679,0.004248656281209466
dataset380,4,0.03349189623530685,0.08527577210036984,0.14690423377121253
dataset381,3,0.1214431843131014,0.5892236302676784,0.12846316521032727
dataset382,3,0.5268827336646293,0.532324699011697,0.6990720611277489
dataset383,5,0.026697780948178547,0.1117606257539758,0.03850026190320123
dataset384,1,0.21366232046081618,0.21366232046081618,0.0
dataset385,3,0.0330993960451927,0.06152556832873395,0.20964118434671528
dataset386,5,0.0030333661969456694,0.013762033635563796,0.018611543104978017
dataset387,3,0.14534208594067086,0.1471412903819911,0.026359156309703317
dataset388,5,0.0023626094481348082,0.0044914983102996445,0.03228427520316127
dataset389,1,1.1602169270355818,1.1602169270355818,0.0
dataset390,3,0.06684542783292867,0.11125939320064093,0.004961105830514017
dataset391,1,1.359813950783682,1.359813950783682,0.0
dataset392,1,1.8641841305163782,1.8641841305163782,0.0
dataset393,4,0.004630362538045183,0.006934818403103253,0.06367279333874037
dataset394,3,0.02622664399731987,0.037931665941260635,0.004198185455714963
dataset395,5,0.0036405464261617753,0.011248797510887995,0.053214657103707395
dataset396,4,0.8398044536947652,0.9595135557337012,0.5475255505272251
dataset397,2,0.5599436686016208,0.6940627134636198,0.11201714744391622
dataset398,5,0.2072833488729892,0.3183820991086087,0.19043062529266225
dataset399,3,0.872734235274632,1.2058024536706273,0.5688031515244254
dataset400,3,0.06420676055645749,0.09961085780703881,0.028098169366366995
dataset401,5,0.005630380314327303,0.008505534074012364,0.0035213862910808344
dataset402,3,0.01155081538687308,0.015922408627890332,0.04120421743731139
dataset403,4,0.04451785250979835,0.05247813798945371,0.17198248188098456
dataset404,5,0.022534712794922144,0.054795662379572535,0.010824304997625996
dataset405,1,1.123127271085595,1.123127271085595,0.0
dataset406,2,0.1223046380008934,0.1652794398133778,0.054015482033033156
dataset407,5,0.009874436426374925,0.04757931114689589,0.0435220768104682
dataset408,4,0.4637510462521799,0.48271087949423996,0.2454802276735024
dataset409,2,0.3530055240640372,0.3855817209361523,0.035471195809973766
dataset410,2,0.4701220343254033,0.5725279415521737,0.6685372839863701
dataset411,3,0.4540835546382391,0.5200420021855611,0.9179056352512817
dataset412,3,0.14201745821224365,0.32408445424641497,0.055403777066856064
dataset413,2,0.10006783654391485,0.23630848835958945,0.44154013310632195
dataset414,1,1.0142014149350385,1.0142014149350385,0.0
dataset415,3,0.13954630019320455,0.617292860795138,0.45972491254953546
dataset416,4,0.14874190249744076,0.6181731488685511,0.38578598254996116
dataset417,5,0.012820845211701988,0.015049355042293334,0.12791187018124045
dataset418,1,0.25054461454499327,0.25054461454499327,0.0
dataset419,5,0.0549052583878421,0.12944865570182093,0.35228499200935115
dataset420,1,0.20446030568293602,0.20446030568293602,0.0
