dataset,k,min_mode_cv,median_mode_cv,overlap_achieved
dataset62,4,0.38225207583285686,0.43675205509885984,0.3590744036077716
dataset63,3,0.19344924335290356,0.2996685659325316,0.775776324470737
dataset64,4,0.7729295398521857,1.0830473003044265,0.4266048763672581
dataset65,1,0.23234519730929576,0.23234519730929576,0.0
dataset66,3,0.1502389507742042,0.2870284234279686,0.4615710010491409
dataset67,5,0.4875801768577453,0.9163083686375788,0.3313689352928314
dataset68,5,0.3785043925553668,1.2752667714488888,0.5302400927923012
dataset69,3,0.11730164021419376,0.4761977581065989,0.5306476995142715
dataset70,4,0.0962422070544136,0.22288750314657818,0.46125735576981697
dataset71,5,0.7092649884745018,0.7802514126720455,0.3056200652639433
dataset72,5,0.25543363077227077,0.46553791975095593,0.4792225964971405
dataset73,1,0.2514618808066859,0.2514618808066859,0.0
dataset74,2,0.18197682130174284,0.21724050169928077,0.6582567318590848
dataset75,4,0.9423891537008106,1.5531479969912692,0.38420488992264107
dataset76,3,0.6124899435425588,1.5779403831843297,0.49480367598601793
dataset77,1,1.493564364574698,1.493564364574698,0.0
dataset78,2,0.23990213739434546,0.5817263664201759,0.4741094482226754
dataset79,5,0.5533683761251136,1.21847202880864,0.7348403576399348
dataset80,4,0.651712273210079,1.237064301840274,0.5778746581366315
dataset81,3,0.2424172159201641,0.40542365481339016,0.5875060503695763
dataset82,4,0.1626929839352981,0.47853731148236067,0.6011549376444797
dataset83,1,0.618651867562555,0.618651867562555,0.0
dataset84,3,0.24522567471410667,0.5841542057743715,0.5060507786828545
dataset85,1,1.4157870592544048,1.4157870592544048,0.0
dataset86,2,0.08732909777962995,0.1453172790079272,0.3272361398621296
dataset87,2,0.15331267369500604,0.21212955934691546,0.4469613873593208
dataset88,4,0.468825854080273,0.7264671060026764,0.3469359679390977
dataset89,1,0.4417754804126466,0.4417754804126466,0.0
dataset90,1,0.39650789133422537,0.39650789133422537,0.0
dataset91,1,1.164626298193735,1.164626298193735,0.0
dataset92,2,0.18687480510303955,0.2760211101337816,0.476726009974317
dataset93,3,0.07213561432284342,0.1906165060459345,0.726141537115026
dataset94,4,0.1545455362715598,0.5425574701773282,0.37582980528349297
dataset95,2,0.12198277268109714,0.32757221893360167,0.28677026294912045
dataset96,5,0.1432853048676252,0.4195453304877564,0.35744953041296396
dataset97,4,0.4113539676914821,1.7230582392035552,0.5207638623382075
dataset98,3,0.26543012738452937,0.4643829328710105,0.49084137644024706
dataset99,4,0.4589298396476581,1.040219314463215,0.4059866859941689
dataset100,4,0.04076564737785796,0.19550551018431808,0.4350413837236207
dataset101,2,0.8218076356750839,1.073912942238949,0.747127969626199
dataset102,2,1.6047047028025596,1.8211639501259673,0.6222835947588594
dataset103,5,0.1573272899015996,0.5895995255916638,0.3234284265822419
dataset104,4,0.28866582875939845,0.485232866049241,0.7110888458706933
dataset105,2,1.1523753942902133,1.5772791768231222,0.8948739102842853
dataset106,2,0.6214027790928723,0.9550618611201223,0.47510559935164465
dataset107,1,1.925342414504561,1.925342414504561,0.0
dataset108,5,0.2221536204619544,0.28607272005010426,0.48774799421871917
dataset109,1,1.3390474735840496,1.3390474735840496,0.0
dataset110,5,0.0645491187877762,0.08028914994400717,0.7717055544911918
dataset111,2,4.197907973102314,6.350912318259261,0.32818491909263764
dataset112,3,1.4225917462517423,2.7750644413197314,0.3421848209114728
dataset113,4,0.2586771711671133,0.3211045208577698,0.5222291221807888
dataset114,1,0.031076072196118572,0.031076072196118572,0.0
dataset115,1,1.1957597277141898,1.1957597277141898,0.0
dataset116,3,0.7151398899966803,0.8439651357754567,0.825856053907156
dataset117,5,0.8832728131488002,1.7473753357383812,0.49320190320007756
dataset118,3,0.03478635494064736,0.03614829762194967,0.5208358965736432
dataset119,1,2.681588134167313,2.681588134167313,0.0
dataset120,3,0.6642023731807896,0.8282236409528676,0.9819951829164969
dataset121,3,0.38199961773043983,0.4970602454572446,0.6413572724109518
dataset122,4,0.49579091713421236,0.6701881173529026,0.6855714631124138
dataset123,5,0.18565332978839055,0.5927168798531353,0.42937838507104276
dataset124,3,0.11930701086359619,0.23245743315706935,0.3305847426306766
dataset125,5,0.0198781618542283,0.13877715605672178,0.41970380773916044
dataset126,5,0.15326389607374893,0.24305263151520826,0.30022286835077644
dataset127,2,0.24129775720174665,0.2730009610341037,0.3347325977165422
dataset128,2,0.17129335477283025,0.37401475785486976,0.32066795153065203
dataset129,3,0.12738865601836905,0.29632144102859076,0.37246288354136264
dataset130,2,0.7380910606206414,0.7710878934314865,0.31775620466922744
dataset131,2,0.9477620062005343,1.012511532591044,0.46024698376213136
dataset132,5,0.2352748725297081,0.9679849741463383,0.6272050362719476
dataset133,3,0.45832089971606904,0.541418628993952,0.38099260560308884
dataset134,5,0.052227923899416794,0.2269628717531081,0.7251054729979882
dataset135,4,0.7272092763172878,1.3503095478826674,0.7195290253901301
dataset136,5,0.30532005491675557,0.45642276219007144,0.3822367066324654
dataset137,3,0.9042719716100575,1.1395314000954655,0.6304825639595499
dataset138,3,0.7210238381607906,1.1813608371024233,0.47647571014381646
dataset139,4,0.5093721344730163,0.6521837876337595,0.6020048522081843
dataset140,2,0.37633997645973577,0.7986254917934152,0.556153590493591
dataset141,1,0.5887171455797071,0.5887171455797071,0.0
dataset142,5,0.13366515067874044,0.4560453623071799,0.5638738881877204
dataset143,1,0.4421699368415589,0.4421699368415589,0.0
dataset144,4,0.061858282607384005,0.14800751413043567,0.632986437321687
dataset145,4,0.1564629374561786,0.17885233050697869,0.4853672966019349
dataset146,5,0.020491633303612523,0.044193091280606424,0.6410903044274001
dataset147,2,0.055303078264865586,0.07029210837427714,0.723857281298963
dataset148,4,0.27581785536707093,0.7917981778248033,0.5446092306723831
dataset149,4,0.07109325498733904,0.09579693455340654,0.7228880830285997
dataset150,3,0.5857198996496115,0.6873452873015304,0.4478618337578255
dataset151,3,1.2703390828320584,2.25044125740784,0.5255075470600826
dataset152,1,0.8702556557800356,0.8702556557800356,0.0
dataset153,2,0.1779029285854668,0.3292169280583187,0.7269639606577031
dataset154,2,0.5011993643602849,0.7345875290929509,0.34378458773250953
dataset155,4,0.2844644565604391,0.7559584165021407,0.4365302813783997
dataset156,5,0.052626607080478824,0.20885968384715606,0.3697900560021513
dataset157,4,0.3029069704213622,0.7841446879034648,0.5302501929074604
dataset158,4,0.3328711845707584,0.939444368246561,0.7098473435906656
dataset159,3,0.2554881119025417,0.8157047681746032,0.6534211476852204
dataset160,2,0.43233841898226644,0.4827042670689447,0.37001444485828533
dataset161,5,0.08389067783715556,0.22047709073686633,0.3598055039847245
dataset162,3,0.33967502491437895,0.3985795352599389,0.6621355923728145
dataset163,2,1.041388434818477,3.003515547628414,0.2945395160123885
dataset164,3,0.38718377003314086,1.0239073708716269,0.3515300710782954
dataset165,1,1.0228724875697837,1.0228724875697837,0.0
dataset166,4,0.16633196899413416,0.5272836447236808,0.5408079091952
dataset167,4,1.6103378572379774,1.7891091496069613,0.8156954002433595
dataset168,4,0.030095184121099676,0.09945513325618187,0.32536045937326236
dataset169,1,1.025710212798326,1.025710212798326,0.0
dataset170,3,0.2589266052003134,0.675822217550554,0.7182903489920459
dataset171,4,0.42732580626379163,0.6839174519289202,0.4331121665663522
dataset172,4,0.21898247470341314,0.27047693894238467,0.3972491452894055
dataset173,2,0.6550903980027741,0.7881899283568976,0.703816169865755
dataset174,1,0.5070687278785484,0.5070687278785484,0.0
dataset175,4,0.3492166095294839,0.6689862998992284,0.739383217822609
dataset176,1,1.145016278686731,1.145016278686731,0.0
dataset177,3,0.16693461033626322,0.3488233099487363,0.8500979422100731
dataset178,1,0.3488942182168566,0.3488942182168566,0.0
dataset179,1,1.1832473685411404,1.1832473685411404,0.0
dataset180,4,0.2881803456046926,0.6192242007922534,0.547978047847078
dataset181,1,1.0106518370993698,1.0106518370993698,0.0
dataset182,4,0.3556861783027454,0.895818177485477,0.5595016744103395
dataset183,5,0.10734614760615165,0.15725602842388595,0.8045241596992071
dataset184,1,0.8181105212341163,0.8181105212341163,0.0
dataset185,5,0.14748862687082617,0.35866561482269727,0.7046514117311486
dataset186,3,0.3007201608844536,0.3825035055893825,0.4261962544906082
dataset187,5,0.23848522447815473,0.8031023319995636,0.5918259173594691
dataset188,4,0.4803502718481863,1.6886646378458736,0.6747038165014881
dataset189,2,0.3427791024965178,0.8670136076900892,0.5370554656562447
dataset190,5,0.2087769413492977,0.47157884292410285,0.3290689358116595
dataset191,1,0.4156176162412197,0.4156176162412197,0.0
dataset192,1,0.3355594916112374,0.3355594916112374,0.0
dataset193,5,0.23321183790828331,0.6336896445405679,0.4503692872042818
dataset194,1,0.8209593069530506,0.8209593069530506,0.0
dataset195,3,0.409531626761857,0.5307295577848103,0.605195938021407
dataset196,2,0.737860571377843,0.8824831775048233,0.31490725481342724
dataset197,3,0.4655468314882288,0.9445372430373152,0.39585900234487553
dataset198,2,1.0696555267739065,1.397056596176096,0.526670783022929
dataset199,4,0.7298052551922282,1.7151457645523713,0.7779843332341757
dataset200,5,0.15550771313809494,0.28827180390112467,0.621262202314316
dataset201,4,0.23359499199847536,0.6593265621825289,0.30802677810223583
dataset202,3,0.1519396447422254,0.32328603679312884,0.32444810963447906
dataset203,3,0.5401448798839691,0.8917714463425676,0.5753114184444447
dataset204,5,0.12778659653500593,0.1822125005972102,0.4754305576360071
dataset205,2,0.14984976930461752,0.19843083446427445,0.3862832923767067
dataset206,4,0.38780302288875473,0.9488176938571278,0.7774304093050968
dataset207,5,0.4518791183414154,2.118562777144875,0.4375854262406314
dataset208,4,0.17377621466861287,0.5162233874749139,0.35402127767057046
dataset209,5,0.42252980171578647,0.6685506211281143,0.49984829342651443
dataset210,2,0.014647789022389612,0.049109885031954896,0.37210165808067086
dataset211,2,0.13688676927034926,0.20323655088786693,0.6432443075543732
dataset212,1,0.8818471449921373,0.8818471449921373,0.0
dataset213,2,0.4036997151993293,0.9293550623280253,0.5534788740747074
dataset214,3,0.46131842089961944,1.0394906787539684,0.6767959068776102
dataset215,3,0.3452837813418818,0.8376041052497253,0.4166797189002869
dataset216,5,0.6534028900498978,2.294983012746962,0.5926883534401917
dataset217,4,0.3524800032650475,0.5773000912394461,0.5405356779478341
dataset218,5,0.44752334773441804,1.0120523381503668,0.723247842571826
dataset219,3,0.19086019372987223,0.3559584430945873,0.5985326353795012
dataset220,3,0.3405428327108996,0.5694119895169499,0.4054566164322751
dataset221,5,0.04298650241564572,0.1085722986814768,0.4755880233933352
dataset222,3,0.860760348943062,1.0086788546825336,0.6850898220875838
dataset223,5,0.5891793759227244,0.8021618226747701,0.6459247555576751
dataset224,1,0.9822916467961567,0.9822916467961567,0.0
dataset225,2,0.5570527497522574,0.6282587257033767,0.39956395879682943
dataset226,2,0.11331908089958904,0.3133976396319612,0.43280247973295255
dataset227,4,0.41057159588304826,0.5624807278251465,0.3467329524763913
dataset228,1,1.1801431527659163,1.1801431527659163,0.0
dataset229,2,1.4996652957406726,1.650181057756424,0.8311898047149759
dataset230,5,0.29328992829398254,0.828949791499176,0.5449522687632464
dataset231,5,0.5340107092418366,0.5619077300269093,0.34545547695292084
dataset232,1,1.25564730006219,1.25564730006219,0.0
dataset233,3,0.6249949680041375,1.302475410229776,0.647079705225631
dataset234,5,0.14648473598221046,0.3062982217701807,0.6277465463690093
dataset235,4,0.6290706859974144,1.5874487714119399,0.5100154389393147
dataset236,1,0.4856340776742517,0.4856340776742517,0.0
dataset237,5,0.02735013177918167,0.0278357579971608,0.42582694429702406
dataset238,1,1.1598652704142984,1.1598652704142984,0.0
dataset239,1,0.13897689322499268,0.13897689322499268,0.0
dataset240,4,0.27172550084281544,0.8518093828021973,0.5429540968440618
dataset241,5,0.35494456565218363,1.380902948142253,0.5985319689965047
dataset242,5,0.38255933641161577,0.585630039835342,0.31114220521779173
dataset243,4,0.4878208800865453,1.0088466984585196,0.6588882291929402
dataset244,2,0.7137848004395098,1.2003349151083673,0.5816009613813523
dataset245,4,0.847093688754176,1.157042163550121,0.7594547661825052
dataset246,2,1.011008066725937,1.6859878754707025,0.6823178892005325
dataset247,5,1.6980734924039584,2.1329417010438565,0.6636426042958536
dataset248,4,0.5412218763696082,0.5729183406293367,0.5806943758101081
dataset249,1,1.0662826558287997,1.0662826558287997,0.0
dataset250,4,0.14984151339388868,0.29764312622356437,0.43011740333770976
dataset251,3,0.43481719704357236,0.9266684591357623,0.37239835325248927
dataset252,4,0.16229148400674093,0.3534388841334134,0.5027732717369315
dataset253,5,0.3859822356003248,0.8067794109219939,0.5354116662349553
dataset254,2,0.4272305569826113,0.4540578482347223,0.7274814002626189
dataset255,1,1.0045718623386641,1.0045718623386641,0.0
dataset256,5,0.7298614004053571,1.4476758975068738,0.6300423775654859
dataset257,1,1.5564356845032166,1.5564356845032166,0.0
dataset258,1,1.4535407292934879,1.4535407292934879,0.0
dataset259,4,0.028545538273649865,0.061773681447197804,0.4479508774163627
dataset260,3,0.12349216961239728,0.28893743176147146,0.5679879941870739
dataset261,3,0.49724592932124173,0.6705807489117707,0.4564048841119477
dataset262,1,0.5064047353826171,0.5064047353826171,0.0
dataset263,5,0.10175146135394962,0.2586190502834655,0.38214102171002506
dataset264,2,0.2886540060148109,0.41859792832456544,0.651707063175935
dataset265,4,0.22790966283912453,0.4057317855450958,0.45822091217238503
dataset266,5,0.20518246887441502,0.7320420367900997,0.5896865161020733
dataset267,5,0.25663540765814524,1.3648393288919605,0.5473499506981279
dataset268,4,0.09364280155557994,0.12912248370759688,0.5992304781564318
dataset269,1,1.153622233782555,1.153622233782555,0.0
dataset270,1,0.2961428866069948,0.2961428866069948,0.0
dataset271,4,0.18802708481416264,0.2610642399387049,0.5651287695898072
dataset272,4,0.7239799746801342,1.4767899453401538,0.5994561452517316
dataset273,1,0.8213134008260007,0.8213134008260007,0.0
dataset274,3,0.471987568190017,0.5953441100380472,0.663683364412355
dataset275,2,0.4859318769379165,0.5862962956018798,0.4855852619309518
dataset276,4,0.18101913636844047,0.45375218131337214,0.6411991095048736
dataset277,2,0.5434091706131519,0.7924761154983112,0.610403314951649
dataset278,2,0.19849133767123048,0.212602114633615,0.7115217216537384
dataset279,3,0.5624460207315869,1.0075734626877468,0.6829756165708201
dataset280,2,0.13537129097158399,0.37614266843302935,0.4478979749325117
dataset281,1,2.0979270172639035,2.0979270172639035,0.0
dataset282,4,0.2006814061495306,0.2451034702213286,0.38162896441514366
dataset283,4,1.0278275044550154,1.224702135194508,0.8052402762499099
dataset284,3,0.07248831884638268,0.12848203051294585,0.8014218611303009
dataset285,4,0.6810594948585224,0.9170347494519749,0.5763328027140728
dataset286,1,0.35293663166265704,0.35293663166265704,0.0
dataset287,3,0.3271684388340075,0.3326574322771208,0.3616742298914182
dataset288,4,0.1884593018244072,0.35548837684563195,0.42010451409844035
dataset289,2,0.4279279431966247,0.4909929025177574,0.37642531039601385
dataset290,1,1.4191906229755216,1.4191906229755216,0.0
dataset291,3,0.7252643667618274,0.7317959286137711,0.49146458452898295
dataset292,3,0.7000992316591926,0.8954503408811589,0.8402890771535314
dataset293,2,0.28316750514729266,0.37900095878421813,0.8052717784497547
dataset294,4,0.3324795779174789,0.7722286107957046,0.62538145235334
dataset295,4,0.028994596602126086,0.048268426305366985,0.7656515167146778
dataset296,4,0.014722195184640323,0.0205002421242422,0.5243878857478897
dataset297,5,0.06780413455510946,0.07446158805561527,0.4251195375999803
dataset298,3,0.08305157559099566,0.4643445628135161,0.5309893826743423
dataset299,3,0.3343407010688134,1.6520387076141663,0.38004056198985986
dataset300,3,0.5424684953762438,0.960941272567923,0.371329317032073
dataset301,4,0.6103165769955813,1.1905234107967284,0.7045997018566793
dataset302,3,0.2908029155978661,0.3125659771103231,0.5657139992985974
dataset303,4,0.16288640989816752,0.26494729766121383,0.7473253118216063
dataset304,3,0.5932876878937016,1.3993238851586063,0.645112267671067
dataset305,1,0.1844761808991434,0.1844761808991434,0.0
dataset306,1,0.5823901765012242,0.5823901765012242,0.0
dataset307,4,0.6542253775618763,0.7469769868762022,0.44509201120270814
dataset308,3,0.10667231602549149,0.19020561834107358,0.35981022938711066
dataset309,4,0.24880135604181222,0.5594586110446215,0.6276961072616597
dataset310,4,0.16478963374020558,0.1964809553119719,0.6310765797740006
dataset311,2,0.3780692618034982,0.6947304395750724,0.3148060761715645
dataset312,3,0.3157817090842997,1.4123036980146595,0.4970985089115742
dataset313,5,0.3007789028748758,1.3721913514676798,0.4390162918299027
dataset314,2,0.5016294174528979,1.0192086799682274,0.5592612563338415
dataset315,5,0.22558904424138093,1.1267840219882632,0.5766388913790212
dataset316,5,0.146261751647982,0.15471691235997917,0.4082278996599804
dataset317,5,0.246385244649612,0.3971185297913414,0.4465339299398515
dataset318,3,0.5512129559711123,2.0112873271484846,0.5179972620472664
dataset319,3,0.5659312380560217,0.5901793166521918,0.5698876009342891
dataset320,2,0.7985786707387842,1.0023466391125475,0.8876867587346298
dataset321,2,0.5966580360312707,1.1453096869328283,0.5890542913565846
dataset322,4,0.5487684010430246,1.2925792255549677,0.7657255602457794
dataset323,5,0.11028419392445882,0.2248297555159187,0.5882001537857287
dataset324,3,0.26028764334687665,0.3920272841641374,0.33702464092499856
dataset325,1,1.107089084960386,1.107089084960386,0.0
dataset326,5,0.349662564642659,0.9299429538624877,0.5453972399298028
dataset327,1,1.6086252803504593,1.6086252803504593,0.0
dataset328,2,0.25883776385221613,1.1997703086029037,0.3173324166097181
dataset329,3,0.3169473503126441,0.3838175238522421,0.39019249962437746
dataset330,4,0.8912379035923819,1.3484145734640935,0.8191461138444174
dataset331,1,0.262956599617104,0.262956599617104,0.0
dataset332,5,0.22252627417535237,1.0029982571304132,0.5381073182501253
dataset333,5,0.6588777253710498,1.0918264453671644,0.46978709495976734
dataset334,3,0.3419726273699479,0.8633403628349293,0.48136332019781247
dataset335,1,1.4987941579561572,1.4987941579561572,0.0
dataset336,2,1.4319571695933009,1.5233804022128274,0.31048302537559835
dataset337,1,1.1357281159039805,1.1357281159039805,0.0
dataset338,2,0.6041296142854521,0.6967171891637531,0.5363844996088183
dataset339,4,0.6834094669020837,0.889025309026586,0.8170179517155075
dataset340,4,0.6096843700409322,0.9629149187103103,0.4859264645561419
dataset341,5,0.0200532890903676,0.04385040782461689,0.39460928447239046
dataset342,4,0.11733912363429622,0.26593729515926884,0.5714819721459043
dataset343,5,0.049845917365572874,0.07017772016812154,0.4129499848632774
dataset344,4,0.5627643391148553,0.6273548021073936,0.7075579509620132
dataset345,5,0.6132177646231467,0.8842452485284912,0.3527375495676509
dataset346,4,0.6515182396441345,1.0948160350074063,0.5561856844055019
dataset347,1,0.5183918868543312,0.5183918868543312,0.0
dataset348,2,0.44388080057376883,0.6370851702699317,0.46271515595021295
dataset349,3,0.342477617958874,0.728669830644331,0.4044696729758955
dataset350,2,0.5591362480441172,0.6721560138571914,0.46781069708071726
dataset351,3,0.24631478473253365,0.5211285905363877,0.6404582652099605
dataset352,4,0.43596215766593327,1.1904807376113815,0.6790121711807094
dataset353,3,0.9210733223102557,1.1565299800742463,0.45018141369705905
dataset354,1,1.4941766879753113,1.4941766879753113,0.0
dataset355,3,0.31443682208194157,0.3636133639359522,0.3861623129277778
dataset356,1,0.1450717373393523,0.1450717373393523,0.0
dataset357,3,0.40407566600101963,0.4432127133319462,0.6381182821278594
dataset358,3,0.12439627308248695,0.26457799637935103,0.7730476918923399
dataset359,2,1.0767050439860368,1.1756882559527322,0.7110629515649456
dataset360,1,0.2903291022202252,0.2903291022202252,0.0
dataset361,5,0.30414673767633427,0.5915804562870403,0.747781626820809
dataset362,2,0.14959522072981773,0.1977909582731215,0.7141113941790205
dataset363,2,0.7155284634293143,0.9324108540709848,0.451379707181427
dataset364,1,0.788238842322378,0.788238842322378,0.0
dataset365,3,0.0961221969683334,0.168090717245457,0.7466154633233284
dataset366,4,0.09500227298915435,0.2426514947348893,0.5573381036426018
dataset367,2,0.24609956705327826,0.4315429451353833,0.6565422572145698
dataset368,1,0.18291224208906007,0.18291224208906007,0.0
dataset369,4,0.3194256634282471,0.5393646004168688,0.33291341172939376
dataset370,2,1.2155736855185584,1.3437615588393474,0.3630731437863512
dataset371,1,1.3510568468688906,1.3510568468688906,0.0
dataset372,3,0.44587406107060945,0.5550331163688869,0.5315247006372306
dataset373,2,0.8896909166267,1.224435085480498,0.7890364225704896
dataset374,4,0.5808879719640414,0.8804431512727051,0.7906050395349506
dataset375,4,0.5168370948731509,0.6164005103878851,0.5049139800202792
dataset376,5,0.06269189387984618,0.0694088197662314,0.3959861714548972
dataset377,2,0.73373335936799,0.9025779632793096,0.559759722958476
dataset378,5,0.3031774702127001,0.6374182561054086,0.5289919387472268
dataset379,3,0.18761112745781475,0.48392766308699053,0.5864388543687418
dataset380,4,0.29866378817126676,0.8166816426763837,0.7649546827289752
dataset381,3,0.33217595753681534,0.5167714767515066,0.37653139668266666
dataset382,5,0.05555853737275224,0.10670913000470603,0.8083813424234758
dataset383,3,0.06066388080856649,0.341909637561728,0.5871127867722985
dataset384,2,0.47326232897282183,0.48223822429456353,0.3769462196574097
dataset385,2,0.22736358886151545,1.1319961247451973,0.274223958481144
dataset386,5,0.5269575005575172,1.0442946975057763,0.7641527491981565
dataset387,5,0.5325804993007741,0.7658238566682958,0.6377326938479481
dataset388,3,0.901960495915911,1.2470117129781255,0.6581316898387027
dataset389,1,0.19007804132558342,0.19007804132558342,0.0
dataset390,3,0.17046254258339927,0.580099563353734,0.5472052489690321
dataset391,2,0.3591314549731503,0.686104533817914,0.4444341640189091
dataset392,5,0.7274585166637972,1.356796547654804,0.46301293208861904
dataset393,2,0.08049654204833868,0.19387751043073287,0.49807371186618127
dataset394,5,0.5731816302870167,1.6353633731449784,0.5007335833856693
dataset395,5,0.22133091671026744,0.48143349058313145,0.6969377345734675
dataset396,3,0.06072663886102423,0.09384562958176655,0.4840234660657245
dataset397,1,0.24690297922507765,0.24690297922507765,0.0
dataset398,4,0.1439506819636079,0.35254416398009314,0.7054429393457339
dataset399,1,1.0952109028025763,1.0952109028025763,0.0
dataset400,4,0.142535851027729,0.2201702653387427,0.5298352471088688
dataset401,2,0.6322967079512294,0.6983816271883946,0.35990154407406455
dataset402,4,0.24371270029174402,1.1390733362796126,0.47456795358616183
dataset403,4,0.6732930117663157,1.2160810552007029,0.7902413489794261
dataset404,1,1.133454000135876,1.133454000135876,0.0
dataset405,5,0.14527761128753464,0.18414254376191644,0.6380829787727376
dataset406,1,0.4393697177984551,0.4393697177984551,0.0
dataset407,3,0.4604431653863684,1.7142141899809038,0.5463810590317337
dataset408,3,0.24792466750973355,0.4860700634063291,0.5349061054967157
dataset409,4,0.2606175403337964,0.7500449898204772,0.5572648539152588
dataset410,5,0.5235285348340832,0.6671833778301263,0.7537622685766179
dataset411,2,0.4934535987602191,0.7759528304244844,0.4229843876246462
dataset412,1,0.3784204459405552,0.3784204459405552,0.0
dataset413,3,0.22252115475153159,1.305926824549483,0.5150028528940015
dataset414,1,3.3921322305253043,3.3921322305253043,0.0
dataset415,1,0.23866997826745645,0.23866997826745645,0.0
dataset416,4,0.4273586459894521,0.5089355255477026,0.4033299394082113
dataset417,5,0.4582819039523778,0.658534943589864,0.8185724405934123
dataset418,1,0.9723342403623114,0.9723342403623114,0.0
dataset419,5,0.3776178838688722,0.7666582457622259,0.7683282176128448
dataset420,1,0.7651406666573743,0.7651406666573743,0.0
dataset421,3,0.045616210881689406,0.2582561806153503,0.5323762568000902
dataset422,5,0.40662243948225746,0.8128977220092022,0.35277840853539466
dataset423,2,0.8159938297950721,0.8389541126046689,0.5306440791733187
dataset424,2,0.12237874714705786,0.27118770109327056,0.32407977595362436
